"EC_number","Organism","LigandID","Literature"
"2.4.2.37","Azospirillum brasilense",172288,722556
"2.4.2.39","Glycine max",3469,488687
"2.4.2.39","Phaseolus vulgaris",3469,489821
"2.4.2.39","Phaseolus vulgaris",1870,489821
"2.4.2.39","Glycine max",7290,488687
"2.4.2.39","Glycine max",186,4402
"2.4.2.39","Glycine max",186,488687
"2.4.2.39","Phaseolus vulgaris",186,489821
"2.4.2.43","Salmonella enterica subsp. enterica serovar Typhimurium",61,698718
"2.4.2.47","Mycobacterium tuberculosis",2,718461
"2.4.2.56","Euonymus alatus",63,723806
"2.4.2.57","Thermococcus kodakarensis",268,725279
"2.4.99.1","Photobacterium damselae",100,703911
"2.4.99.1","Rattus norvegicus",441,637267
"2.4.99.1","Rattus norvegicus",21,637267
"2.4.99.1","Bos taurus",21,637268
"2.4.99.1","Rattus norvegicus",2,702879
"2.4.99.1","Rattus norvegicus",22141,637288
"2.4.99.1","Rattus norvegicus",10974,637270
"2.4.99.1","Homo sapiens",10974,637291
"2.4.99.1","Rattus norvegicus",10974,637291
"2.4.99.1","Homo sapiens",61,637276
"2.4.99.1","Homo sapiens",61,"637285, 637294"
"2.4.99.1","Rattus norvegicus",61,"637285, 637288, 637294"
"2.4.99.2","Rattus norvegicus",2296,"489579, 637737"
"2.4.99.2","Rattus norvegicus",2296,637738
"2.4.99.2","Homo sapiens",2296,637739
"2.4.99.2","Rattus norvegicus",61,637736
"2.4.99.2","Rattus norvegicus",61,637737
"2.4.99.2","Homo sapiens",61,637739
"2.4.99.2","Homo sapiens",514,637739
"2.4.99.3","Gallus gallus",2,705535
"2.4.99.4","Sus scrofa",695,637983
"2.4.99.4","Sus scrofa",2,637984
"2.4.99.4","Mus musculus",2,673876
"2.4.99.4","Pasteurella multocida",2,722349
"2.4.99.4","Vibrio sp.",42,687447
"2.4.99.4","Photobacterium sp.",42,687452
"2.4.99.4","Sus scrofa",103481,637984
"2.4.99.4","Sus scrofa",61,637983
"2.4.99.4","Sus scrofa",61,637984
"2.4.99.6","Homo sapiens",61,637259
"2.4.99.B6","Escherichia coli",61,727824
"2.4.99.8","Rattus norvegicus",1615,639650
"2.4.99.8","Gallus gallus",1017,639653
"2.4.99.8","Rattus norvegicus",2,587167
"2.4.99.8","Rattus norvegicus",30198,638784
"2.4.99.8","Gallus gallus",1832,636879
"2.4.99.8","Gallus gallus",2296,636879
"2.4.99.8","Rattus norvegicus",2296,"637737, 637742, 638784"
"2.4.99.8","Rattus norvegicus",2296,639650
"2.4.99.8","Gallus gallus",2296,639653
"2.4.99.8","Rattus norvegicus",61,"587167, 637736, 638784"
"2.4.99.8","Rattus norvegicus",61,639650
"2.4.99.8","Gallus gallus",61,"636879, 639653"
"2.4.99.8","Gallus gallus",51973,636879
"2.4.99.8","Gallus gallus",16016,636879
"2.4.99.9","Rattus norvegicus",63,638781
"2.4.99.9","Rattus norvegicus",20163,638782
"2.4.99.9","Homo sapiens",813,637739
"2.4.99.9","Homo sapiens",16232,637739
"2.4.99.9","Mesocricetus auratus",16232,638785
"2.4.99.9","Rattus norvegicus",30137,638782
"2.4.99.9","Mesocricetus auratus",2,638785
"2.4.99.9","Mus musculus",2,673509
"2.4.99.9","Homo sapiens",2,674638
"2.4.99.9","Homo sapiens",2,675938
"2.4.99.9","Rattus norvegicus",30198,638784
"2.4.99.9","Homo sapiens",1832,637739
"2.4.99.9","Rattus norvegicus",2296,637737
"2.4.99.9","Homo sapiens",2296,637739
"2.4.99.9","Rattus norvegicus",2296,638783
"2.4.99.9","Rattus norvegicus",2296,"638782, 638784"
"2.4.99.9","Mesocricetus auratus",2296,638785
"2.4.99.9","Homo sapiens",10974,637739
"2.4.99.9","Rattus norvegicus",10974,638784
"2.4.99.9","Mesocricetus auratus",10974,638785
"2.4.99.9","Homo sapiens",61,637739
"2.4.99.9","Rattus norvegicus",61,"637736, 638782, 638784"
"2.4.99.9","Mesocricetus auratus",61,638785
"2.4.99.10","Gallus gallus",2,636878
"2.4.99.10","Gallus gallus",2296,"636876, 636878"
"2.4.99.10","Gallus gallus",46409,636876
"2.4.99.10","Gallus gallus",46409,636878
"2.4.99.10","Gallus gallus",98361,636878
"2.4.99.10","Gallus gallus",98362,636878
"2.4.99.10","Gallus gallus",61,"636876, 636878"
"2.4.99.10","Gallus gallus",555,636878
"2.4.99.10","Gallus gallus",4875,636878
"2.4.99.10","Gallus gallus",514,636878
"2.4.99.11","Homo sapiens",2,675938
"2.4.99.12","Escherichia coli",61,698691
"2.4.99.13","Escherichia coli",61,698691
"2.4.99.17","Escherichia coli",2953,719812
"2.4.99.17","Escherichia coli",293,719812
"2.4.99.17","Escherichia coli",21,719812
"2.4.99.17","Escherichia coli",1803,719812
"2.4.99.18","Homo sapiens",1615,488511
"2.4.99.18","Saccharomyces cerevisiae",2,720164
"2.4.99.18","Homo sapiens",215,488511
"2.5.1.2","Paenibacillus thiaminolyticus",63,636849
"2.5.1.2","Paenibacillus thiaminolyticus",63,636850
"2.5.1.2","Marsilea drummondii",63,636851
"2.5.1.2","Paenibacillus thiaminolyticus",112609,636849
"2.5.1.2","Paenibacillus thiaminolyticus",112700,636849
"2.5.1.2","Paenibacillus thiaminolyticus",20033,636849
"2.5.1.2","Athyrium nipponicum",676,636845
"2.5.1.2","Blechnum niponicum",676,636845
"2.5.1.2","Dicranopteris linearis",676,636845
"2.5.1.2","Dryopteris erythrosora",676,636845
"2.5.1.2","Equisetum arvense",676,636845
"2.5.1.2","Lycopodium clavatum",676,636845
"2.5.1.2","Osmunda japonica",676,636845
"2.5.1.2","Polystichum aculeatum",676,636845
"2.5.1.2","Polystichum fortunei",676,636845
"2.5.1.2","Polystichum tsus-simense",676,636845
"2.5.1.2","Pteridium aquilinum",676,636845
"2.5.1.2","Paenibacillus thiaminolyticus",676,636849
"2.5.1.2","Carassius auratus",10932,636845
"2.5.1.2","Celosia crista",10932,636845
"2.5.1.2","Meretrix meretrix",10932,636845
"2.5.1.2","Paenibacillus thiaminolyticus",10932,636845
"2.5.1.2","Pteridium aquilinum",10932,636845
"2.5.1.2","Marsilea drummondii",153,636851
"2.5.1.2","Paenibacillus thiaminolyticus",45,636849
"2.5.1.2","Paenibacillus thiaminolyticus",45,636850
"2.5.1.2","Carassius auratus",6658,636845
"2.5.1.2","Celosia crista",6658,636845
"2.5.1.2","Meretrix meretrix",6658,636845
"2.5.1.2","Paenibacillus thiaminolyticus",6658,636845
"2.5.1.2","Pteridium aquilinum",6658,636845
"2.5.1.2","Carassius auratus",2,636845
"2.5.1.2","Celosia crista",2,636845
"2.5.1.2","Meretrix meretrix",2,636845
"2.5.1.2","Paenibacillus thiaminolyticus",2,636845
"2.5.1.2","Pteridium aquilinum",2,636845
"2.5.1.2","Paenibacillus thiaminolyticus",2033,636849
"2.5.1.2","Carassius auratus",1771,636845
"2.5.1.2","Meretrix meretrix",1771,636845
"2.5.1.2","Paenibacillus thiaminolyticus",1771,636845
"2.5.1.2","Marsilea drummondii",15988,636851
"2.5.1.2","Marsilea drummondii",114486,636851
"2.5.1.5","Porphyra sp.",1395,637496
"2.5.1.5","Porphyra sp.",1395,637497
"2.5.1.6","Rattus norvegicus",4,639068
"2.5.1.6","Leishmania infantum",1715,686935
"2.5.1.6","Rattus norvegicus",985,"639043, 639044"
"2.5.1.6","Rattus norvegicus",985,639054
"2.5.1.6","Rattus norvegicus",985,639058
"2.5.1.6","Rattus norvegicus",45,639054
"2.5.1.6","Rattus norvegicus",66978,687118
"2.5.1.6","Rattus norvegicus",144165,687118
"2.5.1.6","Rattus norvegicus",144166,687118
"2.5.1.6","Homo sapiens",1865,686924
"2.5.1.6","Mus musculus",1865,686924
"2.5.1.6","Rattus norvegicus",569,659509
"2.5.1.6","Rattus norvegicus",135,639054
"2.5.1.6","Homo sapiens",13613,686924
"2.5.1.6","Mus musculus",13613,686924
"2.5.1.6","Rattus norvegicus",1682,659509
"2.5.1.6","Rattus norvegicus",88,686024
"2.5.1.6","Homo sapiens",3532,686924
"2.5.1.6","Mus musculus",3532,686924
"2.5.1.6","Homo sapiens",3532,687010
"2.5.1.6","Saccharomyces cerevisiae",83,687859
"2.5.1.6","Rattus norvegicus",692,639068
"2.5.1.6","Sulfolobus solfataricus",2,639048
"2.5.1.6","Rattus norvegicus",2,639068
"2.5.1.6","Atriplex nummularia",2,660154
"2.5.1.6","Komagataella pastoris",2,673398
"2.5.1.6","Homo sapiens",2,673793
"2.5.1.6","Mus musculus",2,675572
"2.5.1.6","Arabidopsis thaliana",2,676530
"2.5.1.6","Saccharomyces cerevisiae",2,687859
"2.5.1.6","Saccharomyces cerevisiae",17952,687859
"2.5.1.6","Rattus norvegicus",975,659509
"2.5.1.6","Rattus norvegicus",404,"639043, 639044"
"2.5.1.6","Sulfolobus solfataricus",404,639048
"2.5.1.6","Rattus norvegicus",404,639053
"2.5.1.6","Escherichia coli",404,639056
"2.5.1.6","Leishmania donovani",404,639078
"2.5.1.6","Rattus norvegicus",12891,639042
"2.5.1.6","Saccharomyces cerevisiae",1149,687859
"2.5.1.6","Rattus norvegicus",37971,687118
"2.5.1.6","Rattus norvegicus",97257,639054
"2.5.1.6","Homo sapiens",2773,686926
"2.5.1.7","Enterobacter cloacae",45,637603
"2.5.1.7","Escherichia coli",45,637606
"2.5.1.7","Enterobacter cloacae",45936,"637587, 637589"
"2.5.1.9","Eremothecium gossypii",5897,637559
"2.5.1.9","Saccharomyces cerevisiae",5897,637559
"2.5.1.9","Eremothecium gossypii",63,637559
"2.5.1.9","Saccharomyces cerevisiae",63,637559
"2.5.1.9","Eremothecium ashbyi",746,637574
"2.5.1.9","Spinacia oleracea",2,637563
"2.5.1.9","Geobacillus stearothermophilus",2,637575
"2.5.1.9","Eremothecium gossypii",3479,637559
"2.5.1.9","Saccharomyces cerevisiae",3479,637559
"2.5.1.9","Eremothecium gossypii",902,637559
"2.5.1.9","Bacillus subtilis",902,637570
"2.5.1.9","Saccharomyces cerevisiae",902,"637559, 637570"
"2.5.1.10","Bacillus subtilis",2807,638683
"2.5.1.10","Bacillus subtilis",63,638683
"2.5.1.10","Homo sapiens",577,638695
"2.5.1.10","Mycobacterium tuberculosis",45,659667
"2.5.1.10","Abies grandis",2,638706
"2.5.1.10","Bacillus subtilis",54,638683
"2.5.1.10","Bacillus subtilis",61,638683
"2.5.1.10","Mycobacterium tuberculosis",61,659667
"2.5.1.10","Bacillus subtilis",514,638683
"2.5.1.15","Bacillus anthracis",3097,691070
"2.5.1.15","Bacillus anthracis",2097,691070
"2.5.1.15","Bacillus anthracis",1096,691070
"2.5.1.15","Bacillus anthracis",3232,691070
"2.5.1.16","Citrus sinensis",135,693859
"2.5.1.16","Solanum tuberosum",2,700713
"2.5.1.17","Homo sapiens",4,658991
"2.5.1.17","Salmonella enterica",956,659048
"2.5.1.17","Salmonella enterica subsp. enterica serovar Typhimurium",956,659048
"2.5.1.17","Thermoplasma acidophilum",79,656221
"2.5.1.18","Haliotis discus",144163,686226
"2.5.1.18","Triticum aestivum",24559,676304
"2.5.1.18","Zea mays",24559,676304
"2.5.1.18","Festuca arundinacea",24559,689422
"2.5.1.18","Haliotis discus",6492,686226
"2.5.1.18","Liposcelis bostrychophila",1806,689349
"2.5.1.18","Liposcelis entomophila",1806,689349
"2.5.1.18","Triticum aestivum",62981,676304
"2.5.1.18","Zea mays",62981,676304
"2.5.1.18","Liposcelis entomophila",1678,689349
"2.5.1.18","Liposcelis paeta",1678,701942
"2.5.1.18","Saccharomyces cerevisiae",45,688426
"2.5.1.18","Homo sapiens",21,674060
"2.5.1.18","Triticum aestivum",62982,676304
"2.5.1.18","Zea mays",62982,676304
"2.5.1.18","Triticum aestivum",62983,676304
"2.5.1.18","Zea mays",62983,676304
"2.5.1.18","Mamestra brassicae",2598,686230
"2.5.1.18","Triticum aestivum",62984,676304
"2.5.1.18","Zea mays",62984,676304
"2.5.1.18","Rattus norvegicus",22,702529
"2.5.1.18","Rattus norvegicus",213,722273
"2.5.1.18","Penaeus monodon",2,673373
"2.5.1.18","Zea mays",2,676304
"2.5.1.18","Hordeum vulgare",2,676457
"2.5.1.18","Arabidopsis thaliana",2,676480
"2.5.1.18","Arabidopsis thaliana",2,676594
"2.5.1.18","Haliotis discus",2,686226
"2.5.1.18","Festuca arundinacea",2,689422
"2.5.1.18","Mus musculus",49,637892
"2.5.1.18","Rattus norvegicus",49,637895
"2.5.1.18","Triticum aestivum",135792,676304
"2.5.1.18","Liposcelis entomophila",228,689349
"2.5.1.18","Spodoptera litura",144162,684742
"2.5.1.19","Klebsiella pneumoniae",332,638181
"2.5.1.19","Klebsiella pneumoniae",141,638181
"2.5.1.19","Sorghum bicolor",141,638187
"2.5.1.19","Klebsiella pneumoniae",174,638181
"2.5.1.19","Sorghum bicolor",174,638187
"2.5.1.19","Klebsiella pneumoniae",507,638181
"2.5.1.19","Klebsiella pneumoniae",329,638181
"2.5.1.19","Bacillus subtilis",329,638199
"2.5.1.19","Streptococcus pneumoniae",329,638202
"2.5.1.19","Klebsiella pneumoniae",673,638181
"2.5.1.19","Sorghum bicolor",673,638187
"2.5.1.19","Sorghum bicolor",245,638187
"2.5.1.20","Hevea brasiliensis",63,638726
"2.5.1.20","Hevea brasiliensis",45,638726
"2.5.1.20","Ficus carica",21,638736
"2.5.1.20","Euphorbia tirucalli",44,638730
"2.5.1.20","Ficus benghalensis",44,638730
"2.5.1.20","Ficus benjamina",44,638730
"2.5.1.20","Ficus decora",44,638730
"2.5.1.20","Ficus deltoidea",44,638730
"2.5.1.20","Ficus elastica",44,638730
"2.5.1.20","Ficus lyrata",44,638730
"2.5.1.20","Parthenium hysterophorus",44,638730
"2.5.1.20","Parthenium argentatum",44,"638730, 638731"
"2.5.1.20","Hevea brasiliensis",2,723380
"2.5.1.20","Hevea brasiliensis",1451,638725
"2.5.1.20","Hevea brasiliensis",46584,638728
"2.5.1.20","Hevea brasiliensis",46584,638729
"2.5.1.20","Parthenium argentatum",114384,638730
"2.5.1.20","Hevea brasiliensis",6645,638725
"2.5.1.21","Saccharomyces cerevisiae",274,489838
"2.5.1.21","Saccharomyces cerevisiae",2,489846
"2.5.1.21","Homo sapiens",2,489856
"2.5.1.21","Rattus norvegicus",2,489856
"2.5.1.21","Saccharomyces cerevisiae",2,489856
"2.5.1.21","Rattus norvegicus",5,489840
"2.5.1.21","Saccharomyces cerevisiae",5,"489845, 489853"
"2.5.1.21","Thermosynechococcus elongatus",5,687416
"2.5.1.21","Saccharomyces cerevisiae",555,489838
"2.5.1.21","Saccharomyces cerevisiae",3499,489838
"2.5.1.21","Saccharomyces cerevisiae",514,489838
"2.5.1.21","Thermosynechococcus elongatus",514,687416
"2.5.1.21","Saccharomyces cerevisiae",98368,489838
"2.5.1.22","Citrus sinensis",135,693859
"2.5.1.29","Solanum lycopersicum",2,676706
"2.5.1.29","Methanothermobacter thermautotrophicum",54,638745
"2.5.1.29","Bos taurus",2349,638746
"2.5.1.29","Bos taurus",2349,638755
"2.5.1.29","Bacillus subtilis",61,637474
"2.5.1.29","Micrococcus luteus",61,"638714, 638718"
"2.5.1.29","Saccharomyces cerevisiae",61,674562
"2.5.1.29","Homo sapiens",555,674614
"2.5.1.29","Bacillus subtilis",514,637474
"2.5.1.29","Micrococcus luteus",514,"638714, 638718"
"2.5.1.31","Lactobacillus plantarum",4921,637484
"2.5.1.31","Lactobacillus plantarum",813,637475
"2.5.1.31","Micrococcus luteus",813,637475
"2.5.1.31","Micrococcus luteus",813,637476
"2.5.1.31","Micrococcus luteus",813,637481
"2.5.1.31","Lactobacillus plantarum",813,637483
"2.5.1.31","Lactobacillus plantarum",813,637484
"2.5.1.31","Lactobacillus plantarum",51579,637475
"2.5.1.31","Lactobacillus plantarum",51579,637484
"2.5.1.31","Bacillus subtilis",441,637475
"2.5.1.31","Lactobacillus plantarum",441,637475
"2.5.1.31","Micrococcus luteus",441,637475
"2.5.1.31","Lactobacillus plantarum",441,637480
"2.5.1.31","Micrococcus luteus",441,637481
"2.5.1.31","Lactobacillus plantarum",441,637484
"2.5.1.31","Lactobacillus plantarum",51151,637484
"2.5.1.31","Lactobacillus plantarum",15746,637475
"2.5.1.31","Lactobacillus plantarum",15746,637484
"2.5.1.31","Lactobacillus plantarum",959,637484
"2.5.1.31","Bacillus subtilis",1929,637475
"2.5.1.31","Micrococcus luteus",1929,637475
"2.5.1.31","Micrococcus luteus",1929,637481
"2.5.1.31","Micrococcus luteus",10707,637476
"2.5.1.31","Micrococcus luteus",2,637481
"2.5.1.31","Lactobacillus plantarum",876,637483
"2.5.1.31","Lactobacillus plantarum",876,637484
"2.5.1.31","Lactobacillus plantarum",380,637475
"2.5.1.31","Lactobacillus plantarum",380,637484
"2.5.1.31","Lactobacillus plantarum",535,637484
"2.5.1.31","Lactobacillus plantarum",491,637475
"2.5.1.31","Lactobacillus plantarum",491,637484
"2.5.1.31","Micrococcus luteus",681,637476
"2.5.1.31","Lactobacillus plantarum",430,637484
"2.5.1.31","Micrococcus luteus",650,637481
"2.5.1.31","Escherichia coli",650,637485
"2.5.1.31","Bacillus subtilis",2048,637474
"2.5.1.31","Bacillus subtilis",155,637474
"2.5.1.31","Lactobacillus plantarum",1359,637484
"2.5.1.31","Lactobacillus plantarum",114493,637483
"2.5.1.31","Lactobacillus plantarum",872,637483
"2.5.1.31","Escherichia coli",31076,637485
"2.5.1.31","Bacillus subtilis",61,637474
"2.5.1.31","Bacillus subtilis",61,637475
"2.5.1.31","Lactobacillus plantarum",61,637475
"2.5.1.31","Micrococcus luteus",61,637476
"2.5.1.31","Lactobacillus plantarum",61,637477
"2.5.1.31","Micrococcus luteus",61,"637475, 637481"
"2.5.1.31","Escherichia coli",61,637482
"2.5.1.31","Lactobacillus plantarum",61,"637480, 637483"
"2.5.1.31","Escherichia coli",61,659232
"2.5.1.31","Escherichia coli",61,673055
"2.5.1.31","Micrococcus luteus",61,673055
"2.5.1.31","Lactobacillus plantarum",32971,637477
"2.5.1.31","Lactobacillus plantarum",5625,637477
"2.5.1.31","Lactobacillus plantarum",13415,637477
"2.5.1.31","Bacillus subtilis",514,637474
"2.5.1.31","Bacillus subtilis",514,637475
"2.5.1.32","Solanum lycopersicum",4,2941
"2.5.1.32","Solanum lycopersicum",4,637870
"2.5.1.32","Pantoea ananatis",4,637880
"2.5.1.32","Solanum lycopersicum",4,637885
"2.5.1.32","Solanum lycopersicum",4,676639
"2.5.1.32","Solanum lycopersicum",60,637870
"2.5.1.32","Solanum lycopersicum",45,2941
"2.5.1.32","Narcissus pseudonarcissus",910,637882
"2.5.1.32","Solanum lycopersicum",37,637870
"2.5.1.32","Helianthus annuus",950,659796
"2.5.1.32","Sinapis alba",2,637886
"2.5.1.32","Solanum lycopersicum",10,2941
"2.5.1.32","Solanum lycopersicum",61,637885
"2.5.1.32","Solanum lycopersicum",4875,637885
"2.5.1.32","Pantoea agglomerans",514,637884
"2.5.1.32","Solanum lycopersicum",65,637870
"2.5.1.35","Aspergillus terreus",61,636863
"2.5.1.35","Aspergillus terreus",514,636863
"2.5.1.B36","Escherichia coli",1352,727810
"2.5.1.B36","Saccharomyces cerevisiae",2,727866
"2.5.1.39","Homo sapiens",135793,671299
"2.5.1.39","Rattus norvegicus",20676,636998
"2.5.1.39","Cavia porcellus",20676,636999
"2.5.1.39","Rattus norvegicus",20676,636999
"2.5.1.39","Pseudomonas putida",813,637001
"2.5.1.39","Escherichia coli",1137,637003
"2.5.1.39","Pseudomonas putida",3337,637001
"2.5.1.39","Homo sapiens",2,671299
"2.5.1.39","Rattus norvegicus",1832,636998
"2.5.1.39","Cavia porcellus",1832,636999
"2.5.1.39","Rattus norvegicus",1832,636999
"2.5.1.39","Pseudomonas putida",513,637001
"2.5.1.39","Pseudomonas putida",681,637001
"2.5.1.39","Pseudomonas putida",650,637000
"2.5.1.39","Pseudomonas putida",650,637001
"2.5.1.39","Homo sapiens",1209,671299
"2.5.1.39","Rattus norvegicus",549,636998
"2.5.1.39","Cavia porcellus",549,636999
"2.5.1.39","Rattus norvegicus",549,636999
"2.5.1.39","Rattus norvegicus",61,636998
"2.5.1.39","Cavia porcellus",61,636999
"2.5.1.39","Rattus norvegicus",61,636999
"2.5.1.39","Homo sapiens",61,671299
"2.5.1.39","Rattus norvegicus",514,636998
"2.5.1.39","Cavia porcellus",514,636999
"2.5.1.39","Rattus norvegicus",514,636999
"2.5.1.41","Thermoplasma acidophilum",61,704341
"2.5.1.47","Escherichia coli",45,637382
"2.5.1.47","Escherichia coli",67,637382
"2.5.1.48","Arabidopsis thaliana",250,666989
"2.5.1.49","Saccharomyces cerevisiae",45,637332
"2.5.1.49","Brevibacterium flavum",22107,637832
"2.5.1.49","Saccharomyces cerevisiae",132,637332
"2.5.1.49","Brevibacterium flavum",32,637832
"2.5.1.49","Schizosaccharomyces pombe",32,637834
"2.5.1.54","Escherichia coli",63,639741
"2.5.1.54","Mycobacterium tuberculosis",773,660444
"2.5.1.54","Solanum tuberosum",30683,639756
"2.5.1.54","Vigna radiata",30683,639782
"2.5.1.54","Streptomyces aureofaciens",45,639742
"2.5.1.54","Arabidopsis thaliana",45,639798
"2.5.1.54","Solanum tuberosum",420,639756
"2.5.1.54","Daucus carota",420,639758
"2.5.1.54","Escherichia coli",2,639750
"2.5.1.54","Arabidopsis thaliana",2,639772
"2.5.1.54","Xanthomonas campestris",2,639795
"2.5.1.54","Escherichia coli",2,710184
"2.5.1.54","Solanum tuberosum",10869,639755
"2.5.1.54","Corynebacterium glutamicum",379,639794
"2.5.1.54","Arabidopsis thaliana",1120,639798
"2.5.1.54","Arachis hypogaea",618,639790
"2.5.1.54","Corynebacterium glutamicum",618,639794
"2.5.1.55","Escherichia coli",21,637416
"2.5.1.55","Escherichia coli",21,659404
"2.5.1.56","Neisseria meningitidis",44,637318
"2.5.1.58","Rattus norvegicus",2,637504
"2.5.1.58","Bos taurus",2,637518
"2.5.1.59","Homo sapiens",135794,672621
"2.5.1.59","Catharanthus roseus",2,689526
"2.5.1.60","Mus musculus",524,638598
"2.5.1.60","Arabidopsis thaliana",2,675344
"2.5.1.60","Nicotiana tabacum",1832,638599
"2.5.1.60","Saccharomyces cerevisiae",1832,638599
"2.5.1.60","Solanum lycopersicum",1832,638599
"2.5.1.60","Saccharomyces cerevisiae",1832,638600
"2.5.1.60","Homo sapiens",144164,685017
"2.5.1.63","Streptomyces cattleya",21,637250
"2.5.1.65","Aeropyrum pernix",45,655576
"2.5.1.66","Streptomyces clavuligerus",2,655886
"2.5.1.73","Methanocaldococcus jannaschii",194950,728697
"2.5.1.74","Micrococcus luteus",21,698675
"2.5.1.77","Methanocaldococcus jannaschii",24,695917
"2.5.1.82","Sulfolobus solfataricus",61,637472
"2.5.1.84","Micrococcus luteus",1177,637961
"2.5.1.84","Micrococcus luteus",274,637965
"2.5.1.84","Rattus norvegicus",1615,637967
"2.5.1.84","Rattus norvegicus",1833,637967
"2.5.1.84","Micrococcus luteus",514,637961
"2.5.1.84","Rattus norvegicus",2672,637967
"2.5.1.86","Mycobacterium tuberculosis",45,704266
"2.5.1.86","Mycobacterium tuberculosis",61,704266
"2.5.1.87","Sus scrofa",441,702727
"2.5.1.87","Arabidopsis thaliana",61,704394
"2.5.1.89","Sulfolobus acidocaldarius",61,637490
"2.5.1.90","Escherichia coli K-12",61,637482
"2.5.1.90","Escherichia coli",61,707541
"2.5.1.91","Mycobacterium tuberculosis",45,704266
"2.5.1.91","Gluconobacter oxydans",2,703533
"2.5.1.91","Mycobacterium tuberculosis",2,704266
"2.5.1.91","Paracoccus denitrificans",54,707581
"2.5.1.91","Rhodobacter sphaeroides",61,701832
"2.5.1.91","Gluconobacter oxydans",61,703533
