ReactionID,EC,RegID,Metabolite,Mode,KI,Mechanism,Chebi
"FORMYLTHFDEFORMYL-RXN","3.5.1.10","REG0-7989","MET","+","NaN","NaN",57844
"GLUTAMATESYN-RXN","1.4.1.13","REG0-8684","MET","-","NaN","NaN",57844
"RXN0-1321","2.4.2.29","REG0-10943","METHYLMETHANETHIOSULFONATE","-","NaN","NaN",74357
"GLYOHMETRANS-RXN","2.1.2.1","REG0-11225","METHYLMETHANETHIOSULFONATE","-","NaN","NaN",74357
"RXN-11496","1.2.5.1","REG0-7979","METHYLMETHANETHIOSULFONATE","-","NaN","IRREVERSIBLE",74357
"3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN","4.1.1.98","REG0-7576","METOH","+","NaN","NaN",17790
"RXN-16649","3.4.16.4","REG-14994","MG+2","-","NaN","NaN",18420
"ADENYL-KIN-RXN","2.7.4.3","REG0-10002","MG+2","+","NaN","NaN",18420
"RXN0-4181","3.1.4.52","REG0-10765","MG+2","+","NaN","NaN",18420
"RXN0-6527","3.1.27.6","REG0-10830","MG+2","-","NaN","NaN",18420
"TRIPHOSPHATASE-RXN","3.6.1.25","REG0-11598","MG+2","+","NaN","NaN",18420
"RXN-9514","2.3.1.86","REG0-11688","MG+2","-","NaN","NaN",18420
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN","2.3.1.191","REG0-11805","MG+2","-","NaN","NaN",18420
"RXN0-5120","2.4.1","REG0-11975","MG+2","-","NaN","NaN",18420
"3.4.15.5-RXN","3.4.15.5","REG0-12310","MG+2","+","NaN","NaN",18420
"RXN0-5144","2.1.1.61","REG0-6644","MG+2","-","NaN","NaN",18420
"TRNA-URACIL-5--METHYLTRANSFERASE-RXN","2.1.1.35","REG0-6808","MG+2","+","NaN","NaN",18420
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7044","MG+2","-","NaN","NaN",18420
"RXN-1381","2.3.1.15","REG0-7218","MG+2","+","NaN","NaN",18420
"ADENPRIBOSYLTRAN-RXN","2.4.2.7","REG0-7231","MG+2","-","NaN","COMPETITIVE",18420
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7287","MG+2","+","NaN","NaN",18420
"3.1.27.6-RXN","3.1.27.6","REG0-7344","MG+2","-","NaN","NaN",18420
"RXN-9952","1.1.1.44","REG0-7509","MG+2","+","NaN","NaN",18420
"RXN0-3261","3.4.11","REG0-7528","MG+2","+","NaN","ALLOSTERIC",18420
"GDPMANDEHYDRA-RXN","4.2.1.47","REG0-8096","MG+2","+","NaN","NaN",18420
"MANNONOXIDOREDUCT-RXN","1.1.1.57","REG0-8139","MG+2","+","NaN","NaN",18420
"GLUTAMIDOTRANS-RXN","2.4.2","REG0-8278","MG+2","-","NaN","NaN",18420
"PRPPSYN-RXN","2.7.6.1","REG0-8459","MG+2","+","NaN","NaN",18420
"GLUTAMIN-RXN","3.5.1.38","REG0-8760","MG+2","+","NaN","NaN",18420
"PORPHOBILSYNTH-RXN","4.2.1.24","REG0-9314","MG+2","NIL","NaN","NaN",18420
"GLUTAMIN-RXN","3.5.1.38","REG0-9497","MG+2","-","NaN","NaN",18420
"GLUTAMIN-RXN","3.5.1.38","REG0-9500","MG+2","-","NaN","NaN",18420
"RXN-16649","3.4.16.4","REG0-9916","MGCL2","-","NaN","NaN",6636
"RXN0-6277","1","REG0-10256","MN+2","-","NaN","NaN",29035
"RXN0-4181","3.1.4.52","REG0-10764","MN+2","+","NaN","NaN",29035
"SAMDECARB-RXN","4.1.1.50","REG0-11001","MN+2","+","NaN","NaN",29035
"RXN-6622","3.4.13.18","REG0-12025","MN+2","+","NaN","NaN",29035
"3.4.15.5-RXN","3.4.15.5","REG0-12307","MN+2","+","NaN","NaN",29035
"AMINOPROPDEHYDROG-RXN","1.1.1.75","REG0-6717","MN+2","-","NaN","NaN",29035
"3.4.11.9-RXN","3.4.11.9","REG0-6851","MN+2","+","NaN","NaN",29035
"GLUCARDEHYDRA-RXN","4.2.1.40","REG0-7227","MN+2","-","NaN","NaN",29035
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7288","MN+2","+","NaN","NaN",29035
"3.1.26.4-RXN","3.1.26.4","REG0-7405","MN+2","-","NaN","NaN",29035
"PHOSPHOGLUCMUT-RXN","5.4.2.2","REG0-7417","MN+2","-","NaN","NaN",29035
"THREODEHYD-RXN","1.1.1.103","REG0-7522","MN+2","+","NaN","NaN",29035
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-7560","MN+2","+","NaN","NaN",29035
"MANNONOXIDOREDUCT-RXN","1.1.1.57","REG0-8137","MN+2","+","NaN","NaN",29035
"GLUTAMIDOTRANS-RXN","2.4.2","REG0-8277","MN+2","-","NaN","NaN",29035
"N-ACETYLGLUTPREDUCT-RXN","1.2.1.38","REG0-8387","MN+2","-","NaN","NaN",29035
"GLUTAMIN-RXN","3.5.1.38","REG0-8759","MN+2","+","NaN","NaN",29035
"RXN-11277","3.1.3.81","REG0-8915","MN+2","-","NaN","NaN",29035
"ALTRODEHYDRAT-RXN","4.2.1.7","REG0-9297","MN+2","+","NaN","NaN",29035
"GLUTAMIN-RXN","3.5.1.38","REG0-9496","MN+2","-","NaN","NaN",29035
"GLUTAMIN-RXN","3.5.1.38","REG0-9499","MN+2","-","NaN","NaN",29035
"METHYLMALONYL-COA-MUT-RXN","5.4.99.2","REG0-9816","MN+2","-","NaN","NaN",29035
"3.2.1.52-RXN","3.2.1.52","REG0-8627","N-ACETYL-D-GLUCOSAMINE","-","NaN","NaN",28009
"2.3.1.157-RXN","2.3.1.157","REG0-6869","N-ACETYL-D-GLUCOSAMINE-1-P","-","NaN","COMPETITIVE",57776
"RXN-15313","4.1.3.3","REG-14663","N-BROMOSUCCINIMIDE","-","NaN","NaN",53174
"7-ALPHA-HYDROXYSTEROID-DEH-RXN","1.1.1.159","REG0-6665","N-BROMOSUCCINIMIDE","-","NaN","NaN",53174
"ACNEULY-RXN","4.1.3.3","REG0-7545","N-BROMOSUCCINIMIDE","-","NaN","NaN",53174
"RXN0-5256","1.12.99.6","REG0-7716","N-BROMOSUCCINIMIDE","-","NaN","NaN",53174
"RXN0-5256","1.12.99.6","REG0-8141","N-BROMOSUCCINIMIDE","-","NaN","NaN",53174
"RXN0-6442","2.5.1","REG-14949","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"PREPHENATEDEHYDRAT-RXN","4.2.1.51","REG0-10597","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN0-1321","2.4.2.29","REG0-10944","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"ARYLAMINE-N-ACETYLTRANSFERASE-RXN","2.3.1.5","REG0-11683","N-ETHYLMALEIMIDE","-","NaN","COMPETITIVE",44485
"NADPH-DEHYDROGENASE-FLAVIN-RXN","1.5.1.30","REG0-12179","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17799","2.3.1.16","REG0-12460","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17795","2.3.1.16","REG0-12461","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17791","2.3.1.16","REG0-12466","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17787","2.3.1.16","REG0-12467","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17782","2.3.1.16","REG0-12472","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-17778","2.3.1.16","REG0-12473","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"S-FORMYLGLUTATHIONE-HYDROLASE-RXN","3.1.2.12","REG0-6635","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"S-FORMYLGLUTATHIONE-HYDROLASE-RXN","3.1.2.12","REG0-6639","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"2.3.1.157-RXN","2.3.1.157","REG0-6876","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"GLYCDEH-RXN","1.1.1.6","REG0-6883","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"GLYOXIII-RXN","4.2.1","REG0-6892","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"KETOACYLCOATHIOL-RXN","2.3.1.16","REG0-6927","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"THI-P-KIN-RXN","2.7.4.16","REG0-7007","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"MALONYL-COA-ACP-TRANSACYL-RXN","2.3.1.86","REG0-7087","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"DHBAMPLIG-RXN","2.7.7.58","REG0-7235","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"SORB6PDEHYDROG-RXN","1.1.1.140","REG0-7584","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"UDPACYLGLCNACDEACETYL-RXN","3.5.1.108","REG0-7645","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"2.1.1.79-RXN","2.1.1.79","REG0-7661","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"GABATRANSAM-RXN","2.6.1.19","REG0-7760","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"RXN-11496","1.2.5.1","REG0-7980","N-ETHYLMALEIMIDE","-","NaN","IRREVERSIBLE",44485
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-8114","N-ETHYLMALEIMIDE","-","NaN","NONCOMPETITIVE",44485
"ACP-S-ACETYLTRANSFER-RXN","2.3.1.86","REG0-8251","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"TRANSENOYLCOARED-RXN","1.3.1.38","REG0-8477","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"ENOYL-ACP-REDUCT-NADH-RXN","1.3.1.9","REG0-8494","N-ETHYLMALEIMIDE","+","NaN","NaN",44485
"RXN-13990","4.1.3.42","REG0-8867","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"ISOCHORSYN-RXN","5.4.4.2","REG0-9211","N-ETHYLMALEIMIDE","NIL","NaN","NaN",44485
"ENOYL-COA-DELTA-ISOM-RXN","5.3.3.8","REG0-9343","N-ETHYLMALEIMIDE","NIL","NaN","NaN",44485
"SPERMIDINESYN-RXN","2.5.1.16","REG0-9832","N-ETHYLMALEIMIDE","-","NaN","NaN",44485
"GLUTAMIN-RXN","3.5.1.38","REG0-10739","N5-METHYLGLUTAMINE","-","NaN","COMPETITIVE",58200
"DTMPKI-RXN","2.7.4.12","REG0-6779","NA+","-","NaN","NaN",29101
"DIHYDROFOLATEREDUCT-RXN","1.5.1.3","REG0-7047","NA+","-","NaN","NaN",29101
"3.1.13.1-RXN","3.1.13.1","REG0-7585","NA+","-","NaN","NONCOMPETITIVE",29101
"GLYOCARBOLIG-RXN","4.1.1.47","REG0-7745","NA+","+","NaN","NaN",29101
"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","1.2.1.11","REG0-8120","NA+","-","NaN","NaN",29101
"PPPGPPHYDRO-RXN","3.6.1.40","REG0-8392","NA+","-","NaN","NaN",29101
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8453","NA2SO4","+","NaN","NaN",32149
"RXN0-3461","3.4","REG0-9564","NACL","-","NaN","NaN",26710
"2.3.1.157-RXN","2.3.1.157","REG0-6873","NACMUR","-","NaN","NaN",28881
"3.2.1.52-RXN","3.2.1.52","REG0-8628","NACMUR","-","NaN","NaN",28881
"NADH-DEHYDROG-A-RXN","1.6.5.3","REG0-10411","NAD","-","NaN","COMPETITIVE",57540
"MALATE-DEHYDROGENASE-ACCEPTOR-RXN","1.1.5.4","REG0-11970","NAD","-","NaN","COMPETITIVE",57540
"ALPHAGALACTOSID-RXN","3.2.1.22","REG0-6712","NAD","+","NaN","NaN",57540
"CITSYN-RXN","2.3.3.16","REG0-6740","NAD","-","NaN","ALLOSTERIC",57540
"PYRUVDEH-RXN","1.2.1","REG0-6997","NAD","-","NaN","NaN",57540
"1.1.1.39-RXN","1.1.1.38","REG0-7672","NAD","-","NaN","UNCOMPETITIVE",57540
"RXN-13854","1.7.1.15","REG0-8128","NAD","-","NaN","NaN",57540
"ACETALD-DEHYDROG-RXN","1.2.1.10","REG0-8151","NAD","+","NaN","NaN",57540
"L-ASPARTATE-OXID-RXN","1.4.3.16","REG0-8591","NAD","-","NaN","COMPETITIVE",57540
"3-DEHYDROQUINATE-SYNTHASE-RXN","4.2.3.4","REG0-8643","NAD","-","NaN","NaN",57540
"GLUTAMIN-RXN","3.5.1.38","REG0-8746","NAD","-","NaN","NaN",57540
"MANNONOXIDOREDUCT-RXN","1.1.1.57","REG0-9301","NAD","-","NaN","COMPETITIVE",57540
"MALIC-NADP-RXN","1.1.1.40","REG0-11312","NADH","-","NaN","ALLOSTERIC",57945
"RXN0-1132","1.8.1.4","REG0-11559","NADH","-","NaN","NaN",57945
"RXN-7716","1.8.1.4","REG0-11560","NADH","-","NaN","NaN",57945
"PYRUVDEH-RXN","1.2.1","REG0-11562","NADH","-","NaN","NaN",57945
"UGD-RXN","1.1.1.22","REG0-11850","NADH","+","NaN","NaN",57945
"CITSYN-RXN","2.3.3.16","REG0-6738","NADH","-","NaN","ALLOSTERIC",57945
"DIENOYLCOAREDUCT-RXN","1.3.1.34","REG0-7207","NADH","-","NaN","NONCOMPETITIVE",57945
"NAD-KIN-RXN","2.7.1.23","REG0-7644","NADH","-","NaN","ALLOSTERIC",57945
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-8209","NADH","-","NaN","NONCOMPETITIVE",57945
"GLUTAMIN-RXN","3.5.1.38","REG0-8745","NADH","-","NaN","NaN",57945
"LACTALDDEHYDROG-RXN","1.2.1.22","REG0-9214","NADH","-","NaN","NaN",57945
"MALIC-NADP-RXN","1.1.1.40","REG0-11313","NADP","-","NaN","NaN",58349
"RXN-14014","1.17.1.8","REG0-11679","NADP","-","190","COMPETITIVE",58349
"NADPH-DEHYDROGENASE-FLAVIN-RXN","1.5.1.30","REG0-6861","NADP","-","NaN","COMPETITIVE",58349
"FMNREDUCT-RXN","1.5.1.39","REG0-7355","NADP","-","NaN","COMPETITIVE",58349
"FMNREDUCT-RXN","1.5.1.39","REG0-7356","NADP","-","NaN","NONCOMPETITIVE",58349
"RXN-9952","1.1.1.44","REG0-7501","NADP","-","NaN","COMPETITIVE",58349
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7691","NADP","-","NaN","NaN",58349
"1.1.1.271-RXN","1.1.1.271","REG0-8064","NADP","-","NaN","COMPETITIVE",58349
"2-DEHYDROPANTOATE-REDUCT-RXN","1.1.1.169","REG0-8229","NADP","-","NaN","COMPETITIVE",58349
"TRANSENOYLCOARED-RXN","1.3.1.38","REG0-8475","NADP","-","NaN","COMPETITIVE",58349
"SULFITE-REDUCT-RXN","1.8.1.2","REG0-8612","NADP","-","NaN","COMPETITIVE",58349
"GLUTAMIN-RXN","3.5.1.38","REG0-8744","NADP","-","NaN","NaN",58349
"PYRROLINECARBREDUCT-RXN","1.5.1.2","REG0-8843","NADP","-","600","COMPETITIVE",58349
"ACETOLACTREDUCTOISOM-RXN","1.1.1.86","REG0-9205","NADP","-","NaN","NaN",58349
"DEPHOSICITDEHASE-RXN","3.1.3","REG0-10280","NADPH","-","NaN","COMPETITIVE",57783
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-10281","NADPH","-","NaN","COMPETITIVE",57783
"NAD-KIN-RXN","2.7.1.23","REG0-7643","NADPH","-","NaN","ALLOSTERIC",57783
"PHOSACETYLTRANS-RXN","2.3.1.8","REG0-8210","NADPH","-","NaN","NONCOMPETITIVE",57783
"GLUTAMIN-RXN","3.5.1.38","REG0-8743","NADPH","-","NaN","NaN",57783
"GLUTATHIONE-REDUCT-NADPH-RXN","1.8.1.7","REG0-9021","NADPH","-","NaN","NaN",57783
"R4-RXN","1.8.1","REG0-12371","NH42SO4","+","NaN","NaN",62946
"EXOPOLYPHOSPHATASE-RXN","3.6.1.11","REG0-7106","NH42SO4","+","NaN","NaN",62946
"POLYPHOSPHATE-KINASE-RXN","2.7.4.1","REG0-7285","NH42SO4","-","NaN","NaN",62946
"HOLO-ACP-SYNTH-RXN","2.7.8.7","REG0-7925","NH42SO4","-","NaN","NaN",62946
"GLYOCARBOLIG-RXN","4.1.1.47","REG0-7742","NH4CL","+","NaN","NaN",31206
"GLUTSEMIALDEHYDROG-RXN","1.2.1.41","REG0-10048","NI+2","-","NaN","NaN",49786
"RXN0-5462","3.6.5.1","REG0-11671","NI+2","-","NaN","NaN",49786
"RXN-6622","3.4.13.18","REG0-12024","NI+2","+","NaN","NaN",49786
"RXN0-5120","2.4.1","REG0-12143","NI+2","-","NaN","NaN",49786
"F16ALDOLASE-RXN","4.1.2.13","REG0-12167","NI+2","-","NaN","NaN",49786
"ALPHAGALACTOSID-RXN","3.2.1.22","REG0-6706","NI+2","-","NaN","NaN",49786
"AMINOPROPDEHYDROG-RXN","1.1.1.75","REG0-6719","NI+2","-","NaN","NaN",49786
"THREODEHYD-RXN","1.1.1.103","REG0-7520","NI+2","-","NaN","NaN",49786
"3.4.15.5-RXN","3.4.15.5","REG0-7531","NI+2","-","NaN","NaN",49786
"ARGSUCCINLYA-RXN","4.3.2.1","REG0-7721","NI+2","+","NaN","NaN",49786
"ACETYLORNDEACET-RXN","3.5.1.16","REG0-8086","NI+2","-","NaN","NaN",49786
"1.1.1.283-RXN","1.1.1.283","REG0-8179","NI+2","-","NaN","NaN",49786
"N-ACETYLGLUTPREDUCT-RXN","1.2.1.38","REG0-8386","NI+2","-","NaN","NaN",49786
"QUINOPRIBOTRANS-RXN","2.4.2.19","REG0-9551","NICOTINATE_NUCLEOTIDE","-","NaN","COMPETITIVE",57502
"NAPHTHOATE-SYN-RXN","4.1.3.36","REG0-10796","NITRATE","-","NaN","COMPETITIVE",17632
"RXN0-3281","1.1.99.33","REG0-7815","NITRATE","-","NaN","COMPETITIVE",17632
"R524-RXN","4.2.1.104","REG0-7826","NITRATE","-","NaN","COMPETITIVE",17632
"GLYCOPHOSPHORYL-RXN","2.4.1.1","REG0-8450","NITRATE","-","NaN","NaN",17632
"KDGALDOL-RXN","4.1.2.20","REG0-8704","NITRATE","-","NaN","NaN",17632
"RXN0-3281","1.1.99.33","REG0-7819","NITRITE","-","NaN","NaN",16301
"R524-RXN","4.2.1.104","REG0-7827","NITRITE","-","NaN","COMPETITIVE",16301
"QUERCETIN-23-DIOXYGENASE-RXN","1.13.11.24","REG0-10736","O-PHENANTHROLINE","-","NaN","NaN",44975
"RXN0-5204","3.4.11.23","REG0-12026","O-PHENANTHROLINE","-","NaN","NaN",44975
"3.4.15.5-RXN","3.4.15.5","REG0-12302","O-PHENANTHROLINE","-","NaN","NaN",44975
"3.5.1.88-RXN","3.5.1.88","REG0-6842","O-PHENANTHROLINE","-","NaN","NaN",44975
"GLYCDEH-RXN","1.1.1.6","REG0-6881","O-PHENANTHROLINE","-","NaN","NaN",44975
"DUTP-PYROP-RXN","3.6.1.19","REG0-7580","O-PHENANTHROLINE","-","NaN","NaN",44975
"RHAMNULPALDOL-RXN","4.1.2.19","REG0-7784","O-PHENANTHROLINE","-","NaN","COMPETITIVE",44975
"GALACTUROISOM-RXN","5.3.1.12","REG0-7833","O-PHENANTHROLINE","-","NaN","NaN",44975
"GLUCUROISOM-RXN","5.3.1.12","REG0-7870","O-PHENANTHROLINE","-","NaN","NaN",44975
"CYTDEAM-RXN","3.5.4.1","REG0-8076","O-PHENANTHROLINE","-","NaN","NaN",44975
"ALANINE--TRNA-LIGASE-RXN","6.1.1.7","REG0-8615","O-PHENANTHROLINE","-","NaN","NaN",44975
"GUANINE-DEAMINASE-RXN","3.5.4.3","REG0-8712","O-PHENANTHROLINE","-","NaN","NaN",44975
"GALACTOACETYLTRAN-RXN","2.3.1.18","REG0-8721","O-PHENANTHROLINE","-","NaN","NaN",44975
"NADH-DEHYDROG-A-RXN","1.6.5.3","REG0-9247","O-PHENANTHROLINE","-","NaN","NaN",44975
"MANNONDEHYDRAT-RXN","4.2.1.8","REG0-9306","O-PHENANTHROLINE","-","NaN","NaN",44975
"PORPHOBILSYNTH-RXN","4.2.1.24","REG0-9313","O-PHENANTHROLINE","NIL","NaN","NaN",44975
"PPGPPSYN-RXN","3.1.7.2","REG0-9898","O-PHENANTHROLINE","-","NaN","NaN",44975
"DEOXYRIBOSE-P-ALD-RXN","4.1.2.4","REG0-7445","OCTANOL","-","NaN","NaN",16188
"RXN-15313","4.1.3.3","REG-14658","OH-PYR","-","NaN","IRREVERSIBLE",17180
"DIHYDRODIPICSYN-RXN","4.3.3.7","REG0-11677","OH-PYR","-","NaN","NaN",17180
"RXN-13990","4.1.3.42","REG0-8862","OH-PYR","-","NaN","COMPETITIVE",17180
"ACNEULY-RXN","4.1.3.3","REG0-9459","OH-PYR","-","NaN","IRREVERSIBLE",17180
"PYRUVDEH-RXN","1.2.1","REG0-9793","OH-PYR","-","NaN","COMPETITIVE",17180
"RXN0-6491","1.3.5.2","REG0-10781","OROTATE","-","NaN","COMPETITIVE",30839
"PEPSYNTH-RXN","2.7.9.2","REG0-10567","OXALACETIC_ACID","-","NaN","NaN",16452
"2OXOGLUTDECARB-RXN","1.2.4.2","REG0-11551","OXALACETIC_ACID","-","NaN","NaN",16452
"R601-RXN","1.3.5.4","REG0-6654","OXALACETIC_ACID","-","NaN","NaN",16452
"CITSYN-RXN","2.3.3.16","REG0-6739","OXALACETIC_ACID","-","NaN","ALLOSTERIC",16452
"GSADENYLATION-RXN","2.7.7.42","REG0-6904","OXALACETIC_ACID","-","NaN","NaN",16452
"ISOCITDEH-RXN","1.1.1.42","REG0-6922","OXALACETIC_ACID","-","NaN","COMPETITIVE",16452
"DEPHOSICITDEHASE-RXN","3.1.3","REG0-7605","OXALACETIC_ACID","+","NaN","NaN",16452
"MALIC-NADP-RXN","1.1.1.40","REG0-7611","OXALACETIC_ACID","-","NaN","ALLOSTERIC",16452
"1.1.1.39-RXN","1.1.1.38","REG0-7675","OXALACETIC_ACID","-","NaN","NaN",16452
"PHOSICITDEHASE-RXN","2.7.11.5","REG0-7697","OXALACETIC_ACID","-","NaN","NaN",16452
"CITLY-RXN","4.1.3.6","REG0-8068","OXALACETIC_ACID","-","NaN","NaN",16452
"PEPSYNTH-RXN","2.7.9.2","REG0-10571","OXALATE","-","NaN","NaN",30623
"2-OXOPENT-4-ENOATE-HYDRATASE-RXN","4.2.1.80","REG0-11274","OXALATE","-","NaN","NaN",30623
"MALSYN-RXN","2.3.3.9","REG0-12382","OXALATE","-","37","COMPETITIVE",30623
"RXN0-5462","3.6.5.1","REG0-6672","OXALATE","-","NaN","NaN",30623
"GLUTDECARBOX-RXN","4.1.1.15","REG0-7158","OXALATE","-","NaN","COMPETITIVE",30623
"MALSYN-RXN","2.3.3.9","REG0-7499","OXALATE","-","NaN","COMPETITIVE",30623
"R524-RXN","4.2.1.104","REG0-7829","OXALATE","-","NaN","COMPETITIVE",30623
"ISOCIT-CLEAV-RXN","4.1.3.1","REG0-8281","OXALATE","-","NaN","COMPETITIVE",30623
"DLACTDEHYDROGFAD-RXN","1.1.5","REG0-8429","OXALATE","-","NaN","COMPETITIVE",30623
"GLUTDECARBOX-RXN","4.1.1.15","REG0-8575","OXALATE","-","NaN","COMPETITIVE",30623
"RXN0-1382","2.8.3.16","REG0-9398","OXALATE","-","NaN","NaN",30623
"DLACTDEHYDROGNAD-RXN","1.1.1.28","REG0-12126","OXAMATE","-","NaN","MIXED",58363
"DLACTDEHYDROGFAD-RXN","1.1.5","REG0-8428","OXAMATE","-","NaN","COMPETITIVE",58363
"GLUTATHIONE-SYN-RXN","6.3.2.3","REG0-8240","OXIDIZED-GLUTATHIONE","-","NaN","NaN",58297
"GLUTATHIONE-REDUCT-NADPH-RXN","1.8.1.7","REG0-9020","OXIDIZED-GLUTATHIONE","-","NaN","NaN",58297
"PYRUVFORMLY-RXN","2.3.1.54","REG0-11284","OXYGEN-MOLECULE","-","NaN","IRREVERSIBLE",15379
"FORMATEDEHYDROG-RXN","1.1.5.6","REG0-6863","OXYGEN-MOLECULE","-","NaN","NaN",15379
"RXN0-3281","1.1.99.33","REG0-7818","OXYGEN-MOLECULE","-","NaN","NaN",15379
"QUINOLINATE-SYNTHA-RXN","2.5.1.72","REG0-7958","OXYGEN-MOLECULE","-","NaN","NaN",15379
"HYDROXYLAMINE-REDUCTASE-RXN","1.7.99.1","REG0-8688","OXYGEN-MOLECULE","-","NaN","NaN",15379
"S-ADENMETSYN-RXN","2.5.1.6","REG0-8463","P3I","-","NaN","COMPETITIVE",18036
"GLUTAMIN-RXN","3.5.1.38","REG0-8755","P3I","+","NaN","NaN",18036
"RXN-11496","1.2.5.1","REG0-7984","PALMITATE","+","NaN","ALLOSTERIC",7896
"GLYC3PDEHYDROGBIOSYN-RXN","1.1.1.94","REG0-11230","PALMITYL-COA","-","1","NONCOMPETITIVE",57379
"RXN-9657","1.3.1.9","REG0-11704","PALMITYL-COA","-","NaN","NaN",57379
"RXN0-884","1.17.7.4","REG0-12285","PAMIDRONATE","+","NaN","NaN",407576
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN","2.1.2.11","REG0-8342","PANTOTHENATE","-","NaN","NaN",29032
"ADENYLYLSULFKIN-RXN","2.7.1.25","REG0-7622","PAPS","-","NaN","NaN",58339
"GLUTAMIN-RXN","3.5.1.38","REG0-10622","PB+2","-","NaN","NaN",49807
"RXN-16659","3.4.16.4","REG0-12256","PENICILLIN-G","-","NaN","NaN",51354
"RXN0-3461","3.4","REG0-9562","PENICILLIN-G","-","NaN","NaN",51354
"RXN-16649","3.4.16.4","REG0-9911","PENICILLIN-G","-","NaN","NaN",51354
"R601-RXN","1.3.5.4","REG0-6648","PENTACHLOROPHENOL","-","NaN","COMPETITIVE",58217
"SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN","1.3.5.1","REG0-7077","PENTACHLOROPHENOL","-","NaN","COMPETITIVE",58217
"DAHPSYN-RXN","2.5.1.54","REG0-7438","PHE","-","NaN","NaN",58095
"CHORISMATEMUT-RXN","5.4.99.5","REG0-7955","PHE","-","NaN","ALLOSTERIC",58095
"PREPHENATEDEHYDRAT-RXN","4.2.1.51","REG0-8036","PHE","-","NaN","ALLOSTERIC",58095
"BADH-RXN","1.2.1.8","REG0-10197","PHENYLACETALDEHYDE","-","NaN","COMPETITIVE",16424
"PHENDEHYD-RXN","1.2.1.39","REG0-8930","PHENYLACETALDEHYDE","-","NaN","NaN",16424
"AKBLIG-RXN","2.3.1.29","REG0-11291","PHENYLGLYOXAL","-","NaN","NaN",495613
"RXN-1381","2.3.1.15","REG0-11773","PHENYLGLYOXAL","-","NaN","NaN",495613
"ISOCITDEH-RXN","1.1.1.42","REG0-6924","PHENYLGLYOXAL","-","NaN","NaN",495613
"THREODEHYD-RXN","1.1.1.103","REG0-7511","PHENYLGLYOXAL","-","NaN","NaN",495613
"RXN-11496","1.2.5.1","REG0-7978","PHENYLGLYOXAL","-","NaN","IRREVERSIBLE",495613
"ALADEHYDCHLORO-RXN","4.5.1.2","REG0-11957","PHENYLHYDRAZINE","-","NaN","NaN",27924
"SAMDECARB-RXN","4.1.1.50","REG0-7185","PHENYLHYDRAZINE","-","NaN","NaN",27924
"GABATRANSAM-RXN","2.6.1.19","REG0-7756","PHENYLHYDRAZINE","-","NaN","NaN",27924
"ISOCITDEH-RXN","1.1.1.42","REG0-10237","PHOSPHO-ENOL-PYRUVATE","-","NaN","ALLOSTERIC",58702
"GLUCOKIN-RXN","2.7.1.1","REG0-10661","PHOSPHO-ENOL-PYRUVATE","-","NaN","COMPETITIVE",58702
