,bigg.metabolite,bigg.reaction,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,chebiID,SPL
556,cu2,sulri,strong inhibition,,1.8.1.2,,,19,Cu2+,656421,-,Escherichia coli,BRENDA,CHEBI:29036,3.0
557,cu2,taudo,inhibits activity by 80-95% at 0.01-0.05 mM,,1.14.11.17,,,19,Cu2+,285263,-,Escherichia coli,BRENDA,CHEBI:29036,5.0
558,cu2,thd2pp,,,1.6.1.1,,,19,Cu2+,725040,-,Escherichia coli,BRENDA,CHEBI:29036,3.0
559,cu2,thdps,ReactionID=TETHYDPICSUCC-RXN,,2.3.1.117,,,CU+2,,,-,Escherichia coli,EcoCyc,CHEBI:29036,3.0
560,cu2,thrd,ReactionID=THREODEHYD-RXN,,1.1.1.103,,,CU+2,,,-,Escherichia coli,EcoCyc,CHEBI:29036,3.0
561,cu2,uagcvt,"metal ions do not enhance the activity of enzymes, activity is inhibited by 10 mM",,2.5.1.7,,,19,Cu2+,706916,-,Escherichia coli,BRENDA,CHEBI:29036,3.0
562,cu2,zn2abcpp,prevents Zn2+ activation when present in 2fold excess over Zn2+,,3.6.3.5,,,19,Cu2+,246928,-,Escherichia coli,BRENDA,CHEBI:29036,3.0
563,cyan,admdc,,Hydrogen cyanide,4.1.1.50,C01326,,159,CN-,"4680, 4681",-,Escherichia coli,BRENDA,CHEBI:18407,7.0
564,cyan,cat,ReactionID=CATAL-RXN,Cyanide ion,1.11.1.6,C00177,,CPD-13584,,,-,Escherichia coli,EcoCyc,CHEBI:17514,7.0
565,cyan,cyanst,,Hydrogen cyanide,2.8.1.1,C01326,,159,CN-,645502,-,Escherichia coli,BRENDA,CHEBI:18407,1.0
566,cyan,ddpa,"Tyr-sensitive isozyme, strong inhibition, reactivation by divalent cations only to a small extent",Hydrogen cyanide,2.5.1.54,C01326,,159,CN-,639777,-,Escherichia coli,BRENDA,CHEBI:18407,5.0
567,cyan,glcp2,ReactionID=GLYCOPHOSPHORYL-RXN,Hydrogen cyanide,2.4.1.1,C01326,,159,CN-,488238,-,Escherichia coli,BRENDA,CHEBI:18407,5.0
568,cyan,glcral,"reversed by Mg2+ and Co2+, but not by Fe2+",Hydrogen cyanide,4.1.2.20,C01326,,159,CN-,5078,-,Escherichia coli,BRENDA,CHEBI:18407,3.0
569,cyan,mcpst,"inhibits at short-time intervals, slight enhancement at longer periods",Hydrogen cyanide,2.8.1.2,C01326,,118,cyanide,645548,-,Escherichia coli,BRENDA,CHEBI:18407,1.0
570,cyan,no3r2bpp,"reduced enzyme is more sensitive at pH 7.2 than at pH 10.5, at pH 10.5 reversible enzyme-cyanide complexes are formed with reduced enzyme, nitrate protects reduced enzyme for inactivation, oxidized enzyme is less sensitive, kinetics of inactivation",Hydrogen cyanide,1.7.99.4,C01326,0.044,118,cyanide,395167,-,Escherichia coli,BRENDA,CHEBI:18407,5.0
571,cyan,nodox,ReactionID=R621-RXN,Hydrogen cyanide,1.14.12.17,C01326,,HCN,,,-,Escherichia coli,EcoCyc,CHEBI:18407,5.0
572,cyan,ntrir2x,"0.02 mM, 88% inhibition",Hydrogen cyanide,1.7.1.4,C01326,,159,CN-,392923,-,Escherichia coli,BRENDA,CHEBI:18407,5.0
573,cyan,selcyss,ReactionID=2.9.1.1-RXN,Cyanide ion,2.9.1.1,C00177,,CPD-13584,,,-,Escherichia coli,EcoCyc,CHEBI:17514,5.0
574,cyan,spmdat2,complete inhibition at 0.5 mM,Hydrogen cyanide,2.6.1.29,C01326,,118,cyanide,639951,-,Escherichia coli,BRENDA,CHEBI:18407,5.0
575,cyan,spodm,ReactionID=SUPEROX-DISMUT-RXN,Cyanide ion,1.15.1.1,C00177,,CPD-13584,,,-,Escherichia coli,EcoCyc,CHEBI:17514,7.0
576,cyan,sulri,ReactionID=SULFITE-REDUCT-RXN,Hydrogen cyanide,1.8.1.2,C01326,0.006,159,CN-,"348059, 392958, 392964, 392967, 392968",-,Escherichia coli,BRENDA,CHEBI:18407,3.0
577,cyan,trdr,ReactionID=THIOREDOXIN-REDUCT-NADPH-RXN,Hydrogen cyanide,1.8.1.9,C01326,,HCN,,,-,Escherichia coli,EcoCyc,CHEBI:18407,5.0
578,cynt,cbps,ReactionID=CARBPSYN-RXN,,6.3.5.5,,,CPD-69,,,-,Escherichia coli,EcoCyc,CHEBI:29195,3.0
579,cynt,hco3e,ReactionID=RXN0-5224,,4.2.1.1,,,CPD-69,,,-,Escherichia coli,EcoCyc,CHEBI:29195,3.0
580,cynt,ppa,,Cyanate,3.6.1.1,C01417,,1376,Cyanate,209796,-,Escherichia coli,BRENDA,CHEBI:28024,5.0
581,cys__d,argabcpp,ReactionID=TRANS-RXN0-593,,3.6.3.21,,,D-CYSTEINE,,,+,Escherichia coli,EcoCyc,CHEBI:35236,3.0
582,cys__d,cysdds,ReactionID=DCYSDESULF-RXN,,4.4.1.15,,,D-CYSTEINE,,,-,Escherichia coli,EcoCyc,CHEBI:35236,1.0
583,cys__l,adsk,,,2.7.1.25,,,74,L-cysteine,641217,+,Escherichia coli,BRENDA,CHEBI:35235,3.0
584,cys__l,altrh,,,4.2.1.7,,,553,Cys,33957,+,Escherichia coli,BRENDA,CHEBI:35235,5.0
585,cys__l,amptasecg,,,3.4.13.18,,,153,cysteine,"137173, 137178",-,Escherichia coli,BRENDA,CHEBI:35235,1.0
586,cys__l,aoxsr2,ReactionID=7KAPSYN-RXN,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,CHEBI:35235,3.0
587,cys__l,argabcpp,ReactionID=TRANS-RXN0-593,,3.6.3.21,,,CYS,,,-,Escherichia coli,EcoCyc,CHEBI:35235,3.0
588,cys__l,cysdds,mixed type inhibition,,4.4.1.15,,0.53,74,L-cysteine,648731,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
589,cys__l,cysds,competitive with L-cystathionine,,4.4.1.8,,,553,Cys,34690,-,Escherichia coli,BRENDA,CHEBI:35235,1.0
590,cys__l,cystrs,inhibits deacylation of Cys-tRNACys,,6.1.1.16,,,153,cysteine,181,-,Escherichia coli,BRENDA,CHEBI:35235,1.0
591,cys__l,fba,,,4.1.2.13,,,553,Cys,4913,-,Escherichia coli,BRENDA,CHEBI:35235,5.0
592,cys__l,glusy,significant inhibitor,,1.4.1.13,,,74,L-cysteine,391438,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
593,cys__l,gui1,ReactionID=GALACTUROISOM-RXN,,5.3.1.12,,,153,cysteine,2619,-,Escherichia coli,BRENDA,CHEBI:35235,5.0
594,cys__l,hcysmt,,,2.1.1.10,,,153,cysteine,441382,+,Escherichia coli,BRENDA,CHEBI:35235,3.0
595,cys__l,hsdy,,,1.1.1.3,,,74,L-cysteine,246398,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
596,cys__l,hsk,wild-type enzyme,,2.7.1.39,,0.46,336,L-Cys,"641470, 641471",-,Escherichia coli,BRENDA,CHEBI:35235,3.0
597,cys__l,lcadi,,,1.2.1.22,,,153,cysteine,288135,+,Escherichia coli,BRENDA,CHEBI:35235,3.0
598,cys__l,mcpst,,,2.8.1.2,,,153,cysteine,645548,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
599,cys__l,pants,weak,,6.3.2.1,,,153,cysteine,979,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
600,cys__l,ppc,,,4.1.1.31,,,553,Cys,4311,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
601,cys__l,serat,"competitive versus acetyl-CoA, mixed non-competitive with respect to serine",,2.3.1.30,,0.0006,153,cysteine,657835,-,Escherichia coli,BRENDA,CHEBI:35235,3.0
602,cys__l,trdr,,,1.8.1.9,,,153,cysteine,394918,+,Escherichia coli,BRENDA,CHEBI:35235,3.0
603,cys__l,uamas,weak,,6.3.2.8,,,336,L-Cys,"1286, 1288",-,Escherichia coli,BRENDA,CHEBI:35235,3.0
604,cys__l,uglt,,,2.7.7.12,,,153,cysteine,642823,+,Escherichia coli,BRENDA,CHEBI:35235,5.0
605,cys__l,zn2abcpp,,,3.6.3.5,,,74,L-cysteine,654606,+,Escherichia coli,BRENDA,CHEBI:35235,3.0
606,cyst__l,argabcpp,ReactionID=TRANS-RXN0-593,,3.6.3.21,,,L-CYSTATHIONINE,,,-,Escherichia coli,EcoCyc,CHEBI:58161,5.0
607,cyst__l,hcysmt,,,2.1.1.10,,,46234,S-[(2R)-2-amino-2-carboxyethyl]-L-homocysteine,441382,+,Escherichia coli,BRENDA,CHEBI:58161,3.0
608,cytd,aspct,,Cytidine,2.1.3.2,C00475,,372,cytidine,485837,-,Escherichia coli,BRENDA,CHEBI:17562,3.0
609,cytd,cytd,,Cytidine,3.5.4.5,C00475,,372,cytidine,209659,+,Escherichia coli,BRENDA,CHEBI:17562,1.0
610,dad_2,cytd,"3.0 mM, 32% inhibition",Deoxyadenosine,3.5.4.5,C00559,,601,deoxyadenosine,209644,-,Escherichia coli,BRENDA,CHEBI:17256,3.0
611,dad_2,gmps2,,Deoxyadenosine,6.3.5.2,C00559,,357,2'-deoxyadenosine,1362,-,Escherichia coli,BRENDA,CHEBI:17256,5.0
612,dad_2,punp1,,Deoxyadenosine,2.4.2.1,C00559,,601,deoxyadenosine,489693,-,Escherichia coli,BRENDA,CHEBI:17256,3.0
613,damp,ntpp1,ReactionID=RXN0-384,,3.6.1.19,,,DAMP,,,-,Escherichia coli,EcoCyc,CHEBI:58245,3.0
614,datp,3ntd2pp,,dATP,3.1.3.6,C00131,,140,dATP,656266,-,Escherichia coli,BRENDA,CHEBI:16284,5.0
615,datp,leutrs,,dATP,6.1.1.4,C00131,,2704,2'-dATP,429,-,Escherichia coli,BRENDA,CHEBI:16284,3.0
616,datp,ntd1,"0.2 mM, 15% residual activity",dATP,3.1.3.89,C00131,,140,dATP,656266,-,Escherichia coli,BRENDA,CHEBI:16284,3.0
617,datp,ntd10,,dATP,3.1.3.5,C00131,1.39,140,dATP,656266,-,Escherichia coli,BRENDA,CHEBI:16284,3.0
618,datp,ntpp1,competitive with GTP,dATP,3.6.1.19,C00131,,140,dATP,655847,-,Escherichia coli,BRENDA,CHEBI:16284,3.0
619,datp,rndr1,inhibition of ADP reduction; inhibition of CDP reduction; inhibition of GDP reduction,dATP,1.17.4.1,C00131,,140,dATP,437913,+,Escherichia coli,BRENDA,CHEBI:16284,3.0
620,datp,tyrtrs,ReactionID=TYROSINE--TRNA-LIGASE-RXN,,6.1.1.1,,,DATP,,,-,Escherichia coli,EcoCyc,CHEBI:61404,3.0
621,dcacoa,edtxs1,functions as acyl donor at low concentration with inhibition of acylation at higher concentrations,Decanoyl-CoA,2.3.1.241,C05274,,541,decanoyl-CoA,726949,-,Escherichia coli,BRENDA,CHEBI:28493,5.0
622,dcdp,durik1,,dCDP,2.7.1.21,C00705,,1124,dCDP,641132,+,Escherichia coli,BRENDA,CHEBI:28846,3.0
623,dcdp,rndr1,ReactionID=RIBONUCLEOSIDE-DIP-REDUCTI-RXN,,1.17.4.1,,,DCDP,,,-,Escherichia coli,EcoCyc,CHEBI:58593,3.0
624,dctp,3ntd2pp,,dCTP,3.1.3.6,C00458,,179,dCTP,656266,-,Escherichia coli,BRENDA,CHEBI:16311,5.0
625,dctp,aspct,,dCTP,2.1.3.2,C00458,,179,dCTP,718943,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
626,dctp,dasyn120,competitive with respect to CTP,dCTP,2.7.7.41,C00458,0.75,179,dCTP,643314,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
627,dctp,dtmpk,,dCTP,2.7.4.9,C00458,,179,dCTP,645198,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
628,dctp,durik1,,dCTP,2.7.1.21,C00458,,179,dCTP,"641123, 641132",+,Escherichia coli,BRENDA,CHEBI:16311,3.0
629,dctp,ntd1,"0.2 mM, 19% residual activity",dCTP,3.1.3.89,C00458,,179,dCTP,656266,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
630,dctp,ntd10,,dCTP,3.1.3.5,C00458,,179,dCTP,656266,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
631,dctp,ntpp1,competitive with GTP,dCTP,3.6.1.19,C00458,,179,dCTP,655847,-,Escherichia coli,BRENDA,CHEBI:16311,3.0
632,dctp,rndr1,,dCTP,1.17.4.1,C00458,,179,dCTP,437918,+,Escherichia coli,BRENDA,CHEBI:16311,3.0
633,ddcacoa,edtxs1,ReactionID=LAUROYLACYLTRAN-RXN,,2.3.1.241,,,LAUROYLCOA-CPD,,,-,Escherichia coli,EcoCyc,CHEBI:57375,5.0
634,dgsn,ctps2,,Deoxyguanosine,6.3.4.2,C00330,,36605,2'-deoxy-guanosine,674909,-,Escherichia coli,BRENDA,CHEBI:17172,3.0
635,dgsn,cytd,"1.0 mM, 13% inhibition",Deoxyguanosine,3.5.4.5,C00330,,732,deoxyguanosine,209644,-,Escherichia coli,BRENDA,CHEBI:17172,5.0
636,dgtp,3ntd2pp,,dGTP,3.1.3.6,C00286,,219,dGTP,656266,-,Escherichia coli,BRENDA,CHEBI:16497,5.0
637,dgtp,ctps2,"no guanosine, kact: 1.5/sec, KA: 0.21 mM, Ki: 0.36 mM; the GTP analogue is capable of inhibiting Gln-dependent CTP formation at over 0.15 mM",dGTP,6.3.4.2,C00286,0.36,5697,2'-deoxy-GTP,674909,+,Escherichia coli,BRENDA,CHEBI:16497,3.0
638,dgtp,dgk1,ReactionID=GUANYL-KIN-RXN,,2.7.4.8,,,DGTP,,,-,Escherichia coli,EcoCyc,CHEBI:61429,3.0
639,dgtp,gtpci,competitive inhibitor,dGTP,3.5.4.16,C00286,0.00024,219,dGTP,209546,-,Escherichia coli,BRENDA,CHEBI:16497,3.0
640,dgtp,ntd1,"0.2 mM, 13% residual activity",dGTP,3.1.3.89,C00286,,219,dGTP,656266,-,Escherichia coli,BRENDA,CHEBI:16497,3.0
641,dgtp,ntd10,,dGTP,3.1.3.5,C00286,,219,dGTP,656266,-,Escherichia coli,BRENDA,CHEBI:16497,3.0
642,dgtp,ntpp1,competitive with GTP,dGTP,3.6.1.19,C00286,,219,dGTP,655847,-,Escherichia coli,BRENDA,CHEBI:16497,1.0
643,dgtp,ntptp1,competitive inhibitor,dGTP,3.1.5.1,C00286,,219,dGTP,135502,-,Escherichia coli,BRENDA,CHEBI:16497,1.0
644,dgtp,rndr1,,dGTP,1.17.4.1,C00286,,219,dGTP,437913,+,Escherichia coli,BRENDA,CHEBI:16497,3.0
645,dha,acnml,2% residual activity at 10 mM,Glycerone,4.1.3.3,C00184,,620,dihydroxyacetone,33332,-,Escherichia coli,BRENDA,CHEBI:16016,3.0
646,dhap,fba,"30°C, wild-type enzyme",Glycerone phosphate,4.1.2.13,C00111,0.13,278,dihydroxyacetone phosphate,652787,-,Escherichia coli,BRENDA,CHEBI:16108,1.0
647,dhap,g3pat120,ReactionID=RXN-1381,,2.3.1.15,,,DIHYDROXY-ACETONE-PHOSPHATE,,,-,Escherichia coli,EcoCyc,CHEBI:57642,3.0
648,dhap,g3pd2,noncompetitive versus NADP+,Glycerone phosphate,1.1.1.94,C00111,,278,dihydroxyacetone phosphate,669175,-,Escherichia coli,BRENDA,CHEBI:16108,1.0
649,dhap,mgsa,ReactionID=METHGLYSYN-RXN,,4.2.3.3,,,DIHYDROXY-ACETONE-PHOSPHATE,,,+,Escherichia coli,EcoCyc,CHEBI:57642,1.0
650,dhap,ppck,,Glycerone phosphate,4.1.1.49,C00111,,278,dihydroxyacetone phosphate,649304,-,Escherichia coli,BRENDA,CHEBI:16108,3.0
651,dhf,dhfs,treatment of cells with trimethoprim leads to inhibition due to accumulation of dihydrofolate through the inhibition of dihydrofolate reductase. Therefore falling dihydrofolate reductase activity leads to falling folylpolyglutamate synthase activity in a domino-like cascade,Dihydrofolate,6.3.2.17,C00415,,1351,dihydrofolate,694310,-,Escherichia coli,BRENDA,CHEBI:15633,1.0
652,dhf,dhnpa2r,slight,Dihydrofolate,4.1.2.25,C00415,,8093,dihydrofolic acid,5103,-,Escherichia coli,BRENDA,CHEBI:15633,5.0
653,dhf,tmds,,Dihydrofolate,2.1.1.45,C00415,,1351,dihydrofolate,"485358, 485415",-,Escherichia coli,BRENDA,CHEBI:15633,1.0
654,dhpmp,dntppa,"0.074 mM, 21% inhibition",Dihydroneopterin phosphate,3.6.1.67,C05925,,88310,"7,8-dihydroneopterin 3'-phosphate",727800,-,Escherichia coli,BRENDA,CHEBI:48954,1.0
655,dhpt,dhfs,5% inhibition of ATP binding at 0.1 mM,Dihydropteroate,6.3.2.17,C00921,,12509,dihydropteroic acid,649464,-,Escherichia coli,BRENDA,CHEBI:4581,1.0
656,dhpt,dhnpa2r,slight,Dihydropteroate,4.1.2.25,C00921,,12509,dihydropteroic acid,"5103, 5104",-,Escherichia coli,BRENDA,CHEBI:4581,5.0
657,dhpt,dhps2,ReactionID=H2PTEROATESYNTH-RXN,Dihydropteroate,2.5.1.15,C00921,,20075,"7,8-Dihydropteroic acid","639665, 639666",-,Escherichia coli,BRENDA,CHEBI:4581,1.0
658,dmso,aspt,nonspecific,Dimethyl sulfoxide,4.3.1.1,C11143,,985,Dimethylsulfoxide,6001,+,Escherichia coli,BRENDA,CHEBI:28262,5.0
659,dmso,thd2pp,slightly inhibitory,Dimethyl sulfoxide,1.6.1.1,C11143,,896,DMSO,725040,-,Escherichia coli,BRENDA,CHEBI:28262,5.0
660,dmso,uagpt3,,Dimethyl sulfoxide,2.4.1.227,C11143,,1217,dimethyl sulfoxide,488978,+,Escherichia coli,BRENDA,CHEBI:28262,7.0
661,dpcoa,pntk,not,Dephospho-CoA,2.7.1.33,C00882,,2018,dephospho-CoA,641393,-,Escherichia coli,BRENDA,CHEBI:15468,3.0
662,dpcoa,ptpati,"Substrate: phosphopantetheine, Cosubstrate: ATP (3.0 mM)",Dephospho-CoA,2.7.7.3,C00882,0.121,2018,dephospho-CoA,674344,-,Escherichia coli,BRENDA,CHEBI:15468,1.0
663,dtbt,accoac,ReactionID=RXN0-5055,,6.4.1.2,,,DETHIOBIOTIN,,,-,Escherichia coli,EcoCyc,CHEBI:57861,3.0
664,dtbt,dbts,"10 mM, 30% inhibition",,6.3.3.3,,,2553,dethiobiotin,1334,-,Escherichia coli,BRENDA,CHEBI:42280,1.0
665,dtdp,tdpgdh,,dTDP,4.2.1.46,C00363,,694,TDP,5714,-,Escherichia coli,BRENDA,CHEBI:18075,5.0
666,dtdpglu,g1ptt,competitive to dTTP,dTDP-glucose,2.7.7.24,C00842,,903,dTDP-glucose,643081,-,Escherichia coli,BRENDA,CHEBI:15700,1.0
667,dtdpglu,galui,,dTDP-glucose,2.7.7.9,C00842,,1766,TDP-glucose,643748,-,Escherichia coli,BRENDA,CHEBI:15700,3.0
668,dtdpglu,glcp2,competitive inhibition,dTDP-glucose,2.4.1.1,C00842,1.0,7290,TDPglucose,488238,-,Escherichia coli,BRENDA,CHEBI:15700,3.0
669,dtdpglu,udpg4e,reductive inhibition,dTDP-glucose,5.1.3.2,C00842,,91858,5-(thymidine-5'-diphosphoryl)-D-glucose,2320,-,Escherichia coli,BRENDA,CHEBI:15700,5.0
670,dtdprmn,g1ptt,ReactionID=DTDPGLUCOSEPP-RXN,,2.7.7.24,,,DTDP-RHAMNOSE,,,-,Escherichia coli,EcoCyc,CHEBI:57510,5.0
671,dtdprmn,galui,,dTDP-L-rhamnose,2.7.7.9,C03319,,112019,TDP-rhamnose,643748,-,Escherichia coli,BRENDA,CHEBI:15774,5.0
672,dtmp,gsnk,ReactionID=GUANOSINEKIN-RXN,,2.7.1.73,,,TMP,,,+,Escherichia coli,EcoCyc,CHEBI:63528,3.0
673,dtmp,tmds,,,2.1.1.45,,,2687,thymidine phosphate,"485358, 485363, 485415",-,Escherichia coli,BRENDA,CHEBI:46960,1.0
674,dttp,3ntd2pp,,,3.1.3.6,,,145,dTTP,656266,-,Escherichia coli,BRENDA,CHEBI:37568,5.0
675,dttp,dctpd,"inhibits the enzyme in a nonallosterical way, cooperative kinetics are imposed by a dTTP-dependent lag of product formation observed in presteady-state kinetics, the lag may be derived from a slow equilibration between an inactive and an active conformation of dCTP deaminase represented by the dTTP complex and the dUTP/dCTP complex, respectively, steady-state kinetic analysis of dTTP inhibition, overview",,3.5.4.13,,,145,dTTP,686667,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
676,dttp,dntppa,"1 mM, 72% inhibition",,3.6.1.67,,,523,TTP,727800,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
677,dttp,dtmpk,,,2.7.4.9,,,145,dTTP,645198,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
678,dttp,durik1,50-90% inhibition at 0.2-0.8 mM; competitive to thymidine,,2.7.1.21,,,145,dTTP,641117,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
679,dttp,g1ptt,competitive to dTDPglucose and non-competitive to alpha-D-glucose 1-phosphate,,2.7.7.24,,,145,dTTP,643081,-,Escherichia coli,BRENDA,CHEBI:37568,1.0
680,dttp,gtpci,competitive inhibitor,,3.5.4.16,,0.0016,523,TTP,209546,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
681,dttp,ntd1,"0.2 mM, 15% residual activity",,3.1.3.89,,,145,dTTP,656266,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
682,dttp,ntd10,,,3.1.3.5,,,145,dTTP,656266,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
683,dttp,ntpp1,competitive with GTP,,3.6.1.19,,,145,dTTP,655847,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
684,dttp,rndr1,inhibition of ADP reduction,,1.17.4.1,,,145,dTTP,437913,+,Escherichia coli,BRENDA,CHEBI:37568,3.0
685,dttp,tdpgdh,,,4.2.1.46,,,523,TTP,5714,-,Escherichia coli,BRENDA,CHEBI:37568,3.0
686,dump,dtmpk,,dUMP,2.7.4.9,C00365,,602,dUMP,645198,-,Escherichia coli,BRENDA,CHEBI:17622,3.0
687,duri,cytd,"1.0 mM, 32% inhibition",Deoxyuridine,3.5.4.5,C00526,,1060,deoxyuridine,209644,-,Escherichia coli,BRENDA,CHEBI:16450,3.0
688,dutp,dctpd,ReactionID=DCTP-DEAM-RXN,,3.5.4.13,,,DUTP,,,-,Escherichia coli,EcoCyc,CHEBI:61555,1.0
689,dutp,upprt,,dUTP,2.4.2.9,C00460,,435,dUTP,638361,-,Escherichia coli,BRENDA,CHEBI:17625,3.0
690,e4p,ddpa,"Phe-sensitive isozyme: in absence of phosphoenolpyruvate the enzyme is inhibited via formation of a covalent binding to Lys186 via a slow Schiff base reaction, mechanism",D-Erythrose 4-phosphate,2.5.1.54,C00279,,500,D-erythrose 4-phosphate,639796,-,Escherichia coli,BRENDA,CHEBI:48153,1.0
691,etha,betaldhx,"100 mM, 35% inhibition",Ethanolamine,1.2.1.8,C00189,78.0,456,ethanolamine,390329,-,Escherichia coli,BRENDA,CHEBI:16000,5.0
692,etha,g1sat,,Ethanolamine,5.4.3.8,C00189,,456,ethanolamine,3432,+,Escherichia coli,BRENDA,CHEBI:16000,7.0
693,etha,lacz,,Ethanolamine,3.2.1.23,C00189,,456,ethanolamine,171271,-,Escherichia coli,BRENDA,CHEBI:16000,7.0
694,etoh,aspt,"moderate, nonspecific",Ethanol,4.3.1.1,C00469,,69,ethanol,6019,-,Escherichia coli,BRENDA,CHEBI:16236,5.0
695,etoh,gdpdpk,,Ethanol,2.7.6.5,C00469,,69,ethanol,642773,+,Escherichia coli,BRENDA,CHEBI:16236,5.0
696,f1p,fbp,pH 7.7,,3.1.3.11,,1.0,671,D-Fructose 1-phosphate,651666,-,Escherichia coli,BRENDA,CHEBI:78736,3.0
697,f1p,pfk,,,2.7.1.11,,,671,D-Fructose 1-phosphate,640421,-,Escherichia coli,BRENDA,CHEBI:78736,3.0
698,f6p,agdc,,D-Fructose 6-phosphate,3.5.1.25,C00085,,4244,fructose-6-phosphate,"246592, 246594",-,Escherichia coli,BRENDA,CHEBI:61553,3.0
699,f6p,g6pda,,D-Fructose 6-phosphate,3.5.99.6,C00085,,87,D-fructose 6-phosphate,648239,-,Escherichia coli,BRENDA,CHEBI:61553,1.0
700,f6p,glgc,,D-Fructose 6-phosphate,2.7.7.27,C00085,,87,D-fructose 6-phosphate,"643131, 643141, 643144",+,Escherichia coli,BRENDA,CHEBI:61553,3.0
701,f6p,pfk,inhibition occurs at low concentrations of fructose 6-phosphate,D-Fructose 6-phosphate,2.7.1.11,C00085,,87,D-fructose 6-phosphate,722736,-,Escherichia coli,BRENDA,CHEBI:61553,1.0
702,f6p,ppck,,D-Fructose 6-phosphate,4.1.1.49,C00085,,87,D-fructose 6-phosphate,649304,-,Escherichia coli,BRENDA,CHEBI:61553,3.0
703,f6p,rpi,,D-Fructose 6-phosphate,5.3.1.6,C00085,,453,fructose 6-phosphate,2787,-,Escherichia coli,BRENDA,CHEBI:61553,5.0
704,fad,adsk,,FAD,2.7.1.25,C00016,,20,FAD,641217,-,Escherichia coli,BRENDA,CHEBI:16238,3.0
705,fad,fmnrx2,ReactionID=FMNREDUCT-RXN,,1.5.1.39,,0.0001,FAD,,,-,Escherichia coli,EcoCyc,CHEBI:57692,3.0
706,fald,asad,,Formaldehyde,1.2.1.11,C00067,,130,formaldehyde,390180,-,Escherichia coli,BRENDA,CHEBI:16842,5.0
707,fald,mddcp1pp,"1 mM, 53% inhibition",Formaldehyde,3.4.16.4,C00067,,130,formaldehyde,650384,-,Escherichia coli,BRENDA,CHEBI:16842,5.0
708,fald,mohmt,"0.8 mM, partial inhibition",Formaldehyde,2.1.2.11,C00067,,130,formaldehyde,485700,-,Escherichia coli,BRENDA,CHEBI:16842,5.0
709,fdp,ab6pgh,,"D-Fructose 1,6-bisphosphate",3.2.1.86,C00354,,93410,"fructose-1,6-diphosphate",136924,-,Escherichia coli,BRENDA,CHEBI:37736,5.0
710,fdp,ddpa,,"D-Fructose 1,6-bisphosphate",2.5.1.54,C00354,,583,"D-fructose 1,6-diphosphate",639741,-,Escherichia coli,BRENDA,CHEBI:37736,3.0
711,fdp,fbp,substrate inhibition at high concentrations,"D-Fructose 1,6-bisphosphate",3.1.3.11,C00354,,106,"D-fructose 1,6-bisphosphate",651666,-,Escherichia coli,BRENDA,CHEBI:37736,1.0
712,fdp,fruk,kinetics,"D-Fructose 1,6-bisphosphate",2.7.1.56,C00354,6.1,106,"D-fructose 1,6-bisphosphate",641683,-,Escherichia coli,BRENDA,CHEBI:37736,1.0
713,fdp,glgc,ReactionID=GLUC1PADENYLTRANS-RXN,"D-Fructose 1,6-bisphosphate",2.7.7.27,C00354,,106,"D-fructose 1,6-bisphosphate",643127,+,Escherichia coli,BRENDA,CHEBI:37736,3.0
714,fdp,glyk,allosteric inhibition,"D-Fructose 1,6-bisphosphate",2.7.1.30,C00354,0.5,106,"D-fructose 1,6-bisphosphate",701931,-,Escherichia coli,BRENDA,CHEBI:37736,3.0
715,fdp,gnd,ReactionID=RXN-9952,"D-Fructose 1,6-bisphosphate",1.1.1.44,C00354,,583,"D-fructose 1,6-diphosphate","286851, 286861, 286882, 286904",-,Escherichia coli,BRENDA,CHEBI:37736,5.0
716,fdp,nndpr,competitive with respect to 5-phosphoribosyl-1-diphosphate and noncompetitive with respect to quinolinate,"D-Fructose 1,6-bisphosphate",2.4.2.19,C00354,,10623,"D-fructose-1,6-diphosphate",638020,-,Escherichia coli,BRENDA,CHEBI:37736,5.0
717,fdp,pfk,ReactionID=6PFRUCTPHOS-RXN,"D-Fructose 1,6-bisphosphate",2.7.1.11,C00354,,FRUCTOSE-16-DIPHOSPHATE,,,-,Escherichia coli,EcoCyc,CHEBI:37736,1.0
