"","kingdom","phylum","class","order","family","genus","species","RevisedName"
"Nectria ipomoeae",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas cichorii","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Eubacterium oxidoreducens","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Rhodobacter sphaeroides 2.4.1",NA,NA,NA,NA,NA,NA,NA,NA
"Amaranthus tuberculatus","Plantae",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,NA
"Coscinium fenestratum",NA,NA,NA,NA,NA,NA,NA,NA
"Berberis wilsoniae",NA,NA,NA,NA,NA,NA,NA,NA
"Berberis stolonifera",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces noursei","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Plasmodium yoelii yoelii",NA,NA,NA,NA,NA,NA,NA,NA
"Desulfobulbus elongatus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"facultative anaerobic bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Gordonia rubripertincta","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Isoplexis canariensis",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces globisporus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Desulfococcus multivorans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Bilophila wadsworthia","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Bacillus japonicum",NA,NA,NA,NA,NA,NA,NA,NA
"Carnobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Achlya sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Entodinium caudatum",NA,NA,NA,NA,NA,NA,NA,NA
"Sphagnum fallax","Plantae",NA,NA,NA,NA,NA,NA,NA
"Parabacteroides distasonis","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Pyrococcus","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus",NA,NA
"Bryopsis maxima",NA,NA,NA,NA,NA,NA,NA,NA
"Acropora formosa","Animalia",NA,NA,NA,NA,NA,NA,NA
"Sphaerostilbe repens",NA,NA,NA,NA,NA,NA,NA,NA
"Thermophilic bacillus",NA,NA,NA,NA,NA,NA,NA,NA
"Symbiobacterium toebii",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus waiotapuensis","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Nitrobacter hamburgensis","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Streptomyces albus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Natrialba magadii","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Thermoactinomyces intermedius","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Brevibacterium L5","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Ureibacillus thermosphaericus","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Symbiobacterium thermophilum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Sporosarcina ureae","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Microbacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Bacillus badius","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Crotalus durissus cumanensis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Bacillus carotarum",NA,NA,NA,NA,NA,NA,NA,NA
"Crotalus durissus cascavella",NA,NA,NA,NA,NA,NA,NA,NA
"Calloselasma rhodostoma","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Naja oxiana","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Gloydius ussuriensis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Ophiophagus hannah","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Myoxocephalus polyacanthocephalus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Gloydius halys","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Providencia rettgeri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Crotalus terrificus terrificus",NA,NA,NA,NA,NA,NA,NA,NA
"Lachesis muta","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Protobothrops mucrosquamatus",NA,NA,NA,NA,NA,NA,NA,NA
"Synechococcus cedrorum PCC 6908",NA,NA,NA,NA,NA,NA,NA,NA
"Synechococcus elongatus PCC 6301",NA,NA,NA,NA,NA,NA,NA,NA
"Narcissus tazetta","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Coregonus lavaretus ludoga",NA,NA,NA,NA,NA,NA,NA,NA
"Orconectes limosus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Streptomyces sp. X-119-6",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces endus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Streptomyces violascens","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Microbacterium oxydans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Trichoderma pseudokoningii",NA,NA,NA,NA,NA,NA,NA,NA
"Geobacillus kaustophilus HTA426",NA,NA,NA,NA,NA,NA,NA,NA
"Marinomonas mediterranea","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Pseudoalteromonas tunicata","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Huperzia serrata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Seriola quinqueradiata","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Trifolium subterraneum","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Arthrobacter crystallopoietes","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Lechevalieria aerocolonigenes","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Parvimonas micra","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"C3-plants",NA,NA,NA,NA,NA,NA,NA,NA
"Helicobacter pylori NCTC 11637 = CCUG 17874",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas protegens Pf-5",NA,NA,NA,NA,NA,NA,NA,NA
"Cucurbita moschata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Chloroidium saccharophilum",NA,NA,NA,NA,NA,NA,NA,NA
"Strigomonas oncopelti",NA,NA,NA,NA,NA,NA,NA,NA
"Moritella yayanosii","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Shewanella violacea","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Photobacterium profundum","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Moritella japonica","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Arctica islandica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Calliactis parasitica","Animalia",NA,NA,NA,NA,NA,NA,NA
"Metridium senile","Animalia",NA,NA,NA,NA,NA,NA,NA
"Buccinum undatum","Animalia",NA,NA,NA,NA,NA,NA,NA
"Cerebratulus lacteus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Cerastoderma edule","Animalia",NA,NA,NA,NA,NA,NA,NA
"Glycymeris glycymeris","Animalia",NA,NA,NA,NA,NA,NA,NA
"Cardium edule",NA,NA,NA,NA,NA,NA,NA,NA
"Aphrodita aculeata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Mercenaria mercenaria","Animalia",NA,NA,NA,NA,NA,NA,NA
"Scolelepis fuliginosa",NA,NA,NA,NA,NA,NA,NA,NA
"Glycera alba","Animalia",NA,NA,NA,NA,NA,NA,NA
"Marphysa sanguinea","Animalia",NA,NA,NA,NA,NA,NA,NA
"Suberites domuncula","Animalia",NA,NA,NA,NA,NA,NA,NA
"Haliotis tuberculata lamellosa",NA,NA,NA,NA,NA,NA,NA,NA
"Halichondria japonica",NA,NA,NA,NA,NA,NA,NA,NA
"Arabella iricolor","Animalia",NA,NA,NA,NA,NA,NA,NA
"Rhodoglossum japonicum",NA,NA,NA,NA,NA,NA,NA,NA
"Cellana grata",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces viridifaciens",NA,NA,NA,NA,NA,NA,NA,NA
"Photobacterium leiognathi","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Mycobacterium goodii","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Burkholderia phenoliruptrix","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Methanosphaera stadtmanae","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Methanogenium organophilum","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Corynebacterium sp. U-96",NA,NA,NA,NA,NA,NA,NA,NA
"Macacine herpesvirus 1",NA,NA,NA,NA,NA,NA,NA,NA
"Sanguinaria canadensis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Methanobrevibacter arboriphilus",NA,NA,NA,NA,NA,NA,NA,NA
"insecta","Animalia",NA,NA,NA,NA,NA,NA,NA
"Arthrobacter oxydans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"bacterium AT2",NA,NA,NA,NA,NA,NA,NA,NA
"Phascolopsis gouldii","Animalia",NA,NA,NA,NA,NA,NA,NA
"Mucor racemosus",NA,NA,NA,NA,NA,NA,NA,NA
"Candida apicola",NA,NA,NA,NA,NA,NA,NA,NA
"Locusta migratoria migratorioides",NA,NA,NA,NA,NA,NA,NA,NA
"Ralstonia eutropha JMP134",NA,NA,NA,NA,NA,NA,NA,NA
"Gammarus pulex","Animalia",NA,NA,NA,NA,NA,NA,NA
"Pseudomonas sp. WBC-3",NA,NA,NA,NA,NA,NA,NA,NA
"Mucor ambiguus",NA,NA,NA,NA,NA,NA,NA,NA
"Arum maculatum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Skeletonema costatum",NA,NA,NA,NA,NA,NA,NA,NA
"Pyropia yezoensis",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorella variegata","Plantae",NA,NA,NA,NA,NA,NA,NA
"Candida nitratophila",NA,NA,NA,NA,NA,NA,NA,NA
"Torulopsis nitratophila",NA,NA,NA,NA,NA,NA,NA,NA
"Brevundimonas subvibrioides","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Pigmentiphaga kullae","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Bacillus sp. B29",NA,NA,NA,NA,NA,NA,NA,NA
"Magnetospirillum magnetotacticum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,NA
"Shewanella massilia",NA,NA,NA,NA,NA,NA,NA,NA
"Achromobacter cycloclastes",NA,NA,NA,NA,NA,NA,NA,NA
"Fusarium lichenicola",NA,NA,NA,NA,NA,NA,NA,NA
"Nitrosococcus oceani","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Streptomyces ansochromogenes",NA,NA,NA,NA,NA,NA,NA,NA
"Uromyces phaseoli",NA,NA,NA,NA,NA,NA,NA,NA
"Puccinia recondita",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorolobion braunii",NA,NA,NA,NA,NA,NA,NA,NA
"Calothrix sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Fischerella muscicola",NA,NA,NA,NA,NA,NA,NA,NA
"Leptolyngbya boryana",NA,NA,NA,NA,NA,NA,NA,NA
"Gordonia alkanivorans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Candidatus Brocadia anammoxidans",NA,NA,NA,NA,NA,NA,NA,NA
"Moorella thermoacetica ATCC 39073",NA,NA,NA,NA,NA,NA,NA,NA
"Peptostreptococcus glycinophilus",NA,NA,NA,NA,NA,NA,NA,NA
"Pelobacter carbinolicus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Streptomyces seoulensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Starkeyomyces koorchalomoides",NA,NA,NA,NA,NA,NA,NA,NA
"Picea rubens","Plantae",NA,NA,NA,NA,NA,NA,NA
"Arthrospira maxima",NA,NA,NA,NA,NA,NA,NA,NA
"Deinococcus radiophilus","Bacteria","Deinococcus-Thermus","Deinococci",NA,NA,NA,NA,NA
"Marichromatium gracile","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"heterotrophic bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Malva sylvestris","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Trypanosoma sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Populus tomentosa",NA,NA,NA,NA,NA,NA,NA,NA
"Pinus bungeana","Plantae",NA,NA,NA,NA,NA,NA,NA
"Oscillatoria limnetica","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Caldivirga maquilingensis","Archaea","Crenarchaeota","Thermoprotei",NA,NA,NA,NA,NA
"Thiobacillus denitrificans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Desulfobulbus propionicus","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Desulfovibrio salexigens","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"archaebacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Carcharhinus acronotus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Carcharhinus limbatus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Eriobotrya japonica","Plantae",NA,"Magnoliopsida","Rosales","Rosaceae",NA,NA,NA
"Origanum vulgare subsp. hirtum",NA,NA,NA,NA,NA,NA,NA,NA
"Cydonia oblonga","Plantae",NA,"Magnoliopsida","Rosales","Rosaceae",NA,NA,NA
"Streptomyces glaucescens","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Panulirus argus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Alternaria tenuis",NA,NA,NA,NA,NA,NA,NA,NA
"Lycopus europaeus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Mycelia sterilia",NA,NA,NA,NA,NA,NA,NA,NA
"Portulaca grandiflora","Plantae",NA,"Magnoliopsida","Caryophyllales",NA,NA,NA,NA
"Asimina triloba","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Fomes fomentarius",NA,NA,NA,NA,NA,NA,NA,NA
"Coriolisimus fulvocinerea",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes maxima",NA,NA,NA,NA,NA,NA,NA,NA
"Cryptococcus albidus","Fungi",NA,"Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA,NA
"Phlebia fascicularia",NA,NA,NA,NA,NA,NA,NA,NA
"Tricholoma mongolicum",NA,NA,NA,NA,NA,NA,NA,NA
"Ceriporiopsis rivulosa",NA,NA,NA,NA,NA,NA,NA,NA
"Cerrena sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Ganoderma lucidum",NA,NA,NA,NA,NA,NA,NA,NA
"Agaricus blazei",NA,NA,NA,NA,NA,NA,NA,NA
"Marasmius quercophilus",NA,NA,NA,NA,NA,NA,NA,NA
"Myrioconium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Chaetomiaceae","Fungi",NA,NA,NA,NA,NA,NA,NA
"Coprinus comatus",NA,NA,NA,NA,NA,NA,NA,NA
"Polyporus brumalis",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Daedalea quercina",NA,NA,NA,NA,NA,NA,NA,NA
"Shiraia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Panus rudis",NA,NA,NA,NA,NA,NA,NA,NA
"Ganoderma fornicatum",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes polyzona",NA,NA,NA,NA,NA,NA,NA,NA
"Paraconiothyrium variabile",NA,NA,NA,NA,NA,NA,NA,NA
"Loweporus lividus",NA,NA,NA,NA,NA,NA,NA,NA
"Loweporus lividus MTCC-1178",NA,NA,NA,NA,NA,NA,NA,NA
"Perenniporia fraxinea",NA,NA,NA,NA,NA,NA,NA,NA
"Phlebia floridensis",NA,NA,NA,NA,NA,NA,NA,NA
"Perenniporia tephropora",NA,NA,NA,NA,NA,NA,NA,NA
"Schinus molle","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Lagenaria siceraria","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pycnoporus coccineus",NA,NA,NA,NA,NA,NA,NA,NA
"Bauhinia monandra","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Burkholderia pyrrocinia","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Laminaria ochroleuca",NA,NA,NA,NA,NA,NA,NA,NA
"Laminaria hyperborea",NA,NA,NA,NA,NA,NA,NA,NA
"Brassica oleracea var. gongylodes",NA,NA,NA,NA,NA,NA,NA,NA
"Laminaria digitata",NA,NA,NA,NA,NA,NA,NA,NA
"Ruegeria pomeroyi DSS-3",NA,NA,NA,NA,NA,NA,NA,NA
"Oceanobacillus oncorhynchi","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA
"Thermus brockianus","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus",NA,NA
"Beta vulgaris var. cicla",NA,NA,NA,NA,NA,NA,NA,NA
"Psychrobacter piscatorii","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Listeria seeligeri","Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA
"Talaromyces piceae",NA,NA,NA,NA,NA,NA,NA,NA
"Chromolaena odorata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Elais guineensis",NA,NA,NA,NA,NA,NA,NA,NA
"Momordica charantia","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Sclerocarya birrea","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pelargonium graveolens","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Cucumis melo var. inodorus",NA,NA,NA,NA,NA,NA,NA,NA
"Cucumis melo var. cantalupo",NA,NA,NA,NA,NA,NA,NA,NA
"Thunnus maccoyii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Brugia pahangi",NA,NA,NA,NA,NA,NA,NA,NA
"Galdieria partita",NA,NA,NA,NA,NA,NA,NA,NA
"Pallavicinia lyellii","Plantae",NA,NA,NA,NA,NA,NA,NA
"Bombus ignitus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Bjerkandera sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Agrocybe praecox",NA,NA,NA,NA,NA,NA,NA,NA
"Schizophyllum sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Phanerochaete flavidoalba",NA,NA,NA,NA,NA,NA,NA,NA
"Deuteromycotina sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Lenzites betulinus",NA,NA,NA,NA,NA,NA,NA,NA
"Inonotus linteus",NA,NA,NA,NA,NA,NA,NA,NA
"Pleurotus sapidus",NA,NA,NA,NA,NA,NA,NA,NA
"Polyporous velutinus",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes elegans",NA,NA,NA,NA,NA,NA,NA,NA
"Trametopsis cervina",NA,NA,NA,NA,NA,NA,NA,NA
"Comamonas sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Seriola lalandi","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Treponema pallidum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Xylella fastidiosa","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Entamoeba moshkovskii",NA,NA,NA,NA,NA,NA,NA,NA
"Stereum ostrea",NA,NA,NA,NA,NA,NA,NA,NA
"Bjerkandera fumosa",NA,NA,NA,NA,NA,NA,NA,NA
"Corallina pilulifera","Plantae",NA,NA,NA,NA,NA,NA,NA
"Ecklonia stolonifera",NA,NA,NA,NA,NA,NA,NA,NA
"Gracilaria changii",NA,NA,NA,NA,NA,NA,NA,NA
"Kappaphycus alvarezii",NA,NA,NA,NA,NA,NA,NA,NA
"Auricularia auricula-judae",NA,NA,NA,NA,NA,NA,NA,NA
"Thermobifida fusca YX",NA,NA,NA,NA,NA,NA,NA,NA
"Shewanella oneidensis MR-1",NA,NA,NA,NA,NA,NA,NA,NA
"Coprinellus radians",NA,NA,NA,NA,NA,NA,NA,NA
"Marasmius rotula",NA,NA,NA,NA,NA,NA,NA,NA
"Gloeocapsa alpicola","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Hydrogenomonas sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Desulfovibrio fructosivorans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Desulfomicrobium norvegicum","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Chlorococcum littorale",NA,NA,NA,NA,NA,NA,NA,NA
"Sporomusa sphaeroides","Bacteria","Firmicutes",NA,NA,NA,NA,NA,NA
"Desulfovibrio multispirans",NA,NA,NA,NA,NA,NA,NA,NA
"Acinetobacter radioresistens","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Pseudomonas reinekei","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Planococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Ruegeria pomeroyi","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Pseudaminobacter salicylatoxidans","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Xanthobacter polyaromaticivorans",NA,NA,NA,NA,NA,NA,NA,NA
"Nakataea oryzae",NA,NA,NA,NA,NA,NA,NA,NA
"Papio ursinus","Animalia","Chordata","Mammalia","Primates",NA,NA,NA,NA
"Monodelphis domestica","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Ornithorhynchus anatinus","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Micromonospora sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Coptis japonica var. dissecta",NA,NA,NA,NA,NA,NA,NA,NA
"Stizolobium hassjoo",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudoplexaura porosa","Animalia",NA,NA,NA,NA,NA,NA,NA
"Arthrobacter phenanthrenivorans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pseudomonas resinovorans","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Dyella ginsengisoli","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Plexaura homomalla","Animalia",NA,NA,NA,NA,NA,NA,NA
"Arthrobacter nitroguajacolicus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Arthrobacter ilicis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Dechloromonas aromatica",NA,NA,NA,NA,NA,NA,NA,NA
"Candidatus Nitrospira defluvii",NA,NA,NA,NA,NA,NA,NA,NA
"Ideonella dechloratans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"uncultured marine bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Plesiocystis pacifica SIR-1",NA,NA,NA,NA,NA,NA,NA,NA
"Sphingopyxis alaskensis","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Nitrosopumilus maritimus",NA,NA,NA,NA,NA,NA,NA,NA
"Aequorea aequorea",NA,NA,NA,NA,NA,NA,NA,NA
"Vargula hilgendorfii",NA,NA,NA,NA,NA,NA,NA,NA
"Cypridina noctiluca",NA,NA,NA,NA,NA,NA,NA,NA
"Luciola mingrelica",NA,NA,NA,NA,NA,NA,NA,NA
"Lampyris turkestanicus",NA,NA,NA,NA,NA,NA,NA,NA
"Cratomorphus distinctus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Oplophorus gracilorostris",NA,NA,NA,NA,NA,NA,NA,NA
"Cyberlindnera saturnus",NA,NA,NA,NA,NA,NA,NA,NA
"Lingulodinium polyedrum",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces nogalater","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Anisodus tanguticus",NA,NA,NA,NA,NA,NA,NA,NA
"Kutzneria sp.","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Streptomyces vinaceus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Corynebacterium renale","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pandoraea pnomenusa","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Nicotiana tomentosiformis",NA,NA,NA,NA,NA,NA,NA,NA
"Methylophaga sp.","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Ephestia kuehniella",NA,NA,NA,NA,NA,NA,NA,NA
"Anthoceros agrestis","Plantae",NA,NA,NA,NA,NA,NA,NA
"Proteobacteria","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Torenia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Columnea hybrida","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Exophiala jeanselmei",NA,NA,NA,NA,NA,NA,NA,NA
"Polaromonas naphthalenivorans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Methylocystis sp.","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Dicrocoelium dendriticum","Animalia",NA,NA,NA,NA,NA,NA,NA
"Corydalis vaginans",NA,NA,NA,NA,NA,NA,NA,NA
"Mentha spicata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Taxus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Carum carvi","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Zonocerus variegatus",NA,NA,NA,NA,NA,NA,NA,NA
"Tyria jacobaeae","Animalia",NA,NA,NA,NA,NA,NA,NA
"Creatonotos transiens",NA,NA,NA,NA,NA,NA,NA,NA
"Arctia caja","Animalia",NA,NA,NA,NA,NA,NA,NA
"Pastinaca sativa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Sophora flavescens","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Methylocella silvestris","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Roseovarius sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces purpurascens","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Rosmarinus officinalis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Diploptera punctata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Streptomyces tubercidicus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pusillimonas sp.","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Colwellia psychrerythraea 34H",NA,NA,NA,NA,NA,NA,NA,NA
