,EC_number,Organism,LigandID,KI_Value,Commentary,Literature,chebiID,bigg.metabolite,KEGG_ID,Compound
11566,2.4.99.6,Rattus norvegicus,36256,0.0022,,673042,,,,
11567,2.4.99.B6,Escherichia coli,194266,0.003,pH and temperature not specified in the publication,727135,,,,
11568,2.4.99.B6,Escherichia coli,194267,0.0031,pH and temperature not specified in the publication,727135,,,,
11569,2.4.99.B6,Escherichia coli,194265,0.015,pH and temperature not specified in the publication,727135,,,,
11570,2.4.99.B6,Escherichia coli,194269,0.018,pH and temperature not specified in the publication,727135,,,,
11571,2.4.99.6,Rattus norvegicus,1325,0.021,,673042,CHEBI:16325,,C03990,Lithocholic acid
11572,2.4.99.B6,Escherichia coli,194263,0.031,pH and temperature not specified in the publication,727135,,,,
11573,2.4.99.B6,Escherichia coli,194264,0.049,pH and temperature not specified in the publication,727135,,,,
11574,2.4.99.B6,Escherichia coli,194268,0.051,pH and temperature not specified in the publication,727135,,,,
11575,2.4.99.B6,Escherichia coli,194270,0.055,pH and temperature not specified in the publication,727135,,,,
11576,2.4.99.6,Rattus norvegicus,62495,0.35,,673042,,,,
11577,2.4.99.9,Gallus gallus,51112,0.0853,at 0.1 mM,638776,,,,
11578,2.4.99.9,Gallus gallus,51112,0.104,at 0.2 mM,638776,,,,
11579,2.4.99.9,Gallus gallus,112023,0.219,at 0.2 mM,638776,,,,
11580,2.4.99.17,Escherichia coli,843,0.0008,"competitive inhibition against 7-(aminomethyl)-7-deazaguanine-tRNATyr, in 100 mM glycylglycine (pH 8.7), 100 mM KCl, 0.5 mM dithiothreitol, 100 mM EDTA, at 37°C",718836,CHEBI:57856,ahcys,,
11581,2.4.99.17,Escherichia coli,659,0.0046,"competitive inhibition against S-adenosyl-L-methionine, in 100 mM glycylglycine (pH 8.7), 100 mM KCl, 0.5 mM dithiothreitol, 100 mM EDTA, at 37°C",718836,CHEBI:45453,,,
11582,2.4.99.17,Escherichia coli,659,0.0055,"competitive inhibition against 7-(aminomethyl)-7-deazaguanine-tRNATyr, in 100 mM glycylglycine (pH 8.7), 100 mM KCl, 0.5 mM dithiothreitol, 100 mM EDTA, at 37°C",718836,CHEBI:45453,,,
11583,2.4.99.17,Escherichia coli,843,0.133,"competitive inhibition against S-adenosyl-L-methionine, in 100 mM glycylglycine (pH 8.7), 100 mM KCl, 0.5 mM dithiothreitol, 100 mM EDTA, at 37°C",718836,CHEBI:57856,ahcys,,
11584,2.5.1.1,Phaedon cochleariae,113,0.573,"fixed substrate dimethylallyl diphosphate (0.05 mM), pH and temperature not specified in the publication, metal cofactor: Mg2+",723664,CHEBI:16584,ipdp,C00129,Isopentenyl diphosphate
11585,2.5.1.2,Paenibacillus thiaminolyticus,43408,0.096,,636852,,,,
11586,2.5.1.2,Paenibacillus thiaminolyticus,19998,7.7,,636853,,,,
11587,2.5.1.3,Zea mays,4,0.0034,,671903,CHEBI:15422,atp,C00002,ATP
11588,2.5.1.3,Zea mays,25471,0.0148,"37°C, pH 8.0",671903,CHEBI:16629,2mahmp,C04752,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate
11589,2.5.1.4,Sus scrofa,36,0.05,competitive inhibitor to S-adenosylmethionine,639731,CHEBI:57856,ahcys,,
11590,2.5.1.6,Saccharomyces cerevisiae,2,-999.0,Ki values for several phosphonate analogues and nucleotides,639050,,,,
11591,2.5.1.6,Saccharomyces cerevisiae,2,-999.0,Ki values for several phosphonate analogues and nucleotides,639051,,,,
11592,2.5.1.6,Escherichia coli,57029,2e-06,pH 8.0,658062,,,,
11593,2.5.1.6,Mus musculus,20322,0.0031,isoenzyme II,639047,CHEBI:40719,,,
11594,2.5.1.6,Mus musculus,30105,0.0057,isoenzyme II,639047,,,,
11595,2.5.1.6,Mus musculus,20322,0.0063,isoenzyme I,639047,CHEBI:40719,,,
11596,2.5.1.6,Mus musculus,30105,0.021,isoenzyme I,639047,,,,
11597,2.5.1.6,Catharanthus roseus,739,0.035,,639063,CHEBI:39949,pppi,C00536,Triphosphate
11598,2.5.1.6,Sulfolobus solfataricus,404,0.05,inhibits the A isoform; S-adenosylmethionine synthetase A,639048,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
11599,2.5.1.6,Saccharomyces cerevisiae,739,0.05,,639050,CHEBI:39949,pppi,C00536,Triphosphate
11600,2.5.1.6,Saccharomyces cerevisiae,3366,0.18,,639050,,,,
11601,2.5.1.6,Leishmania infantum,739,0.2,inhibition with respect to L-methionine,639075,CHEBI:39949,pppi,C00536,Triphosphate
11602,2.5.1.6,Trypanosoma brucei brucei,404,0.24,,639046,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
11603,2.5.1.6,Leishmania infantum,739,0.25,inhibition with respect to ATP,639075,CHEBI:39949,pppi,C00536,Triphosphate
11604,2.5.1.6,Leishmania infantum,17,0.3,inhibition with respect to ATP,639075,CHEBI:29888,ppi,C00013,Diphosphate
11605,2.5.1.6,Leishmania infantum,17,0.35,inhibition with respect to L-methionine,639075,CHEBI:29888,ppi,C00013,Diphosphate
11606,2.5.1.6,Trypanosoma brucei brucei,957,0.4,,639046,CHEBI:57932,met__D,,
11607,2.5.1.6,Trypanosoma brucei brucei,9266,0.51,,639046,CHEBI:30021,selmeth,C05335,L-Selenomethionine
11608,2.5.1.6,Trypanosoma brucei brucei,12516,0.71,,639046,CHEBI:68662,,,
11609,2.5.1.6,Leishmania infantum,4,0.8,noncompetitive inhibition at 0.5-5 mM ATP concentrations,639075,CHEBI:15422,atp,C00002,ATP
11610,2.5.1.6,Leishmania donovani,404,0.8,ATP concentrations of 0.5-5 mM,639078,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
11611,2.5.1.6,Trypanosoma brucei brucei,2669,1.6,,639046,CHEBI:71240,,,
11612,2.5.1.6,Cryptosporidium parvum,8077,3.6,"pH 8.2, 37°C",658771,CHEBI:40547,,C03969,1-Aminocyclopentanecarboxylate
11613,2.5.1.6,Mycobacterium smegmatis,4790,3.7,"37°C, pH 8.2",658351,CHEBI:2948,,C06837,Azathioprine
11614,2.5.1.6,Leishmania infantum,404,4.0,noncompetitive inhibition at 0.5-5 mM L-methionine concentrations,639075,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
11615,2.5.1.6,Leishmania donovani,404,4.0,L-methionine concentrations of 0.5-5 mM,639078,CHEBI:15414,amet,C00019,S-Adenosyl-L-methionine
11616,2.5.1.6,Mycobacterium smegmatis,2075,4.7,"37°C, pH 8.2",658351,CHEBI:63486,,,
11617,2.5.1.6,Trypanosoma brucei brucei,8077,17.0,,639046,CHEBI:40547,,C03969,1-Aminocyclopentanecarboxylate
11618,2.5.1.6,Trypanosoma brucei brucei,59,250.0,in presence of Mg2+,639046,CHEBI:29101,na1,C01330,Sodium cation
11619,2.5.1.7,Escherichia coli,2,-999.0,,637597,,,,
11620,2.5.1.7,Escherichia coli,1153,0.0086,wild-type enzyme,637598,CHEBI:28915,,C06454,Fosfomycin
11621,2.5.1.7,Enterobacter cloacae,8607,0.016,"20°C, pH 8.0",659457,,,,
11622,2.5.1.7,Escherichia coli,33221,0.038,,637606,,,,
11623,2.5.1.7,Escherichia coli,3299,0.04,at pH 8.0; wild-type enzyme,637598,,,,
11624,2.5.1.7,Escherichia coli,3299,0.08,at pH 8.0; mutant C115D,637598,,,,
11625,2.5.1.7,Escherichia coli,3299,0.1,at pH 6.0; mutant C115D,637598,,,,
11626,2.5.1.7,Enterobacter cloacae,20566,0.8,,637588,CHEBI:18199,ugmda,C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine
11627,2.5.1.7,Escherichia coli,1153,1.0,at pH 8.0; mutant C115D,637598,CHEBI:28915,,C06454,Fosfomycin
11628,2.5.1.7,Enterobacter cloacae,51876,1.7,,637594,,,,
11629,2.5.1.7,Escherichia coli,1153,2.0,at pH 6.0; mutant C115D,637598,CHEBI:28915,,C06454,Fosfomycin
11630,2.5.1.7,Enterobacter cloacae,20563,4.9,,637588,,,,
11631,2.5.1.9,Arabidopsis thaliana,2,-999.0,"inhibition kinetics, recombinant enzyme",658236,,,,
11632,2.5.1.9,Escherichia coli,8953,1.3e-06,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11633,2.5.1.9,Escherichia coli,42332,6.2e-06,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11634,2.5.1.9,Mycobacterium tuberculosis,7742,0.00056,"pH 7.0, 27°C",688575,,,,
11635,2.5.1.9,Mycobacterium tuberculosis,25409,0.00056,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11636,2.5.1.9,Escherichia coli,11876,0.00061,"pH 7.5, 37°C",637585,,,,
11637,2.5.1.9,Escherichia coli,11876,0.00061,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11638,2.5.1.9,Mycobacterium tuberculosis,42331,0.00074,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11639,2.5.1.9,Mycobacterium tuberculosis,7739,0.0025,"pH 7.0, 27°C",688575,,,,
11640,2.5.1.9,Mycobacterium tuberculosis,28830,0.0025,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11641,2.5.1.9,Escherichia coli,7742,0.0027,"pH 7.0, 27°C",688575,,,,
11642,2.5.1.9,Escherichia coli,25409,0.0027,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11643,2.5.1.9,Eremothecium ashbyi,15589,0.0029,,637565,CHEBI:27581,,C05995,7-Hydroxy-6-methyl-8-ribityl lumazine
11644,2.5.1.9,Eremothecium ashbyi,43626,0.003,,637565,,,,
11645,2.5.1.9,Mycobacterium tuberculosis,28828,0.0042,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,CHEBI:43549,,,
11646,2.5.1.9,Mycobacterium tuberculosis,14867,0.0067,"Ki value, mechanism is partial",705302,,,,
11647,2.5.1.9,Escherichia coli,68662,0.0068,"pH 7.5, 37°C",637586,,,,
11648,2.5.1.9,Escherichia coli,28828,0.008,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,CHEBI:43549,,,
11649,2.5.1.9,Mycobacterium tuberculosis,28831,0.0084,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11650,2.5.1.9,Mycobacterium tuberculosis,19113,0.0087,"noncompetitive mechanism, compound has a kis value of 0.0087 mM and moderate antibiotic activity against both Mycobacterium tuberculosis replicating phenotype and non-replicating persistent phenotype",705302,,,,
11651,2.5.1.9,Mycobacterium tuberculosis,19114,0.01,"Kis value, mechanism is partial",705302,,,,
11652,2.5.1.9,Mycobacterium tuberculosis,14868,0.01,"Kis value, mechanism is partial",705302,,,,
11653,2.5.1.9,Eremothecium ashbyi,43627,0.011,,637565,,,,
11654,2.5.1.9,Mycobacterium tuberculosis,14866,0.014,"Ki value, mechanism is partial",705302,,,,
11655,2.5.1.9,Mycobacterium tuberculosis,19114,0.016,"Ki value, mechanism is partial",705302,,,,
11656,2.5.1.9,Mycobacterium tuberculosis,14867,0.016,"Kis value, mechanism is partial",705302,,,,
11657,2.5.1.9,Eremothecium ashbyi,51458,0.017,,637565,,,,
11658,2.5.1.9,Eremothecium ashbyi,43625,0.017,,637565,,,,
11659,2.5.1.9,Escherichia coli,25341,0.02,"pH 7.5, 37°C",637585,,,,
11660,2.5.1.9,Escherichia coli,14865,0.02,"partial mechanism, Kis value",705302,,,,
11661,2.5.1.9,Mycobacterium tuberculosis,14868,0.023,"Ki value, mechanism is partial",705302,,,,
11662,2.5.1.9,Eremothecium ashbyi,51457,0.027,,637565,,,,
11663,2.5.1.9,Eremothecium ashbyi,51459,0.028,,637565,,,,
11664,2.5.1.9,Escherichia coli,19113,0.031,"partial mechanism, Ki value",705302,,,,
11665,2.5.1.9,Escherichia coli,19113,0.036,"partial mechanism, Kis value",705302,,,,
11666,2.5.1.9,Mycobacterium tuberculosis,28829,0.036,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11667,2.5.1.9,Mycobacterium tuberculosis,14865,0.0366,"noncompetitive mechanism, the most potent antibiotic compound displays a minimum inhibitory concentration of 0.0366 mM versus Mycobacterium tuberculosis replicating phenotype, the compound and its analogues provide the first examples of riboflavin synthase inhibitors with antibiotic activity",705302,,,,
11668,2.5.1.9,Escherichia coli,28831,0.037,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11669,2.5.1.9,Mycobacterium tuberculosis,14866,0.038,"Kis value, mechanism is partial",705302,,,,
11670,2.5.1.9,Escherichia coli,28829,0.038,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11671,2.5.1.9,Escherichia coli,7739,0.047,"pH 7.0, 27°C",688575,,,,
11672,2.5.1.9,Escherichia coli,28830,0.047,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11673,2.5.1.9,Mycobacterium tuberculosis,14865,0.0489,"noncompetitive mechanism, the most potent antibiotic compound displays a minimum inhibitory concentration of 0.0489 mM versus Mycobacterium tuberculosis nonreplicating phenotype",705302,,,,
11674,2.5.1.9,Escherichia coli,14865,0.05,"partial mechanism, Ki value",705302,,,,
11675,2.5.1.9,Mycobacterium tuberculosis,42329,0.052,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11676,2.5.1.9,Escherichia coli,14867,0.057,"Kis value, mechanism is partial",705302,,,,
11677,2.5.1.9,Escherichia coli,14868,0.061,"Ki value, mechanism is partial",705302,,,,
11678,2.5.1.9,Escherichia coli,14866,0.091,"Kis value, mechanism is partial",705302,,,,
11679,2.5.1.9,Escherichia coli,14868,0.104,"Kis value, mechanism is partial",705302,,,,
11680,2.5.1.9,Escherichia coli,14866,0.106,"Ki value, mechanism is partial",705302,,,,
11681,2.5.1.9,Escherichia coli,19114,0.135,"Ki value, mechanism is competitive",705302,,,,
11682,2.5.1.9,Escherichia coli,25342,0.15,"pH 7.5, 37°C",637585,,,,
11683,2.5.1.9,Escherichia coli,25363,0.16,"pH 7.5, 37°C",637586,,,,
11684,2.5.1.9,Geobacillus stearothermophilus,15589,0.18,,637575,CHEBI:27581,,C05995,7-Hydroxy-6-methyl-8-ribityl lumazine
11685,2.5.1.9,Escherichia coli,25402,0.19,"pH 7.5, 37°C",637586,,,,
11686,2.5.1.9,Escherichia coli,14867,0.312,"Ki value, mechanism is partial",705302,,,,
11687,2.5.1.9,Mycobacterium tuberculosis,42330,0.314,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11688,2.5.1.9,Escherichia coli,11961,0.332,"in 100 mM Tris-HCl, pH 7.0, 100 mM NaCl, 2% (v/v) DMSO, 5 mM dithiothreitol, at 27°C",723033,,,,
11689,2.5.1.9,Escherichia coli,25400,0.65,"pH 7.5, 37°C",637585,,,,
11690,2.5.1.9,Escherichia coli,10095,1.0,"pH 7.5, 37°C",637585,,,,
11691,2.5.1.9,Escherichia coli,10095,1.0,"pH 7.5, 37°C",637586,,,,
11692,2.5.1.9,Escherichia coli,25403,1.0,"pH 7.5, 37°C",637585,CHEBI:43332,,,
11693,2.5.1.9,Escherichia coli,25343,1.6,"pH 7.5, 37°C",637585,,,,
11694,2.5.1.10,Homo sapiens,113,0.0007,,638695,CHEBI:16584,ipdp,C00129,Isopentenyl diphosphate
11695,2.5.1.10,Phaedon cochleariae,175,0.322,"fixed substrate isopentenyl diphosphate (0.05 mM), pH and temperature not specified in the publication, metal cofactor: Mg2+",723664,CHEBI:17211,grdp,C00341,Geranyl diphosphate
11696,2.5.1.10,Phaedon cochleariae,113,1.05,"fixed substrate geranyl diphosphate (0.05 mM), pH and temperature not specified in the publication, metal cofactor: Mg2+",723664,CHEBI:16584,ipdp,C00129,Isopentenyl diphosphate
11697,2.5.1.15,Plasmodium falciparum,2,-999.0,KI values of sulfadoxine for recombinant enzymes,639673,,,,
11698,2.5.1.15,Escherichia coli,2,-999.0,KI values of sulfathiazole for wild-type and mutant enzyme,639676,,,,
11699,2.5.1.15,Streptococcus pneumoniae,2,-999.0,KI values of sulfathiazole inhibition on Streptococcus pneumoniae strains with different repeats of amino acids,639682,,,,
11700,2.5.1.15,Pisum sativum,2,-999.0,KI values of folate derivatives,639684,,,,
11701,2.5.1.15,Mycobacterium leprae,3721,1.1e-05,,639680,CHEBI:4325,,C07666,Dapsone
11702,2.5.1.15,Mycobacterium tuberculosis,3721,1.3e-05,,639680,CHEBI:4325,,C07666,Dapsone
11703,2.5.1.15,Mycobacterium leprae,11268,2.5e-05,,639680,CHEBI:102516,,,
11704,2.5.1.15,Mycobacterium tuberculosis,2097,2.8e-05,,639680,CHEBI:9332,,C07315,Sulfamethoxazole
11705,2.5.1.15,Mycobacterium leprae,2097,3e-05,,639680,CHEBI:9332,,C07315,Sulfamethoxazole
11706,2.5.1.15,Mycobacterium tuberculosis,11268,3.1e-05,,639680,CHEBI:102516,,,
11707,2.5.1.15,Escherichia coli,2097,0.00013,,1014,CHEBI:9332,,C07315,Sulfamethoxazole
11708,2.5.1.15,Escherichia coli,7523,0.00053,,1014,CHEBI:9495,,C11160,Thiram
11709,2.5.1.15,Streptococcus pneumoniae,2097,0.00059,,639679,CHEBI:9332,,C07315,Sulfamethoxazole
11710,2.5.1.15,Plasmodium falciparum,3232,0.0006,,662800,CHEBI:9337,,C11169,Sulfathiazole
11711,2.5.1.15,Saccharomyces cerevisiae,3721,0.00068,wild tpye,671307,CHEBI:4325,,C07666,Dapsone
11712,2.5.1.15,Streptococcus pneumoniae,1096,0.00085,,639679,CHEBI:45373,,C07458,Sulfanilamide
11713,2.5.1.15,Plasmodium falciparum,3721,0.001,,662800,CHEBI:4325,,C07666,Dapsone
11714,2.5.1.15,Plasmodium falciparum,7645,0.0015,,662800,CHEBI:59057,,,
11715,2.5.1.15,Plasmodium falciparum,23507,0.0016,,662800,CHEBI:94719,,,
11716,2.5.1.15,Plasmodium falciparum,23506,0.0018,,662800,CHEBI:32161,,,
11717,2.5.1.15,Plasmodium falciparum,12698,0.0019,,662800,CHEBI:132842,,,
11718,2.5.1.15,Saccharomyces cerevisiae,3721,0.00205,mutant T557A,671307,CHEBI:4325,,C07666,Dapsone
11719,2.5.1.15,Plasmodium falciparum,35165,0.0027,,662800,CHEBI:55548,,,
11720,2.5.1.15,Saccharomyces cerevisiae,7645,0.00295,wild tpye,671307,CHEBI:59057,,,
11721,2.5.1.15,Plasmodium falciparum,11268,0.0033,,662800,CHEBI:102516,,,
11722,2.5.1.15,Bacillus anthracis,71048,0.0036,100 microM 4-aminobenzoate,691070,,,,
11723,2.5.1.15,Saccharomyces cerevisiae,2097,0.00371,mutant T557A,671307,CHEBI:9332,,C07315,Sulfamethoxazole
11724,2.5.1.15,Plasmodium falciparum,2097,0.0044,,662800,CHEBI:9332,,C07315,Sulfamethoxazole
11725,2.5.1.15,Plasmodium falciparum,15975,0.0048,,662800,CHEBI:102130,,,
11726,2.5.1.15,Pisum sativum,1965,0.005,inhibitor of p-aminobenzoic acid,639674,CHEBI:4581,dhpt,C00921,Dihydropteroate
11727,2.5.1.15,Escherichia coli,1096,0.0057,,1014,CHEBI:45373,,C07458,Sulfanilamide
11728,2.5.1.15,Saccharomyces cerevisiae,7645,0.0063,mutant T557A,671307,CHEBI:59057,,,
11729,2.5.1.15,Plasmodium falciparum,3097,0.0068,,662800,CHEBI:9328,,C07658,Sulfadiazine
11730,2.5.1.15,Pisum sativum,1965,0.007,"inhibitor of 6-hydroxymethyl-7,8-dihydropteridine diphosphate",639674,CHEBI:4581,dhpt,C00921,Dihydropteroate
11731,2.5.1.15,Plasmodium falciparum,11591,0.0076,,662800,CHEBI:102484,,C07318,Sulfisoxazole
11732,2.5.1.15,Plasmodium falciparum,5197,0.0082,,662800,CHEBI:27565,,C02518,4-Aminosalicylate
11733,2.5.1.15,Saccharomyces cerevisiae,2097,0.0085,wild tpye,671307,CHEBI:9332,,C07315,Sulfamethoxazole
11734,2.5.1.15,Plasmodium falciparum,8489,0.011,,662800,CHEBI:9329,,C07630,Sulfadoxine
11735,2.5.1.15,Plasmodium chabaudi,3232,0.014,,639670,CHEBI:9337,,C11169,Sulfathiazole
11736,2.5.1.15,Saccharomyces cerevisiae,3721,0.0148,mutant P559S,671307,CHEBI:4325,,C07666,Dapsone
11737,2.5.1.15,Streptococcus pneumoniae,1322,0.015,,639679,CHEBI:27470,fol,C00504,Folate
11738,2.5.1.15,Plasmodium chabaudi,5197,0.023,,639668,CHEBI:27565,,C02518,4-Aminosalicylate
11739,2.5.1.15,Streptococcus pneumoniae,51928,0.025,,639679,,,,
11740,2.5.1.15,Plasmodium chabaudi,51281,0.043,,639668,CHEBI:44841,6hmhpt,C01300,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine"
11741,2.5.1.15,Plasmodium falciparum,1096,0.0437,,662800,CHEBI:45373,,C07458,Sulfanilamide
11742,2.5.1.15,Saccharomyces cerevisiae,7645,0.0513,mutant P559S,671307,CHEBI:59057,,,
11743,2.5.1.15,Saccharomyces cerevisiae,2097,0.0543,mutant P559S,671307,CHEBI:9332,,C07315,Sulfamethoxazole
11744,2.5.1.15,Plasmodium chabaudi,20529,0.069,,"639668, 639670",CHEBI:94621,,,
11745,2.5.1.15,Plasmodium falciparum,23508,0.0941,,662800,CHEBI:63845,,,
11746,2.5.1.15,Saccharomyces cerevisiae,7645,0.096,mutant T557A/P559S,671307,CHEBI:59057,,,
11747,2.5.1.15,Plasmodium chabaudi,1096,0.13,,"639668, 639670",CHEBI:45373,,C07458,Sulfanilamide
11748,2.5.1.15,Plasmodium chabaudi,10787,0.14,,639668,CHEBI:27500,,C06335,4-Aminobenzenesulfonate
11749,2.5.1.15,Campylobacter jejuni,3232,0.5,resistant enzyme,639678,CHEBI:9337,,C11169,Sulfathiazole
11750,2.5.1.15,Saccharomyces cerevisiae,2097,0.76,mutant T557V/P559S,671307,CHEBI:9332,,C07315,Sulfamethoxazole
11751,2.5.1.15,Saccharomyces cerevisiae,7645,0.94,mutant T557V/P559S,671307,CHEBI:59057,,,
11752,2.5.1.15,Lactobacillus plantarum,15901,1.0,,1022,CHEBI:61114,,,
11753,2.5.1.15,Saccharomyces cerevisiae,3721,1.16,mutant T557A/P559S,671307,CHEBI:4325,,C07666,Dapsone
11754,2.5.1.15,Saccharomyces cerevisiae,2097,1.17,mutant T557A/P559S,671307,CHEBI:9332,,C07315,Sulfamethoxazole
11755,2.5.1.15,Saccharomyces cerevisiae,3721,1.29,mutant T557V/P559S,671307,CHEBI:4325,,C07666,Dapsone
11756,2.5.1.16,Rattus norvegicus,4563,8e-06,prostate,639702,,,,
11757,2.5.1.16,Sus scrofa,6604,4e-05,,639688,,,,
11758,2.5.1.16,Escherichia coli,4563,5e-05,,639702,,,,
11759,2.5.1.16,Plasmodium falciparum,6604,0.00018,,662805,,,,
11760,2.5.1.16,Rattus norvegicus,22029,0.00026,0.0035-0.007 mM,639700,,,,
11761,2.5.1.16,Rattus norvegicus,22029,0.0011,0.4 mM,639700,,,,
11762,2.5.1.16,Rattus norvegicus,22029,0.0015,0.3 mM,639700,,,,
11763,2.5.1.16,Rattus norvegicus,22029,0.0019,0.2 mM,639700,,,,
11764,2.5.1.16,Bos taurus,29267,0.0023,,639698,,,,
11765,2.5.1.16,Rattus norvegicus,6431,0.005,,639701,CHEBI:17141,cysam,C01678,Cysteamine
11766,2.5.1.17,Salmonella enterica,62501,0.0013,"37°C, recombinant wild-type enzyme",674510,,,,
11767,2.5.1.18,Rattus norvegicus,2,-999.0,inhibition kinetics,671916,,,,
11768,2.5.1.18,Homo sapiens,2,-999.0,inhibition kinetics,674457,,,,
11769,2.5.1.18,Homo sapiens,2,-999.0,"inhibition kinetics and mechanism of brostallicin and derivatives, overview",702366,,,,
11770,2.5.1.18,Zea mays,2,-999.0,"inhibition kinetics of wild-type and mutant enzymes, overview",702782,,,,
11771,2.5.1.18,Homo sapiens,2,-999.0,"inhibition kinetics of 2-(pyrrolesulfonylmethyl)-N-arylimines versus substrate 1-chloro-2,4-dinitrobenzene on GSTA1-1, overview",722924,,,,
11772,2.5.1.18,Homo sapiens,2,-999.0,"kinetic inhibition studies with dieldrin and spiromesifen, overview",723004,,,,
11773,2.5.1.18,Homo sapiens,10255,0.0001,"versus 1-chloro-2,4-dinitrobenzene, pH 6.5, 37°C, recombinant wild-type GSTA1-1",723004,CHEBI:125455,,,
11774,2.5.1.18,Homo sapiens,14310,0.00021,"inhibition H site, pH and temperature not specified in the publication",722870,,,,
11775,2.5.1.18,Plasmodium yoelii,1138,0.0004,,689324,,,,
11776,2.5.1.18,Homo sapiens,10406,0.0004,"versus 1-chloro-2,4-dinitrobenzene, pH 6.5, 37°C, recombinant wild-type GSTA1-1",723004,CHEBI:38640,,C18488,Spiromesifen
11777,2.5.1.18,Plasmodium falciparum,5140,0.0005,,684236,,,,
11778,2.5.1.18,Taenia solium,1138,0.0005,,663013,,,,
11779,2.5.1.18,Gallus gallus,822,0.001,with reduced glutathione,637897,CHEBI:26355,pheme,C00032,Heme
11780,2.5.1.18,Homo sapiens,2842,0.002,major form,637920,,,,
11781,2.5.1.18,Taenia solium,3847,0.002,,663013,CHEBI:35036,,C14413,Triphenyltin chloride
11782,2.5.1.18,Homo sapiens,10406,0.0021,"versus glutathione, pH 6.5, 37°C, recombinant wild-type GSTA1-1",723004,CHEBI:38640,,C18488,Spiromesifen
11783,2.5.1.18,Homo sapiens,10255,0.0023,"versus glutathione, pH 6.5, 37°C, recombinant wild-type GSTA1-1",723004,CHEBI:125455,,,
11784,2.5.1.18,Rattus norvegicus,8116,0.003,transferase B,637922,CHEBI:31696,,,
11785,2.5.1.18,Plasmodium yoelii,822,0.004,"pH 6.5, 25°C",676291,CHEBI:26355,pheme,C00032,Heme
11786,2.5.1.18,Rattus norvegicus,3084,0.0045,"pH 6.5, 25°C",673034,CHEBI:6771,,C11336,Mersalyl acid
11787,2.5.1.18,Taenia solium,3847,0.0055,,689322,CHEBI:35036,,C14413,Triphenyltin chloride
11788,2.5.1.18,Mus musculus,599,0.0056,,637924,CHEBI:16990,bilirub,C00486,Bilirubin
11789,2.5.1.18,Homo sapiens,14310,0.0088,"inhibition G site, pH and temperature not specified in the publication",722870,,,,
11790,2.5.1.18,Taenia solium,2398,0.01,,663013,,,,
11791,2.5.1.18,Plasmodium falciparum,4647,0.01,,684236,,,,
11792,2.5.1.18,Plasmodium falciparum,868,0.01,,684236,CHEBI:15430,ppp9,C02191,Protoporphyrin
