Commentary,EC_number,KEGG_ID,KI_Value,LigandID,Literature,Mechanism,Mode,Name,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
"4.7 mM, 50% inhibition",2.4.2.14,C00020,,30,489763,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,gluprt
,2.4.2.14,C00035,,53,489747,,-,GDP,Escherichia coli,BRENDA,gdp,CHEBI:17552,gluprt
"approx. 2.5 mM, complete inhibition, highly sigmoidal inhibition curve, competitive vs. 5-phospho-alpha-D-ribose 1-diphosphate, GMP and AMP together have an synergistic effect on inhibition",2.4.2.14,C00144,,162,489747,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,gluprt
"1.2-1.4 mM, 50% inhibition",2.4.2.14,C00144,,162,489763,,-,GMP,Escherichia coli,BRENDA,gmp,CHEBI:17345,gluprt
"5 mM, 79% inhibition",2.4.2.14,C00044,,37,489747,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,gluprt
"5 mM, 86% inhibition",2.4.2.14,C00130,,232,489747,,-,IMP,Escherichia coli,BRENDA,imp,CHEBI:17202,gluprt
51% inhibition; 5 mM,2.4.2.14,C00655,,1007,489747,,-,Xanthosine 5'-phosphate,Escherichia coli,BRENDA,xmp,CHEBI:15652,gluprt
"linear competitive inhibitor with respect to ATP, stabilizes the enzyme to thermal inactivation, protect the ordered enzymatic structure against thermodenaturation",2.4.2.17,C00020,,30,"637662, 637668",,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,atpprt
binding structure and inhibition mode,2.4.2.17,C00020,,30,659707,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,atpprt
inhibits the reaction at high concentrations,2.4.2.17,C00002,,4,637662,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,atpprt
"feed-back inhibition; stabilizes the enzyme to thermal inactivation, protects the ordered enzymatic structure against thermodenaturation, no interaction with binding sites",2.4.2.17,,,349,"637662, 637668",,-,,Escherichia coli,BRENDA,his__l,CHEBI:57595,atpprt
feed-back inhibition,2.4.2.17,,,349,"637667, 637674",,-,,Escherichia coli,BRENDA,his__l,CHEBI:57595,atpprt
"transferase activity of component II is only inhibitable by L-tryptophan when the component is in the complex, this inhibition does not appear to depend upon the feedback-sensitive site of complex I",2.4.2.18,,,119,638663,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,anprt
,2.4.2.18,,,119,638674,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,anprt
competitive with respect to 5-phosphoribosyl-1-diphosphate and noncompetitive with respect to quinolinate,2.4.2.19,C00354,,10623,638020,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,nndpr
noncompetitive with respect to both 5-phosphoribosyl-1-diphosphate and quinolinate,2.4.2.19,C00013,,17,638020,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,nndpr
competitive with respect to 5-phosphoribosyl-1-diphosphate,2.4.2.19,C01185,,5194,638020,,-,Nicotinate D-ribonucleotide,Escherichia coli,BRENDA,nicrnt,CHEBI:15763,nndpr
,2.4.99.12,C06026,,74877,698691,,-,Di[3-deoxy-D-manno-octulosonyl]-lipid A,Escherichia coli,BRENDA,lipa,CHEBI:27963,moat
,2.4.99.13,C06026,,74877,698691,,-,Di[3-deoxy-D-manno-octulosonyl]-lipid A,Escherichia coli,BRENDA,lipa,CHEBI:27963,moat2
"0.5 mM, 50% inhibition, uncompetitive with respect to both substrates",2.5.1.3,C00227,,358,639722,,-,Acetyl phosphate,Escherichia coli,BRENDA,actp,CHEBI:15350,tmppp
"4 mM, 82.8% inhibition",2.5.1.3,C00227,,358,639723,,-,Acetyl phosphate,Escherichia coli,BRENDA,actp,CHEBI:15350,tmppp
,2.5.1.3,C00008,,13,639722,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,tmppp
"4 mM, 42.4% inhibition",2.5.1.3,C00008,,13,639723,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,tmppp
uncompetitive with respect to both substrates,2.5.1.3,C00002,,4,639722,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,tmppp
"4 mM, 64.7% inhibition",2.5.1.3,C00002,,4,639723,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,tmppp
,2.5.1.3,,,60,639722,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,tmppp
"4 mM, 58.7% inhibition",2.5.1.3,,,60,639723,,-,,Escherichia coli,BRENDA,ctp,CHEBI:37563,tmppp
,2.5.1.3,C00013,,17,639722,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmppp
"0.05 mM, 50% inhibition",2.5.1.3,C00013,,17,639723,,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,tmppp
,2.5.1.3,C00044,,37,639722,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,tmppp
"4 mM, 76.7% inhibition",2.5.1.3,C00044,,37,639723,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,tmppp
,2.5.1.3,C00074,,51,639722,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,tmppp
"4 mM, 31.1% inhibition",2.5.1.3,C00074,,51,639723,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,tmppp
,2.5.1.3,C00075,,65,639722,,-,UTP,Escherichia coli,BRENDA,utp,CHEBI:15713,tmppp
"4 mM, 71.6% inhibition",2.5.1.3,C00075,,65,639723,,-,UTP,Escherichia coli,BRENDA,utp,CHEBI:15713,tmppp
,2.5.1.6,C00013,,17,"639045, 639056",,-,Diphosphate,Escherichia coli,BRENDA,ppi,CHEBI:29888,metat
,2.5.1.6,C00044,,37,639056,,-,GTP,Escherichia coli,BRENDA,gtp,CHEBI:15996,metat
,2.5.1.6,C00009,,16,"639045, 639056",,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,metat
,2.5.1.6,C00019,,404,"639045, 639056",,-,S-Adenosyl-L-methionine,Escherichia coli,BRENDA,amet,CHEBI:15414,metat
,2.5.1.6,C00536,,739,639045,,-,Triphosphate,Escherichia coli,BRENDA,pppi,CHEBI:39949,metat
competitive with ATP,2.5.1.6,C00536,,739,639056,,-,Triphosphate,Escherichia coli,BRENDA,pppi,CHEBI:39949,metat
"metal ions do not enhance the activity of enzymes, activity is inhibited by 10 mM",2.5.1.7,C00175,,23,706916,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,uagcvt
"metal ions do not enhance the activity of enzymes, activity is inhibited by 10 mM",2.5.1.7,,,19,706916,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,uagcvt
"metal ions do not enhance the activity of enzymes, activity is inhibited by 10 mM",2.5.1.7,C14818,,25,706916,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,uagcvt
weak,2.5.1.7,C01050,,16007,637590,,-,UDP-N-acetylmuramate,Escherichia coli,BRENDA,uamr,CHEBI:70765,uagcvt
competitive with phosphate,2.5.1.7,C01050,,16007,658113,,-,UDP-N-acetylmuramate,Escherichia coli,BRENDA,uamr,CHEBI:70765,uagcvt
,2.5.1.7,C01050,,16007,702267,,-,UDP-N-acetylmuramate,Escherichia coli,BRENDA,uamr,CHEBI:70765,uagcvt
weak,2.5.1.7,C01212,,95310,637590,,-,UDP-N-acetylmuramoyl-L-alanine,Escherichia coli,BRENDA,uama,CHEBI:84726,uagcvt
weak,2.5.1.7,C00692,,44916,637590,,-,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,Escherichia coli,BRENDA,uamag,CHEBI:16970,uagcvt
above 1 mM,2.5.1.7,C04882,,20566,637590,,-,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,Escherichia coli,BRENDA,ugmda,CHEBI:18199,uagcvt
"metal ions do not enhance the activity of enzymes, activity is inhibited by 10 mM",2.5.1.7,C00038,,14,706916,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,uagcvt
,2.5.1.15,C00921,,20075,"639665, 639666",,-,Dihydropteroate,Escherichia coli,BRENDA,dhpt,CHEBI:4581,dhps2
W strain,2.5.1.16,C00170,,400,392545,,-,5'-Methylthioadenosine,Escherichia coli,BRENDA,5mta,CHEBI:17509,apcs
competitive substrate inhibition,2.5.1.16,C01137,,3271,"639708, 639709",,-,S-Adenosylmethioninamine,Escherichia coli,BRENDA,ametam,CHEBI:15625,apcs
W strain,2.5.1.16,C00315,,148,392545,,-,Spermidine,Escherichia coli,BRENDA,spmd,CHEBI:16610,apcs
,2.5.1.16,C00315,,148,"639706, 639707",,-,Spermidine,Escherichia coli,BRENDA,spmd,CHEBI:16610,apcs
product inhibition,2.5.1.19,C01269,,1668,638175,,-,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,Escherichia coli,BRENDA,3psme,CHEBI:16257,pscvt
substrate inhibition,2.5.1.19,C00074,,51,638176,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,pscvt
"20 mM, 85% inactivation after 1 h in the presence of cyanoborhydride, no inactivation in the absence of cyanoborhydride, preincubation with 5-enolpyruvylshikimate or a combination of shikimate 3-phosphate and glyphosate prevents from inactivation",2.5.1.19,C00022,,31,638178,,-,Pyruvate,Escherichia coli,BRENDA,pyr,CHEBI:32816,pscvt
inhibitory effect,2.5.1.39,C00076,,15,704240,,-,Calcium cation,Escherichia coli,BRENDA,ca2,CHEBI:29108,hbzopt
inhibitory effect,2.5.1.39,C01413,,52,704240,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,hbzopt
inhibitory effect,2.5.1.39,,,19,704240,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,hbzopt
inhibitory effect,2.5.1.39,C14818,,25,704240,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,hbzopt
inhibitory effect,2.5.1.39,C00038,,14,704240,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,hbzopt
competitive with respect to phosphoenolpyruvate,2.5.1.54,,,750,639749,,-,,Escherichia coli,BRENDA,2pg,CHEBI:24344,ddpa
,2.5.1.54,C04691,,112551,639741,,-,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate,Escherichia coli,BRENDA,2dda7p,CHEBI:18150,ddpa
"Tyr-sensitive isozyme, strong inhibition, reactivation by divalent cations only to a small extent",2.5.1.54,C01326,,159,639777,,-,Hydrogen cyanide,Escherichia coli,BRENDA,cyan,CHEBI:18407,ddpa
"0.02 mM, complete inactivation; Phe-sensitive isozyme, complete inactivation at 0.02 mM, destabilization of the enzymes quarternary structure; phosphoenolpyruvate protects",2.5.1.54,,,19,639771,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,ddpa
"Phe-sensitive isozyme: in absence of phosphoenolpyruvate the enzyme is inhibited via formation of a covalent binding to Lys186 via a slow Schiff base reaction, mechanism",2.5.1.54,C00279,,500,639796,,-,D-Erythrose 4-phosphate,Escherichia coli,BRENDA,e4p,CHEBI:48153,ddpa
,2.5.1.54,C00354,,583,639741,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,ddpa
,2.5.1.54,C00447,,101771,639741,,-,"Sedoheptulose 1,7-bisphosphate",Escherichia coli,BRENDA,s17bp,CHEBI:17969,ddpa
,2.5.1.54,C05382,,3626,639741,,-,Sedoheptulose 7-phosphate,Escherichia coli,BRENDA,s7p,CHEBI:15721,ddpa
"0.02 mM: 60% inactivation. 0.2 mM: 90% inactivation; Phe-sensitive isozyme, 60% inactivation at 0.02 mM, 90% inactivation at 0.2 mM; phosphoenolpyruvate protects",2.5.1.54,C14818,,25,639771,,-,Fe2+,Escherichia coli,BRENDA,fe2,CHEBI:29033,ddpa
no inhibition,2.5.1.54,,,379,639746,,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
L-Phe; Phe-sensitive isozyme,2.5.1.54,,,379,639750,,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
L-Phe; Phe-sensitive isozyme; strong,2.5.1.54,,,379,639753,,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
"feed-back inhibition, Phe-sensitive isozyme; Phe-sensitive isozyme",2.5.1.54,,,379,"639771, 639775",,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
Phe-sensitive isozyme,2.5.1.54,,,379,"639768, 639776, 639796",,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
"1 Mn, wild-type 8.2% residual activity",2.5.1.54,,,429,659071,,-,,Escherichia coli,BRENDA,phe__l,CHEBI:58095,ddpa
non-competitive with respect to both phosphoenolpyruvate and D-erythrose 4-phosphate,2.5.1.54,C00009,,16,639747,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,ddpa
Trp-sensitive isozyme,2.5.1.54,,,817,639767,,-,,Escherichia coli,BRENDA,trp__l,CHEBI:57912,ddpa
"0.02 mM, 50% inhibition; Tyr-sensitive isozyme",2.5.1.54,,,618,639746,,-,,Escherichia coli,BRENDA,tyr__l,CHEBI:58315,ddpa
"feedback inhibition; noncompetitive with respect to D-erythrose 4-phosphate, competitive with respect to phosphoenolpyruvate; Tyr-sensitive isozyme",2.5.1.54,,,618,639747,,-,,Escherichia coli,BRENDA,tyr__l,CHEBI:58315,ddpa
L-Tyr; Tyr-sensitive isozyme,2.5.1.54,,,618,639750,,-,,Escherichia coli,BRENDA,tyr__l,CHEBI:58315,ddpa
Tyr-sensitive isozyme,2.5.1.54,,,618,"639753, 639777",,-,,Escherichia coli,BRENDA,tyr__l,CHEBI:58315,ddpa
,2.5.1.55,C01413,,52,637395,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,kdops
1 mM,2.5.1.55,C01413,,52,637397,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,kdops
1 mM,2.5.1.55,,,19,637397,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,kdops
,2.5.1.55,,,19,"637395, 637416",,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,kdops
reversed by dithiothreitol,2.5.1.55,C00703,,33,637395,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,kdops
1 mM,2.5.1.55,C00703,,33,637397,,-,Mercury(2+),Escherichia coli,BRENDA,hg2,CHEBI:16793,kdops
,2.5.1.55,C00009,,16,637397,,-,Orthophosphate,Escherichia coli,BRENDA,pi,CHEBI:26078,kdops
1 mM,2.5.1.55,C00038,,14,637397,,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,kdops
,2.5.1.55,C00038,,14,"637395, 637416",,-,Zinc cation,Escherichia coli,BRENDA,zn2,CHEBI:29105,kdops
"1 mM, inactivation",2.5.1.72,,,22,684659,,-,,Escherichia coli,BRENDA,h2o2,CHEBI:29192,qulns
"the activity of the enzyme within Escherichia coli is diminished by exposure of the cells to 4.2 atm O2, while the activity in extracts is rapidly decreased by 0.2 atm O2. Inactivation in extracts can be gradually reversed during anaerobic incubation, but is blocked by alpha, alpha'-dipyridyl or by 1,10-phenanthroline",2.5.1.72,,,9,684659,,-,,Escherichia coli,BRENDA,o2,CHEBI:27140,qulns
,2.6.1.11,,,19,644946,,-,,Escherichia coli,BRENDA,cu2,CHEBI:29036,acota
,2.6.1.11,C00077,,192,644947,,-,L-Ornithine,Escherichia coli,BRENDA,orn,CHEBI:15729,acota
competitive with respect to D-fructose 6-phosphate,2.6.1.16,C01096,,22020,639929,,-,Sorbitol 6-phosphate,Escherichia coli,BRENDA,sbt6p,CHEBI:17044,gf6pta
"negative feedback-regulation at post-transcriptional level. The biological function of small RNA GlmZ is to positively control the enzyme's mRNA in response to D-glucosamine 6-phosphate concentrations. YhbJ, a gene of the rpoN operon, negatively regulates GlmZ",2.6.1.16,C00352,,501,689045,,-,D-Glucosamine 6-phosphate,Escherichia coli,BRENDA,gam6p,CHEBI:47987,gf6pta
"1 mM, about 50% loss of activity",2.6.1.16,C00352,,12491,672444,,-,D-Glucosamine 6-phosphate,Escherichia coli,BRENDA,gam6p,CHEBI:47987,gf6pta
competitive with respect to L-glutamine,2.6.1.16,C04322,,51635,639926,,-,Delta1-Pyrroline-5-carboxylate,Escherichia coli,BRENDA,1pyr5c,CHEBI:1372,gf6pta
,2.6.1.16,,,33180,639916,,-,,Escherichia coli,BRENDA,23dappa,CHEBI:57721,gf6pta
"at high concentrations, inhibition in both directions",2.6.1.17,C00026,,34,636965,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,sdpta
substrate inhibition,2.6.1.19,C00026,,34,661189,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,abta
,2.6.1.19,C00042,,58,661189,,-,Succinate,Escherichia coli,BRENDA,succ,CHEBI:15741,abta
complete inhibition at 0.5 mM,2.6.1.29,C01326,,118,639951,,-,Hydrogen cyanide,Escherichia coli,BRENDA,cyan,CHEBI:18407,spmdat2
,2.6.1.42,C00026,,5098,721470,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,ileta
17.5% activity in the presence of 10 mM,2.6.1.42,C00026,,5098,722933,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,ileta
,2.6.1.42,C00026,,34,722998,,-,2-Oxoglutarate,Escherichia coli,BRENDA,akg,CHEBI:30915,ileta
competitive with adenosyl-L-methionine,2.6.1.62,,,8030,"637092, 637094",,-,,Escherichia coli,BRENDA,8aonn,CHEBI:57532,amaotr
,2.6.1.62,,,8030,"637090, 637095",,-,,Escherichia coli,BRENDA,8aonn,CHEBI:57532,amaotr
,2.6.1.62,,,1494,661047,,-,,Escherichia coli,BRENDA,8aonn,CHEBI:57532,amaotr
8 mM,2.6.1.62,C00147,,144,637092,,-,Adenine,Escherichia coli,BRENDA,ade,CHEBI:16708,amaotr
5 mM,2.6.1.62,C00212,,122,637092,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,amaotr
,2.6.1.62,C00212,,122,637094,,-,Adenosine,Escherichia coli,BRENDA,adn,CHEBI:16335,amaotr
5 mM,2.6.1.62,,,36,637092,,-,,Escherichia coli,BRENDA,ahcys,CHEBI:57856,amaotr
growing this microorganism in the presence of alanine represses transaminase C activity,2.6.1.66,,,103,640186,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,vpamtr
,2.6.1.66,,,103,640187,,-,,Escherichia coli,BRENDA,ala__l,CHEBI:57972,vpamtr
growing this microorganism in the presence of leucine represses transaminase C activity,2.6.1.66,,,127,640186,,-,,Escherichia coli,BRENDA,leu__l,CHEBI:57427,vpamtr
,2.6.1.66,,,127,640187,,-,,Escherichia coli,BRENDA,leu__l,CHEBI:57427,vpamtr
,2.7.1.11,C00002,,4,640421,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,pfk
at alkaline pH; mechanism,2.7.1.11,C00002,,4,640490,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,pfk
inhibition of fructose 1-phosphate phosphorylation above 0.08 mM ATP,2.7.1.11,C00002,,4,640526,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,pfk
strong inhibition,2.7.1.11,,,131,640421,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,pfk
isoenzyme PFK2,2.7.1.11,,,131,640463,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,pfk
"cAMP, ADP or fructose 1,6-bisphosphate restore activity",2.7.1.11,,,131,640486,,-,,Escherichia coli,BRENDA,cit,CHEBI:76049,pfk
,2.7.1.11,,,671,640421,,-,,Escherichia coli,BRENDA,f1p,CHEBI:78736,pfk
inhibition occurs at low concentrations of fructose 6-phosphate,2.7.1.11,C00085,,87,722736,,-,D-Fructose 6-phosphate,Escherichia coli,BRENDA,f6p,CHEBI:61553,pfk
,2.7.1.11,C00074,,51,"640421, 640463",,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,pfk
feedback inhibition,2.7.1.11,C00074,,51,640486,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,pfk
,2.7.1.11,C00074,,51,722736,,-,Phosphoenolpyruvate,Escherichia coli,BRENDA,pep,CHEBI:44897,pfk
inhibition above 5 mM,2.7.1.15,C00002,,4,641005,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,rbk
substrate inhibition,2.7.1.15,C00002,,4,673692,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,rbk
substrate inhibition,2.7.1.15,C00121,,292,673692,,-,D-Ribose,Escherichia coli,BRENDA,rib__d,CHEBI:47013,rbk
above 2.5 mM: gradual inhibition,2.7.1.15,C00305,,6,641005,,-,Magnesium cation,Escherichia coli,BRENDA,mg2,CHEBI:18420,rbk
,2.7.1.21,C00147,,144,641132,,-,Adenine,Escherichia coli,BRENDA,ade,CHEBI:16708,durik1
,2.7.1.21,C00033,,92882,641144,,-,Acetate,Escherichia coli,BRENDA,ac,CHEBI:15366,durik1
,2.7.1.21,C01327,,141,641144,,-,Hydrochloric acid,Escherichia coli,BRENDA,cl,CHEBI:17883,durik1
50-90% inhibition at 0.2-0.8 mM; competitive to thymidine,2.7.1.21,,,145,641117,,-,,Escherichia coli,BRENDA,dttp,CHEBI:37568,durik1
,2.7.1.21,,,145,641123,,-,,Escherichia coli,BRENDA,dttp,CHEBI:37568,durik1
,2.7.1.21,C00238,,39,641144,,-,Potassium cation,Escherichia coli,BRENDA,k,CHEBI:29103,durik1
,2.7.1.21,C01330,,59,641144,,-,Sodium cation,Escherichia coli,BRENDA,na1,CHEBI:29101,durik1
"0.01 mM, 61% inhibition",2.7.1.23,C00004,,8,641189,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,nadk
,2.7.1.23,C00004,,8,691390,,-,NADH,Escherichia coli,BRENDA,nadh,CHEBI:16908,nadk
"0.1 mM, 21% inhibition",2.7.1.23,C00006,,10,641189,,-,NADP+,Escherichia coli,BRENDA,nadp,CHEBI:18009,nadk
"0.01 mM, 76% inhibition",2.7.1.23,C00005,,5,641189,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,nadk
,2.7.1.23,C00005,,5,691390,,-,NADPH,Escherichia coli,BRENDA,nadph,CHEBI:16474,nadk
,2.7.1.25,C00224,,425,641215,,-,Adenylyl sulfate,Escherichia coli,BRENDA,aps,CHEBI:17709,adsk
"free form, reverse reaction, weak",2.7.1.25,C00008,,13,641215,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,adsk
"free form, weak inhibition; MgATP2-: product inhibition, reverse reaction",2.7.1.25,C00002,,4,641215,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,adsk
in excess,2.7.1.25,C01413,,52,641215,,-,Cadmium,Escherichia coli,BRENDA,cd2,CHEBI:48775,adsk
"in excess, activating below",2.7.1.25,C00175,,23,641215,,-,Cobalt ion,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,adsk
,2.7.1.25,C00016,,20,641217,,-,FAD,Escherichia coli,BRENDA,fad,CHEBI:16238,adsk
"in excess, activating below",2.7.1.25,,,11,641215,,-,,Escherichia coli,BRENDA,mn2,CHEBI:29035,adsk
thioredoxin reverses inactivation,2.7.1.25,C00127,,1794,641217,,-,Glutathione disulfide,Escherichia coli,BRENDA,gthox,CHEBI:17858,adsk
,2.7.1.30,C00008,,13,"641287, 641294",,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,glyk
substrate inhibition,2.7.1.30,C00002,,4,722712,,-,ATP,Escherichia coli,BRENDA,atp,CHEBI:15422,glyk
,2.7.1.30,C00354,,106,701931,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
allosteric inhibition,2.7.1.30,C00354,,1895,722712,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
,2.7.1.30,C00354,,1755,661122,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
,2.7.1.30,C00354,,295,"641287, 641294, 641295, 641309",,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
"normal enzyme is inhibited, genetically altered enzyme not, inhibition is reduced by high pH, high ionic strength or 0.2 M guanidine HCl",2.7.1.30,C00354,,295,641311,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
mechanism,2.7.1.30,C00354,,295,641326,,-,"D-Fructose 1,6-bisphosphate",Escherichia coli,BRENDA,fdp,CHEBI:37736,glyk
,2.7.1.30,,,445,641287,,-,,Escherichia coli,BRENDA,glyc3p,CHEBI:57597,glyk
,2.7.1.33,C00332,,187,641393,,-,Acetoacetyl-CoA,Escherichia coli,BRENDA,aacoa,CHEBI:15345,pntk
,2.7.1.33,C00024,,29,641393,,-,Acetyl-CoA,Escherichia coli,BRENDA,accoa,CHEBI:15351,pntk
,2.7.1.33,C00008,,13,641393,,-,ADP,Escherichia coli,BRENDA,adp,CHEBI:16761,pntk
,2.7.1.33,C00020,,30,641393,,-,AMP,Escherichia coli,BRENDA,amp,CHEBI:16027,pntk
in vitro; in vivo; kinetics,2.7.1.33,C00010,,18,641393,,-,CoA,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
feedback inhibitor,2.7.1.33,C00010,,18,671053,,-,CoA,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
competitive,2.7.1.33,C00010,,18,686816,,-,CoA,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
"allosteric regulator, feedback inhibition",2.7.1.33,C00010,,534,662251,,-,CoA,Escherichia coli,BRENDA,coa,CHEBI:15346,pntk
not,2.7.1.33,C00882,,2018,641393,,-,Dephospho-CoA,Escherichia coli,BRENDA,dpcoa,CHEBI:15468,pntk
,2.7.1.33,C00083,,76,641393,,-,Malonyl-CoA,Escherichia coli,BRENDA,malcoa,CHEBI:15531,pntk
,2.7.1.33,,,128,641393,,-,,Escherichia coli,BRENDA,pmtcoa,CHEBI:57379,pntk
not,2.7.1.33,C01134,,4854,641393,,-,Pantetheine 4'-phosphate,Escherichia coli,BRENDA,pan4p,CHEBI:4222,pntk
