,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction
56516,50% inhibition at 0.005 mM and pH 7.5,,1.1.1.95,,,95,L-serine,287525,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56517,50% inhibition at 0.005 mM and pH 7.5,,1.1.1.95,,,95,3 L-serine,287525,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56518,"inhibition of enzyme from E. coli, Salmonella typhimurium and Haemophilus influenzae, not of mammalian enzyme, inhibition in both reaction directions",,1.1.1.95,,,95,L-serine,287530,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56519,"inhibition of enzyme from E. coli, Salmonella typhimurium and Haemophilus influenzae, not of mammalian enzyme, inhibition in both reaction directions",,1.1.1.95,,,95,3 L-serine,287530,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56526,"allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",,1.1.1.95,,,95,L-serine,"287546, 287547",-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56527,"allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",,1.1.1.95,,,95,3 L-serine,"287546, 287547",-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56528,"50% inhibition at 0.008 mM L-serine; allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",,1.1.1.95,,,95,L-serine,287548,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56529,"50% inhibition at 0.008 mM L-serine; allosteric inhibition, regulates the pathway of serine biosynthesis by end product inhibition interacting with His344, Asn346 and Asn364",,1.1.1.95,,,95,3 L-serine,287548,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56536,"feedback regulation, positive and negative cooperativity in absence of NADH, positive in presence of NADH, overview",,1.1.1.95,,,95,L-serine,663605,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56537,"feedback regulation, positive and negative cooperativity in absence of NADH, positive in presence of NADH, overview",,1.1.1.95,,,95,3 L-serine,663605,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56538,"the enzyme contains an ACT regulatory domain which binds L-serine for feedback regulation, binding site lies around residues H344-N364",,1.1.1.95,,,95,L-serine,667649,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56539,"the enzyme contains an ACT regulatory domain which binds L-serine for feedback regulation, binding site lies around residues H344-N364",,1.1.1.95,,,95,3 L-serine,667649,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56544,"physiological inhibitor, exerts its effect on at least two steps in the kinetic mechanism. There is a small but significant effect on the dissociation constant of NADH, increasing the Kd to 5 and 23 microM from 0.6 and 9 microM, respectively, for the two sets of sites in the enzyme. After the second substrate is added, serine reduces the amplitude of the signal without a significant effect on the observed rate constants for binding. The serine concentration that reduces the amplitude by 50% is equal to the K0.5 for serine inhibition. Serine binding eliminates a conformational change subsequent to substrate binding by formation of a dead-end quaternary complex consisting of enzyme, coenzyme, substrate, and effector. The rate data conform to a model in which serine can bind to two forms of the enzyme with different affinities",,1.1.1.95,,,95,L-serine,711203,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56545,"physiological inhibitor, exerts its effect on at least two steps in the kinetic mechanism. There is a small but significant effect on the dissociation constant of NADH, increasing the Kd to 5 and 23 microM from 0.6 and 9 microM, respectively, for the two sets of sites in the enzyme. After the second substrate is added, serine reduces the amplitude of the signal without a significant effect on the observed rate constants for binding. The serine concentration that reduces the amplitude by 50% is equal to the K0.5 for serine inhibition. Serine binding eliminates a conformational change subsequent to substrate binding by formation of a dead-end quaternary complex consisting of enzyme, coenzyme, substrate, and effector. The rate data conform to a model in which serine can bind to two forms of the enzyme with different affinities",,1.1.1.95,,,95,3 L-serine,711203,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56546,,,1.1.1.95,,,95,L-serine,"287551, 687564, 724307",-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56547,,,1.1.1.95,,,95,3 L-serine,"287551, 687564, 724307",-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,pgcd
56548,,,1.1.1.95,,,250,L-threonine,287525,-,Escherichia coli,BRENDA,thr__l,CHEBI:57926,pgcd
56567,inhibition of phosphoglycerate oxidation,NADH,1.1.1.95,C00004,,8,2 NADH,287525,-,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
56568,inhibition of phosphoglycerate oxidation,NADH,1.1.1.95,C00004,,8,NADH,287525,-,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
56569,inhibition of phosphoglycerate oxidation,NADH,1.1.1.95,C00004,,8,3 NADH,287525,-,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
56570,inhibition of phosphoglycerate oxidation,NADH,1.1.1.95,C00004,,8,4 NADH,287525,-,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
56571,inhibition of phosphoglycerate oxidation,NADH,1.1.1.95,C00004,,8,7 NADH,287525,-,Escherichia coli,BRENDA,nadh,CHEBI:16908,pgcd
57485,"potent inhibitor, IC50: 0.0075 mM",D-Mannose 6-phosphate,1.1.1.140,C00275,,700,D-mannose 6-phosphate,669655,-,Escherichia coli,BRENDA,man6p,CHEBI:48066,sbtpd
59756,competitive,ADP,1.1.1.169,C00008,,13,ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59757,competitive,ADP,1.1.1.169,C00008,,13,2 ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59758,competitive,ADP,1.1.1.169,C00008,,13,16 ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59759,competitive,ADP,1.1.1.169,C00008,,13,6 ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59760,competitive,ADP,1.1.1.169,C00008,,13,3 ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59761,competitive,ADP,1.1.1.169,C00008,,13,4 ADP,669806,-,Escherichia coli,BRENDA,adp,CHEBI:16761,dpr
59762,competitive,AMP,1.1.1.169,C00020,,30,AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59763,competitive,AMP,1.1.1.169,C00020,,30,39 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59764,competitive,AMP,1.1.1.169,C00020,,30,40 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59765,competitive,AMP,1.1.1.169,C00020,,30,41 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59766,competitive,AMP,1.1.1.169,C00020,,30,2 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59767,competitive,AMP,1.1.1.169,C00020,,30,6 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59768,competitive,AMP,1.1.1.169,C00020,,30,3 AMP,669806,-,Escherichia coli,BRENDA,amp,CHEBI:16027,dpr
59769,noncompetitive,ATP,1.1.1.169,C00002,,4,ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59770,noncompetitive,ATP,1.1.1.169,C00002,,4,2 ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59771,noncompetitive,ATP,1.1.1.169,C00002,,4,16 ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59772,noncompetitive,ATP,1.1.1.169,C00002,,4,6 ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59773,noncompetitive,ATP,1.1.1.169,C00002,,4,3 ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59774,noncompetitive,ATP,1.1.1.169,C00002,,4,4 ATP,669806,-,Escherichia coli,BRENDA,atp,CHEBI:15422,dpr
59803,noncompetitive versus ketopantoate and NADPH,(R)-Pantoate,1.1.1.169,C00522,,2576,Pantoate,286108,-,Escherichia coli,BRENDA,pant__r,CHEBI:14737,dpr
59805,competitive,Orthophosphate,1.1.1.169,C00009,,16,phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
59806,competitive,Orthophosphate,1.1.1.169,C00009,,16,2 phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
59807,competitive,Orthophosphate,1.1.1.169,C00009,,16,16 phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
59808,competitive,Orthophosphate,1.1.1.169,C00009,,16,6 phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
59809,competitive,Orthophosphate,1.1.1.169,C00009,,16,3 phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
59810,competitive,Orthophosphate,1.1.1.169,C00009,,16,4 phosphate,669806,-,Escherichia coli,BRENDA,pi,CHEBI:26078,dpr
60693,,ADP,1.1.1.205,C00008,,13,ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60694,,ADP,1.1.1.205,C00008,,13,2 ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60695,,ADP,1.1.1.205,C00008,,13,16 ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60696,,ADP,1.1.1.205,C00008,,13,6 ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60697,,ADP,1.1.1.205,C00008,,13,3 ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60698,,ADP,1.1.1.205,C00008,,13,4 ADP,347946,-,Escherichia coli,BRENDA,adp,CHEBI:16761,impd
60758,,AMP,1.1.1.205,C00020,,30,AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60759,,AMP,1.1.1.205,C00020,,30,39 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60760,,AMP,1.1.1.205,C00020,,30,40 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60761,,AMP,1.1.1.205,C00020,,30,41 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60762,,AMP,1.1.1.205,C00020,,30,2 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60763,,AMP,1.1.1.205,C00020,,30,6 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60764,,AMP,1.1.1.205,C00020,,30,3 AMP,347946,-,Escherichia coli,BRENDA,amp,CHEBI:16027,impd
60784,,ATP,1.1.1.205,C00002,,4,ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60785,,ATP,1.1.1.205,C00002,,4,2 ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60786,,ATP,1.1.1.205,C00002,,4,16 ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60787,,ATP,1.1.1.205,C00002,,4,6 ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60788,,ATP,1.1.1.205,C00002,,4,3 ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60789,,ATP,1.1.1.205,C00002,,4,4 ATP,347946,-,Escherichia coli,BRENDA,atp,CHEBI:15422,impd
60814,competitive inhibition with respect to both K+ and NAD+,Calcium cation,1.1.1.205,C00076,,15,Ca2+,701583,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,impd
60839,,GDP,1.1.1.205,C00035,,53,GDP,347946,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,impd
60840,,GDP,1.1.1.205,C00035,,53,2 GDP,347946,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,impd
60844,competitive with respect to IMP and non competitive with respect to NAD+,GMP,1.1.1.205,C00144,,162,GMP,347909,-,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
60852,competitive with respect to IMP,GMP,1.1.1.205,C00144,,162,GMP,347938,-,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
60854,"; weak and competitive inhibition, strong binding, dissociation by 3 M urea",GMP,1.1.1.205,C00144,,162,GMP,347941,-,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
60855,,GMP,1.1.1.205,C00144,,162,GMP,"347939, 347946",-,Escherichia coli,BRENDA,gmp,CHEBI:17345,impd
60862,,GTP,1.1.1.205,C00044,,37,GTP,347946,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,impd
60863,,GTP,1.1.1.205,C00044,,37,2 GTP,347946,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,impd
60864,,GTP,1.1.1.205,C00044,,37,3 GTP,347946,-,Escherichia coli,BRENDA,gtp,CHEBI:15996,impd
60900,inhibits K+ activation,Magnesium cation,1.1.1.205,C00305,,6,Mg2+,347946,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,impd
60901,competitive inhibition with respect to both K+ and NAD+,Magnesium cation,1.1.1.205,C00305,,6,Mg2+,701583,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,impd
61094,competitive inhibition with respect to both K+ and NAD+,Sodium cation,1.1.1.205,C01330,,59,Na+,701583,-,Escherichia coli,BRENDA,na1,CHEBI:29101,impd
61096,,Sodium cation,1.1.1.205,C01330,,59,Na+,703193,-,Escherichia coli,BRENDA,na1,CHEBI:29101,impd
61354,,Xanthosine 5'-phosphate,1.1.1.205,C00655,,1515,xanthosine 5'-phosphate,347946,-,Escherichia coli,BRENDA,xmp,CHEBI:15652,impd
62127,,,1.1.1.267,,,19,Cu2+,286427,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,dxprii
62128,,,1.1.1.267,,,19,4 Cu2+,286427,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,dxprii
62156,,Fe2+,1.1.1.267,C14818,,25,Fe2+,286427,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,dxprii
62157,,Fe2+,1.1.1.267,C14818,,25,2 Fe2+,286427,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,dxprii
62158,,Fe2+,1.1.1.267,C14818,,25,4 Fe2+,286427,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,dxprii
62352,competitive with respect to GDP-4-keto-6-deoxymannose,GDP,1.1.1.271,C00035,,53,GDP,389515,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,gdmane
62353,competitive with respect to GDP-4-keto-6-deoxymannose,GDP,1.1.1.271,C00035,,53,2 GDP,389515,-,Escherichia coli,BRENDA,gdp,CHEBI:17552,gdmane
62357,competitive inhibitor,NADP+,1.1.1.271,C00006,,2088,NADP,389515,-,Escherichia coli,BRENDA,nadp,CHEBI:18009,gdmane
65336,,Formate,1.1.99.33,C00058,,120,formate,698687,-,Escherichia coli,BRENDA,for,CHEBI:30751,fhl
65337,,Formate,1.1.99.33,C00058,,120,2 formate,698687,-,Escherichia coli,BRENDA,for,CHEBI:30751,fhl
65342,"10 mM NaNO3, 50% inhibition",,1.1.99.33,,,308,nitrate,698686,-,Escherichia coli,BRENDA,no3,CHEBI:17632,fhl
65343,"10 mM NaNO3, 50% inhibition",,1.1.99.33,,,308,2 nitrate,698686,-,Escherichia coli,BRENDA,no3,CHEBI:17632,fhl
65344,"10 mM NaNO2, 55% inhibition",Nitrite,1.1.99.33,C00088,,168,nitrite,698686,-,Escherichia coli,BRENDA,no2,CHEBI:25567,fhl
65345,"10 mM NaNO2, 55% inhibition",Nitrite,1.1.99.33,C00088,,168,3 nitrite,698686,-,Escherichia coli,BRENDA,no2,CHEBI:25567,fhl
65346,"10 mM NaNO2, 55% inhibition",Nitrite,1.1.99.33,C00088,,168,2 nitrite,698686,-,Escherichia coli,BRENDA,no2,CHEBI:25567,fhl
65821,complete inhibition at 1 mM,,1.2.1.3,,,75,Ag+,690591,-,Escherichia coli,BRENDA,ag,CHEBI:49468,abutd
65847,50.3% residual activity at 1 mM,Cobalt ion,1.2.1.3,C00175,,23,Co2+,690591,-,Escherichia coli,BRENDA,cobalt2,CHEBI:48828,abutd
65855,2.9% residual activity at 1 mM,,1.2.1.3,,,19,Cu2+,690591,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,abutd
65856,2.9% residual activity at 1 mM,,1.2.1.3,,,19,4 Cu2+,690591,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,abutd
65899,57.5% residual activity at 1 mM,Fe2+,1.2.1.3,C14818,,25,Fe2+,690591,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,abutd
65900,57.5% residual activity at 1 mM,Fe2+,1.2.1.3,C14818,,25,2 Fe2+,690591,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,abutd
65901,57.5% residual activity at 1 mM,Fe2+,1.2.1.3,C14818,,25,4 Fe2+,690591,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,abutd
65922,complete inhibition at 1 mM,Mercury(2+),1.2.1.3,C00703,,33,Hg2+,690591,-,Escherichia coli,BRENDA,hg2,CHEBI:16793,abutd
65933,95.3% residual activity at 1 mM,Potassium cation,1.2.1.3,C00238,,39,K+,690591,-,Escherichia coli,BRENDA,k,CHEBI:29103,abutd
65934,95.3% residual activity at 1 mM,Potassium cation,1.2.1.3,C00238,,39,2 K+,690591,-,Escherichia coli,BRENDA,k,CHEBI:29103,abutd
65963,80.6% residual activity at 1 mM,Magnesium cation,1.2.1.3,C00305,,6,Mg2+,690591,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,abutd
65968,84.8% residual activity at 1 mM,,1.2.1.3,,,11,Mn2+,690591,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,abutd
65969,84.8% residual activity at 1 mM,,1.2.1.3,,,11,2 Mn2+,690591,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,abutd
65981,83.6% residual activity at 1 mM,Sodium cation,1.2.1.3,C01330,,59,Na+,690591,-,Escherichia coli,BRENDA,na1,CHEBI:29101,abutd
66021,72.4% residual activity at 1 mM,,1.2.1.3,,,38,Ni2+,690591,-,Escherichia coli,BRENDA,ni2,CHEBI:49786,abutd
66072,7% residual activity at 1 mM,Zinc cation,1.2.1.3,C00038,,14,Zn2+,690591,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,abutd
66306,"100 mM, 83% inhibition",Acetaldehyde,1.2.1.8,C00084,,90,acetaldehyde,390329,-,Escherichia coli,BRENDA,acald,CHEBI:15343,betaldhx
66307,"100 mM, 83% inhibition",Acetaldehyde,1.2.1.8,C00084,,90,2 acetaldehyde,390329,-,Escherichia coli,BRENDA,acald,CHEBI:15343,betaldhx
66340,above 0.5 mM,Betaine aldehyde,1.2.1.8,C00576,,831,Betaine aldehyde,390329,-,Escherichia coli,BRENDA,betald,CHEBI:15710,betaldhx
66348,"10 mM CaCl2, 90% inhibition",Calcium cation,1.2.1.8,C00076,,15,Ca2+,390350,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,betaldhx
66351,"100 mM, 78% inhibition",,1.2.1.8,,,149,choline,390329,-,Escherichia coli,BRENDA,chol,CHEBI:72322,betaldhx
66352,"100 mM, 78% inhibition",,1.2.1.8,,,149,2 choline,390329,-,Escherichia coli,BRENDA,chol,CHEBI:72322,betaldhx
66370,"100 mM, 35% inhibition",Ethanolamine,1.2.1.8,C00189,,456,ethanolamine,390329,-,Escherichia coli,BRENDA,etha,CHEBI:16000,betaldhx
66381,0.0001-0.0005 mM HgCl2,Mercury(2+),1.2.1.8,C00703,,33,Hg2+,390329,-,Escherichia coli,BRENDA,hg2,CHEBI:16793,betaldhx
66409,"1 mM, 24% inhibition",,1.2.1.8,,,2750,N-methylglycine,390329,-,Escherichia coli,BRENDA,sarcs,CHEBI:57433,betaldhx
66483,"1 mM, 54% inhibition",Phenylacetaldehyde,1.2.1.8,C00601,,769,phenylacetaldehyde,390329,-,Escherichia coli,BRENDA,pacald,CHEBI:16424,betaldhx
66655,competitive inhibition,Acetaldehyde,1.2.1.10,C00084,,90,acetaldehyde,724721,-,Escherichia coli,BRENDA,acald,CHEBI:15343,acald
66656,competitive inhibition,Acetaldehyde,1.2.1.10,C00084,,90,2 acetaldehyde,724721,-,Escherichia coli,BRENDA,acald,CHEBI:15343,acald
66667,,Cyclic ADP-ribose,1.2.1.10,C13050,,402,ADP-ribose,390164,-,Escherichia coli,BRENDA,adprib,CHEBI:31445,acald
66669,,AMP,1.2.1.10,C00020,,30,AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66670,,AMP,1.2.1.10,C00020,,30,39 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66671,,AMP,1.2.1.10,C00020,,30,40 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66672,,AMP,1.2.1.10,C00020,,30,41 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66673,,AMP,1.2.1.10,C00020,,30,2 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66674,,AMP,1.2.1.10,C00020,,30,6 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66675,,AMP,1.2.1.10,C00020,,30,3 AMP,390164,-,Escherichia coli,BRENDA,amp,CHEBI:16027,acald
66786,,Formaldehyde,1.2.1.11,C00067,,130,formaldehyde,390180,-,Escherichia coli,BRENDA,fald,CHEBI:16842,asad
66787,,Formaldehyde,1.2.1.11,C00067,,130,2 formaldehyde,390180,-,Escherichia coli,BRENDA,fald,CHEBI:16842,asad
66788,,Formaldehyde,1.2.1.11,C00067,,130,3 formaldehyde,390180,-,Escherichia coli,BRENDA,fald,CHEBI:16842,asad
66790,oxidized glutathione,Glutathione disulfide,1.2.1.11,C00127,,330,GSSG,654891,-,Escherichia coli,BRENDA,gthox,CHEBI:17858,asad
66797,,Potassium cation,1.2.1.11,C00238,,39,K+,390180,-,Escherichia coli,BRENDA,k,CHEBI:29103,asad
66798,,Potassium cation,1.2.1.11,C00238,,39,2 K+,390180,-,Escherichia coli,BRENDA,k,CHEBI:29103,asad
66846,,Sodium cation,1.2.1.11,C01330,,59,Na+,390180,-,Escherichia coli,BRENDA,na1,CHEBI:29101,asad
66866,,,1.2.1.11,,,1989,tungstate,390200,-,Escherichia coli,BRENDA,tungs,CHEBI:36272,asad
67565,"; 1 mM, isozyme A, 18% inhibition",Fe2+,1.2.1.21,C14818,,25,Fe2+,390215,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,gcaldd
67566,"; 1 mM, isozyme A, 18% inhibition",Fe2+,1.2.1.21,C14818,,25,2 Fe2+,390215,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,gcaldd
67567,"; 1 mM, isozyme A, 18% inhibition",Fe2+,1.2.1.21,C14818,,25,4 Fe2+,390215,-,Escherichia coli,BRENDA,fe2,CHEBI:29033,gcaldd
67568,substrate inhibition,Glycolaldehyde,1.2.1.21,C00266,,604,glycolaldehyde,390213,-,Escherichia coli,BRENDA,gcald,CHEBI:17071,gcaldd
67569,substrate inhibition,Glycolate,1.2.1.21,C00160,,479,glycolate,390213,-,Escherichia coli,BRENDA,glyclt,CHEBI:17497,gcaldd
67574,"1 mM, isozyme A, 20% inhibition, isozyme C, 44% inhibition",,1.2.1.21,,,11,Mn2+,390215,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,gcaldd
67575,"1 mM, isozyme A, 20% inhibition, isozyme C, 44% inhibition",,1.2.1.21,,,11,2 Mn2+,390215,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,gcaldd
67579,"0.01 mM, 40% inhibition of total enzyme activity in cell extracts",Pyridoxal,1.2.1.21,C00250,,608,pyridoxal,390214,-,Escherichia coli,BRENDA,pydx,CHEBI:17310,gcaldd
67580,"approx. 0.1 mM, 22% inhibition of isozyme A",Pyridoxamine,1.2.1.21,C00534,,1284,pyridoxamine,390214,-,Escherichia coli,BRENDA,pydam,CHEBI:16410,gcaldd
67581,"approx. 0.1 mM, 23% inhibition of isozyme A",Pyridoxamine phosphate,1.2.1.21,C00647,,5608,pyridoxamine phosphate,390214,-,Escherichia coli,BRENDA,pyam5p,CHEBI:18335,gcaldd
67582,"approx. 0.1 mM, 33% inhibition of isozyme C, 0.39 mM, 50% inhibition",Pyridoxine,1.2.1.21,C00314,,1051,pyridoxine,390214,-,Escherichia coli,BRENDA,pydxn,CHEBI:16709,gcaldd
67583,"approx. 0.1 mM, 23% inhibition of isozyme C",Pyridoxine phosphate,1.2.1.21,C00627,,30371,pyridoxine phosphate,390214,-,Escherichia coli,BRENDA,pdx5p,CHEBI:28803,gcaldd
67584,"1 mM, isozyme A, 30% inhibition",Zinc cation,1.2.1.21,C00038,,14,Zn2+,390215,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,gcaldd
67586,50% inhibition at 5 mM,Calcium cation,1.2.1.22,C00076,,15,Ca2+,288133,-,Escherichia coli,BRENDA,ca2,CHEBI:29108,lcadi
67589,50% inhibition at 0.25 mM,,1.2.1.22,,,19,Cu2+,288133,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
67590,50% inhibition at 0.25 mM,,1.2.1.22,,,19,4 Cu2+,288133,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
67591,85% inhibition at 0.1 mM,,1.2.1.22,,,19,Cu2+,288135,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
67592,85% inhibition at 0.1 mM,,1.2.1.22,,,19,4 Cu2+,288135,-,Escherichia coli,BRENDA,cu2,CHEBI:29036,lcadi
67594,substrate inhibition,Glycolaldehyde,1.2.1.22,C00266,,604,glycolaldehyde,288133,-,Escherichia coli,BRENDA,gcald,CHEBI:17071,lcadi
67598,substrate inhibition,Lactaldehyde,1.2.1.22,C05999,,9202,lactaldehyde,288133,-,Escherichia coli,BRENDA,lald__l,CHEBI:18419,lcadi
67599,substrate inhibition,Methylglyoxal,1.2.1.22,C00546,,322,methylglyoxal,288133,-,Escherichia coli,BRENDA,mthgxl,CHEBI:17158,lcadi
67600,substrate inhibition,Methylglyoxal,1.2.1.22,C00546,,322,2 methylglyoxal,288133,-,Escherichia coli,BRENDA,mthgxl,CHEBI:17158,lcadi
67601,56% inhibition at 10 mM,Magnesium cation,1.2.1.22,C00305,,6,Mg2+,670833,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,lcadi
67602,,Magnesium cation,1.2.1.22,C00305,,6,Mg2+,695015,-,Escherichia coli,BRENDA,mg2,CHEBI:18420,lcadi
67603,50% inhibition at 10 mM,,1.2.1.22,,,11,Mn2+,288133,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,lcadi
67604,50% inhibition at 10 mM,,1.2.1.22,,,11,2 Mn2+,288133,-,Escherichia coli,BRENDA,mn2,CHEBI:29035,lcadi
67611,50% inhibition at 0.4 mM,Zinc cation,1.2.1.22,C00038,,14,Zn2+,288133,-,Escherichia coli,BRENDA,zn2,CHEBI:29105,lcadi
