,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC,elasticity,bigg.reaction
1390,2.6.1.82,akg,19.0,Succinate,0.546,0.0279341041645,akg:2.6.1.82,0.972065895835,ptrcta
1391,1.1.1.37,mal__l,2.6,Succinate,10.394,0.799907649684,mal__l:1.1.1.37,0.200092350316,mdh
1392,1.1.1.40,mal__l,3.41,Succinate,10.394,0.752970153579,mal__l:1.1.1.40,0.247029846421,me2
1393,4.2.1.2,mal__l,0.272864188864,Succinate,10.394,0.974419455987,mal__l:4.2.1.2,0.025580544013,fum
1394,1.1.1.44,6pgc,0.093,Succinate,0.158,0.629482071713,6pgc:1.1.1.44,0.370517928287,gnd
1395,1.1.1.49,g6p,0.185688522541,Succinate,1.097,0.855234907557,g6p:1.1.1.49,0.144765092443,g6pdh2r
1396,2.4.1.15,g6p,5.26782687643,Succinate,1.097,0.172353470298,g6p:2.4.1.15,0.827646529702,tre6ps
1397,2.6.1.16,g6p,16.0,Succinate,1.097,0.0641633035035,g6p:2.6.1.16,0.935836696496,gf6pta
1398,5.3.1.9,g6p,0.28,Succinate,1.097,0.796659404503,g6p:5.3.1.9,0.203340595497,pgi
1399,1.1.1.94,dhap,0.17,Succinate,0.626,0.786432160804,dhap:1.1.1.94,0.213567839196,g3pd2
1400,4.1.2.17,dhap,54.7,Succinate,0.626,0.0113147525576,dhap:4.1.2.17,0.988685247442,fclpa
1401,4.1.2.19,dhap,0.711378660898,Succinate,0.626,0.468079847767,dhap:4.1.2.19,0.531920152233,rmpa
1402,4.2.3.3,dhap,0.501816593132,Succinate,0.626,0.555054787997,dhap:4.2.3.3,0.444945212003,mgsa
1403,1.1.1.94,glyc3p,0.21,Succinate,0.27,0.5625,glyc3p:1.1.1.94,0.4375,g3pd2
1404,2.3.1.15,glyc3p,0.391158559217,Succinate,0.27,0.408374052239,glyc3p:2.3.1.15,0.591625947761,g3pat120
1405,2.7.8.5,glyc3p,0.32,Succinate,0.27,0.457627118644,glyc3p:2.7.8.5,0.542372881356,pgsa120
1406,3.1.3.21,glyc3p,2.9,Succinate,0.27,0.0851735015773,glyc3p:3.1.3.21,0.914826498423,g3pt
1407,1.17.4.1,atp,0.07,Succinate,1.164,0.943273905997,atp:1.17.4.1,0.0567260940032,rndr1
1408,2.1.2.2,atp,0.0774,Succinate,1.164,0.937651039149,atp:2.1.2.2,0.0623489608507,garft
1409,2.5.1.6,atp,0.0778395786217,Succinate,1.164,0.937319135288,atp:2.5.1.6,0.0626808647121,metat
1410,2.7.1.107,atp,1.07364350264,Succinate,1.164,0.52019010116,atp:2.7.1.107,0.47980989884,dagk160
1411,2.7.1.11,atp,0.0508000513259,Succinate,1.164,0.958182376375,atp:2.7.1.11,0.041817623625,pfk
1412,2.7.1.12,atp,0.0743975806058,Succinate,1.164,0.939924316899,atp:2.7.1.12,0.0600756831012,gnk
1413,2.7.1.148,atp,0.02,Succinate,1.164,0.983108108108,atp:2.7.1.148,0.0168918918919,cdpmek
1414,2.7.1.16,atp,0.153845688374,Succinate,1.164,0.883259709592,atp:2.7.1.16,0.116740290408,rbk_l1
1415,2.7.1.2,atp,1.37113092008,Succinate,1.164,0.45914788494,atp:2.7.1.2,0.54085211506,hex1
1416,2.7.1.23,atp,0.758287544405,Succinate,1.164,0.60552855549,atp:2.7.1.23,0.39447144451,nadk
1417,2.7.1.25,atp,0.01,Succinate,1.164,0.991482112436,atp:2.7.1.25,0.00851788756388,adsk
1418,2.7.1.30,atp,0.0078,Succinate,1.164,0.993343573989,atp:2.7.1.30,0.00665642601126,glyk
1419,2.7.1.33,atp,0.21607868937,Succinate,1.164,0.843430167399,atp:2.7.1.33,0.156569832601,pntk
1420,2.7.1.39,atp,0.406201920232,Succinate,1.164,0.741305933334,atp:2.7.1.39,0.258694066666,hsk
1421,2.7.1.49,atp,0.1431,Succinate,1.164,0.890521000689,atp:2.7.1.49,0.109478999311,hmpk1
1422,2.7.1.56,atp,0.293179441776,Succinate,1.164,0.798803473772,atp:2.7.1.56,0.201196526228,fruk
1423,2.7.1.59,atp,0.0112249721603,Succinate,1.164,0.990448660957,atp:2.7.1.59,0.00955133904251,acgamk
1424,2.7.1.6,atp,2.36643191324,Succinate,1.164,0.329704701466,atp:2.7.1.6,0.670295298534,galkr
1425,2.7.1.71,atp,0.16,Succinate,1.164,0.87915407855,atp:2.7.1.71,0.12084592145,shkk
1426,2.7.1.73,atp,0.601747455333,Succinate,1.164,0.659210917441,atp:2.7.1.73,0.340789082559,gsnk
1427,2.7.2.11,atp,0.736806299728,Succinate,1.164,0.61237170782,atp:2.7.2.11,0.38762829218,glu5k
1428,2.7.2.4,atp,1.60078067845,Succinate,1.164,0.421009886634,atp:2.7.2.4,0.578990113366,aspk
1429,2.7.2.8,atp,0.683277145225,Succinate,1.164,0.630116603244,atp:2.7.2.8,0.369883396756,acgk
1430,2.7.4.16,atp,0.27,Succinate,1.164,0.811715481172,atp:2.7.4.16,0.188284518828,tmpk
1431,2.7.4.25,atp,0.038,Succinate,1.164,0.968386023295,atp:2.7.4.25,0.0316139767055,cytk1
1432,2.7.4.3,atp,0.0850220126159,Succinate,1.164,0.931929131947,atp:2.7.4.3,0.0680708680528,adk1
1433,2.7.4.7,atp,0.193,Succinate,1.164,0.857774502579,atp:2.7.4.7,0.142225497421,pmpk
1434,2.7.4.9,atp,0.219089023002,Succinate,1.164,0.84159441702,atp:2.7.4.9,0.15840558298,dtmpk
1435,2.7.6.1,atp,0.023,Succinate,1.164,0.980623420388,atp:2.7.6.1,0.0193765796125,prpps
1436,2.7.6.3,atp,0.0156390540219,Succinate,1.164,0.986742509102,atp:2.7.6.3,0.0132574908982,hppk2
1437,2.7.7.18,atp,0.0291547594742,Succinate,1.164,0.975564980785,atp:2.7.7.18,0.024435019215,nmnat
1438,2.7.7.27,atp,0.628689062868,Succinate,1.164,0.649303899996,atp:2.7.7.27,0.350696100004,glgc
1439,2.7.7.3,atp,0.22,Succinate,1.164,0.841040462428,atp:2.7.7.3,0.158959537572,ptpati
1440,2.7.7.58,atp,1.12,Succinate,1.164,0.509632224168,atp:2.7.7.58,0.490367775832,dhbs
1441,2.7.7.63,atp,0.00547905101272,Succinate,1.164,0.995314964378,atp:2.7.7.63,0.00468503562161,lipatpt
1442,2.7.9.2,atp,0.028,Succinate,1.164,0.976510067114,atp:2.7.9.2,0.0234899328859,pps
1443,2.7.9.3,atp,1.03923048454,Succinate,1.164,0.528315130063,atp:2.7.9.3,0.471684869937,selnps
1444,3.1.3.5,atp,0.377182051535,Succinate,1.164,0.75526444059,atp:3.1.3.5,0.24473555941,ntd10
1445,3.1.4.16,atp,0.18,Succinate,1.164,0.866071428571,atp:3.1.4.16,0.133928571429,23pde2pp
1446,3.6.3.14,atp,0.116000843096,Succinate,1.164,0.909374401023,atp:3.6.3.14,0.0906255989767,atps4rpp
1447,3.6.3.16,atp,0.161156826931,Succinate,1.164,0.878386600246,atp:3.6.3.16,0.121613399754,aso3t8pp
1448,3.6.3.19,atp,0.148398113196,Succinate,1.164,0.886925993185,atp:3.6.3.19,0.113074006815,maltabcpp
1449,3.6.3.27,atp,0.0239,Succinate,1.164,0.979880461318,atp:3.6.3.27,0.0201195386817,piuabcpp
1450,3.6.3.31,atp,0.356914284197,Succinate,1.164,0.765329126102,atp:3.6.3.31,0.234670873898,ptrcabcpp
1451,3.6.3.33,atp,0.0638827050147,Succinate,1.164,0.947973283805,atp:3.6.3.33,0.0520267161952,cbl1abcpp
1452,3.6.3.5,atp,0.0139642400438,Succinate,1.164,0.988145446552,atp:3.6.3.5,0.0118545534483,zn2abcpp
1453,3.6.3.54,atp,0.5,Succinate,1.164,0.699519230769,atp:3.6.3.54,0.300480769231,cu1abcpp
1454,4.1.1.49,atp,0.06,Succinate,1.164,0.950980392157,atp:4.1.1.49,0.0490196078431,ppck
1455,4.6.1.1,atp,0.348568501159,Succinate,1.164,0.769551923836,atp:4.6.1.1,0.230448076164,adncyc
1456,6.1.1.1,atp,0.5,Succinate,1.164,0.699519230769,atp:6.1.1.1,0.300480769231,tyrtrs
1457,6.1.1.10,atp,1.21224726372,Succinate,1.164,0.489848012777,atp:6.1.1.10,0.510151987223,mettrs
1458,6.1.1.11,atp,6.8e-05,Succinate,1.164,0.999941584169,atp:6.1.1.11,5.84158313776e-05,sertrs
1459,6.1.1.14,atp,0.0286513950266,Succinate,1.164,0.975976722833,atp:6.1.1.14,0.0240232771672,glytrs
1460,6.1.1.15,atp,0.6,Succinate,1.164,0.659863945578,atp:6.1.1.15,0.340136054422,protrs
1461,6.1.1.16,atp,0.266638881743,Succinate,1.164,0.813622511491,atp:6.1.1.16,0.186377488509,cystrs
1462,6.1.1.18,atp,0.583589913459,Succinate,1.164,0.666060150059,atp:6.1.1.18,0.333939849941,glntrs
1463,6.1.1.19,atp,1.30706525944,Succinate,1.164,0.471051905874,atp:6.1.1.19,0.528948094126,argtrs
1464,6.1.1.2,atp,0.2,Succinate,1.164,0.853372434018,atp:6.1.1.2,0.146627565982,trptrs
1465,6.1.1.20,atp,0.009,Succinate,1.164,0.992327365729,atp:6.1.1.20,0.0076726342711,phetrs
1466,6.1.1.21,atp,0.756919929083,Succinate,1.164,0.605959666708,atp:6.1.1.21,0.394040333292,histrs
1467,6.1.1.22,atp,0.142407347178,Succinate,1.164,0.890993151956,atp:6.1.1.22,0.109006848044,asntrs
1468,6.1.1.24,atp,0.62,Succinate,1.164,0.652466367713,atp:6.1.1.24,0.347533632287,glutrs
1469,6.1.1.3,atp,0.267,Succinate,1.164,0.813417190776,atp:6.1.1.3,0.186582809224,thrtrs
1470,6.1.1.4,atp,0.263569285988,Succinate,1.164,0.81537198329,atp:6.1.1.4,0.18462801671,leutrs
1471,6.1.1.5,atp,0.0261231549777,Succinate,1.164,0.978050040562,atp:6.1.1.5,0.0219499594378,iletrs
1472,6.1.1.6,atp,0.0527188146271,Succinate,1.164,0.956671324555,atp:6.1.1.6,0.0433286754453,lystrs
1473,6.1.1.7,atp,0.088797522488,Succinate,1.164,0.929120611357,atp:6.1.1.7,0.0708793886434,alatrs
1474,6.1.1.9,atp,9.4,Succinate,1.164,0.110185535782,atp:6.1.1.9,0.889814464218,valtrs
1475,6.2.1.20,atp,0.3,Succinate,1.164,0.795081967213,atp:6.2.1.20,0.204918032787,aacps1
1476,6.2.1.26,atp,0.0735,Succinate,1.164,0.940606060606,atp:6.2.1.26,0.0593939393939,sucbzl
1477,6.2.1.5,atp,0.0318590646441,Succinate,1.164,0.973358846719,atp:6.2.1.5,0.0266411532814,sucoas
1478,6.3.1.1,atp,0.27,Succinate,1.164,0.811715481172,atp:6.3.1.1,0.188284518828,asns2
1479,6.3.1.2,atp,0.2,Succinate,1.164,0.853372434018,atp:6.3.1.2,0.146627565982,glns
1480,6.3.1.5,atp,0.2,Succinate,1.164,0.853372434018,atp:6.3.1.5,0.146627565982,nads1
1481,6.3.2.1,atp,0.251589867848,Succinate,1.164,0.822272062296,atp:6.3.2.1,0.177727937704,pants
1482,6.3.2.13,atp,0.62,Succinate,1.164,0.652466367713,atp:6.3.2.13,0.347533632287,uaagds
1483,6.3.2.17,atp,0.19455709597,Succinate,1.164,0.856791373328,atp:6.3.2.17,0.143208626672,dhfs
1484,6.3.2.2,atp,0.00283283622172,Succinate,1.164,0.997572200461,atp:6.3.2.2,0.00242779953887,glucys
1485,6.3.2.4,atp,1.4,Succinate,1.164,0.453978159126,atp:6.3.2.4,0.546021840874,alaalar
1486,6.3.2.8,atp,0.162781373341,Succinate,1.164,0.877311080324,atp:6.3.2.8,0.122688919676,uamas
1487,6.3.2.9,atp,0.100349389634,Succinate,1.164,0.920631598783,atp:6.3.2.9,0.0793684012166,uamags
1488,6.3.3.1,atp,0.073,Succinate,1.164,0.940986257074,atp:6.3.3.1,0.0590137429264,prais
1489,6.3.3.3,atp,0.005,Succinate,1.164,0.995722840034,atp:6.3.3.3,0.00427715996578,dbts
1490,6.3.4.18,atp,0.048,Succinate,1.164,0.960396039604,atp:6.3.4.18,0.039603960396,airc2
1491,6.3.4.2,atp,0.054,Succinate,1.164,0.955665024631,atp:6.3.4.2,0.0443349753695,ctps2
1492,6.3.4.21,atp,0.4,Succinate,1.164,0.744245524297,atp:6.3.4.21,0.255754475703,namnpp
1493,6.3.5.2,atp,0.21135106708,Succinate,1.164,0.846329368451,atp:6.3.5.2,0.153670631549,gmps2
1494,6.3.5.4,atp,0.156092561918,Succinate,1.164,0.881756350713,atp:6.3.5.4,0.118243649287,asns1
1495,6.3.5.5,atp,0.103057890319,Succinate,1.164,0.918663629258,atp:6.3.5.5,0.0813363707422,cbps
1496,1.7.1.7,gmp,0.0229782505862,Succinate,0.019,0.452615336149,gmp:1.7.1.7,0.547384663851,gmpr
1497,3.1.3.5,gmp,0.509901951359,Succinate,0.019,0.0359234825116,gmp:3.1.3.5,0.964076517488,ntd10
1498,3.1.3.6,gmp,0.26,Succinate,0.019,0.0681003584229,gmp:3.1.3.6,0.931899641577,3ntd2pp
1499,2.1.1.144,acon_c,34.4673758792,Succinate,0.012,0.000348034141976,acon_c:2.1.1.144,0.999651965858,aconmt
1500,4.2.1.3,acon_c,0.0304630924235,Succinate,0.012,0.28259835342,acon_c:4.2.1.3,0.71740164658,aconta
1501,2.1.1.144,cit,17.8745629317,Succinate,0.472,0.0257268896499,cit:2.1.1.144,0.97427311035,aconmt
1502,4.1.3.6,cit,0.16,Succinate,0.472,0.746835443038,cit:4.1.3.6,0.253164556962,citl
1503,4.2.1.3,cit,3.5721142199,Succinate,0.472,0.11671282618,cit:4.2.1.3,0.88328717382,aconta
1504,2.2.1.1,s7p,4.0,Succinate,0.1,0.0243902439024,s7p:2.2.1.1,0.975609756098,tkt1
1505,2.2.1.2,s7p,0.285,Succinate,0.1,0.25974025974,s7p:2.2.1.2,0.74025974026,tala
1506,5.3.1.28,s7p,0.9,Succinate,0.1,0.1,s7p:5.3.1.28,0.9,s7pi
1507,2.2.1.1,xu5p__d,0.16,Succinate,0.056,0.259259259259,xu5p__d:2.2.1.1,0.740740740741,tkt1
1508,2.4.2.1,r1p,0.048579831206,Succinate,0.003,0.0581622686592,r1p:2.4.2.1,0.941837731341,punp1
1509,5.4.2.7,r1p,0.043,Succinate,0.003,0.0652173913043,r1p:5.4.2.7,0.934782608696,ppm2
1510,2.5.1.19,pep,0.073875129779,Succinate,0.749,0.910223158891,pep:2.5.1.19,0.0897768411094,pscvt
1511,2.5.1.54,pep,0.0492359384718,Succinate,0.749,0.938319065706,pep:2.5.1.54,0.0616809342938,ddpa
1512,2.5.1.55,pep,0.00556178721376,Succinate,0.749,0.992629116253,pep:2.5.1.55,0.00737088374737,kdops
1513,2.5.1.7,pep,0.00560062668188,Succinate,0.749,0.992578025403,pep:2.5.1.7,0.00742197459669,uagcvt
1514,4.1.1.31,pep,0.6,Succinate,0.749,0.555226093403,pep:4.1.1.31,0.444773906597,ppc
1515,4.1.1.49,pep,0.360020574368,Succinate,0.749,0.675370698535,pep:4.1.1.49,0.324629301465,ppck
1516,2.7.1.107,adp,1.0,Succinate,0.573,0.364272091545,adp:2.7.1.107,0.635727908455,dagk160
1517,2.7.4.3,adp,0.09,Succinate,0.573,0.864253393665,adp:2.7.4.3,0.135746606335,adk1
1518,3.1.3.5,adp,0.745120795576,Succinate,0.573,0.434709779197,adp:3.1.3.5,0.565290220803,ntd10
1519,3.1.4.16,adp,0.19,Succinate,0.573,0.750982961992,adp:3.1.4.16,0.249017038008,23pde2pp
1520,3.6.3.14,adp,0.1,Succinate,0.573,0.851411589896,adp:3.6.3.14,0.148588410104,atps4rpp
1521,4.1.1.49,adp,0.05,Succinate,0.573,0.91974317817,adp:4.1.1.49,0.0802568218299,ppck
1522,2.7.1.107,gtp,8.7,Succinate,0.984,0.101610904585,gtp:2.7.1.107,0.898389095415,dagk160
1523,2.7.1.11,gtp,4.3,Succinate,0.984,0.186222558668,gtp:2.7.1.11,0.813777441332,pfk
1524,2.7.4.25,gtp,0.64,Succinate,0.984,0.605911330049,gtp:2.7.4.25,0.394088669951,cytk1
1525,3.1.5.1,gtp,0.15,Succinate,0.984,0.867724867725,gtp:3.1.5.1,0.132275132275,ntptp1
1526,3.5.4.25,gtp,0.329180704061,Succinate,0.984,0.749325661699,gtp:3.5.4.25,0.250674338301,gtpcii2
1527,3.6.1.19,gtp,1.0,Succinate,0.984,0.495967741935,gtp:3.6.1.19,0.504032258065,ntpp1
1528,3.6.5.6,gtp,0.042,Succinate,0.984,0.959064327485,gtp:3.6.5.6,0.0409356725146,ntp3
1529,6.3.4.4,gtp,0.0258542191565,Succinate,0.984,0.974398067893,gtp:6.3.4.4,0.0256019321066,adss
1530,2.7.1.33,pnto__r,0.0368854504518,Succinate,0.034,0.479647089541,pnto__r:2.7.1.33,0.520352910459,pntk
1531,3.1.3.11,fdp,0.00888426829289,Succinate,0.196,0.956637625881,fdp:3.1.3.11,0.0433623741194,fbp
1532,3.1.3.7,fdp,1.17,Succinate,0.196,0.143484626647,fdp:3.1.3.7,0.856515373353,bpnt
1533,4.1.2.13,fdp,0.174713559467,Succinate,0.196,0.528710091646,fdp:4.1.2.13,0.471289908354,fba
1534,3.6.1.19,gdp,0.35,Succinate,0.223,0.389179755672,gdp:3.6.1.19,0.610820244328,ntpp1
1535,4.1.3.1,succ,0.59,Succinate,,,succ:4.1.3.1,,icl
1536,6.2.1.5,succ,0.25,Succinate,,,succ:6.2.1.5,,sucoas
1537,4.2.1.2,fum,0.454231562374,Succinate,,,fum:4.2.1.2,,fum
1538,5.3.1.13,ru5p__d,0.361073775132,Succinate,0.124,0.255631218089,ru5p__d:5.3.1.13,0.744368781911,a5piso
1539,1.1.1.140,f6p,0.568,glcNAc,0.361,0.388589881593,f6p:1.1.1.140,0.611410118407,sbtpd
1540,2.2.1.1,f6p,1.1,glcNAc,0.361,0.247091033539,f6p:2.2.1.1,0.752908966461,tkt1
1541,2.2.1.2,f6p,1.15336908402,glcNAc,0.361,0.238383102118,f6p:2.2.1.2,0.761616897882,tala
1542,2.6.1.16,f6p,0.608829444704,glcNAc,0.361,0.372230397799,f6p:2.6.1.16,0.627769602201,gf6pta
1543,2.7.1.11,f6p,0.0407616378371,glcNAc,0.361,0.898542732809,f6p:2.7.1.11,0.101457267191,pfk
1544,3.5.99.6,f6p,1.7,glcNAc,0.361,0.175157690442,f6p:3.5.99.6,0.824842309558,g6pda
1545,5.3.1.8,f6p,0.15,glcNAc,0.361,0.706457925636,f6p:5.3.1.8,0.293542074364,man6pi
1546,5.3.1.9,f6p,0.171464281995,glcNAc,0.361,0.677979748515,f6p:5.3.1.9,0.322020251485,pgi
1547,1.1.1.205,imp,0.0217548542475,glcNAc,1.644,0.986939942458,imp:1.1.1.205,0.0130600575421,impd
1548,3.1.3.5,imp,0.66,glcNAc,1.644,0.713541666667,imp:3.1.3.5,0.286458333333,ntd10
1549,6.3.4.4,imp,0.0347218297492,glcNAc,1.644,0.979316507873,imp:6.3.4.4,0.0206834921271,adss
1550,1.1.1.290,akg,0.093,glcNAc,0.304,0.765743073048,akg:1.1.1.290,0.234256926952,perd
1551,1.1.1.95,akg,0.0607947366143,glcNAc,0.304,0.833345356957,akg:1.1.1.95,0.166654643043,pgcd
1552,1.14.11.17,akg,0.0158655010498,glcNAc,0.304,0.950399461656,akg:1.14.11.17,0.0496005383441,taudo
1553,1.4.1.13,akg,0.0374939158528,glcNAc,0.304,0.890206196619,akg:1.4.1.13,0.109793803381,glusy
1554,1.4.1.4,akg,3.55791610907,glcNAc,0.304,0.0787174012625,akg:1.4.1.4,0.921282598738,gludy
1555,2.2.1.9,akg,1.5,glcNAc,0.304,0.168514412417,akg:2.2.1.9,0.831485587583,sephchcs
1556,2.6.1.1,akg,0.215827708975,glcNAc,0.304,0.584809148784,akg:2.6.1.1,0.415190851216,aspta
1557,2.6.1.11,akg,2.5,glcNAc,0.304,0.108416547789,akg:2.6.1.11,0.891583452211,acota
1558,2.6.1.19,akg,1.07,glcNAc,0.304,0.221251819505,akg:2.6.1.19,0.778748180495,abta
1559,2.6.1.29,akg,0.88,glcNAc,0.304,0.256756756757,akg:2.6.1.29,0.743243243243,spmdat2
1560,2.6.1.42,akg,1.02088376734,glcNAc,0.304,0.229454090611,akg:2.6.1.42,0.770545909389,ileta
1561,2.6.1.82,akg,19.0,glcNAc,0.304,0.0157480314961,akg:2.6.1.82,0.984251968504,ptrcta
1562,1.1.1.37,mal__l,2.6,glcNAc,1.832,0.413357400722,mal__l:1.1.1.37,0.586642599278,mdh
1563,1.1.1.40,mal__l,3.41,glcNAc,1.832,0.349484929416,mal__l:1.1.1.40,0.650515070584,me2
1564,4.2.1.2,mal__l,0.272864188864,glcNAc,1.832,0.870364943112,mal__l:4.2.1.2,0.129635056888,fum
1565,1.1.1.44,6pgc,0.093,glcNAc,0.207,0.69,6pgc:1.1.1.44,0.31,gnd
1566,1.1.1.49,g6p,0.185688522541,glcNAc,0.465,0.714627635022,g6p:1.1.1.49,0.285372364978,g6pdh2r
1567,2.4.1.15,g6p,5.26782687643,glcNAc,0.465,0.0811118162162,g6p:2.4.1.15,0.918888183784,tre6ps
1568,2.6.1.16,g6p,16.0,glcNAc,0.465,0.0282417248709,g6p:2.6.1.16,0.971758275129,gf6pta
1569,5.3.1.9,g6p,0.28,glcNAc,0.465,0.624161073826,g6p:5.3.1.9,0.375838926174,pgi
1570,1.1.1.94,dhap,0.17,glcNAc,0.825,0.829145728643,dhap:1.1.1.94,0.170854271357,g3pd2
1571,4.1.2.17,dhap,54.7,glcNAc,0.825,0.0148581719946,dhap:4.1.2.17,0.985141828005,fclpa
1572,4.1.2.19,dhap,0.711378660898,glcNAc,0.825,0.536976997271,dhap:4.1.2.19,0.463023002729,rmpa
1573,4.2.3.3,dhap,0.501816593132,glcNAc,0.825,0.621789028168,dhap:4.2.3.3,0.378210971832,mgsa
1574,1.1.1.94,glyc3p,0.21,glcNAc,0.295,0.584158415842,glyc3p:1.1.1.94,0.415841584158,g3pd2
1575,2.3.1.15,glyc3p,0.391158559217,glcNAc,0.295,0.429929782318,glyc3p:2.3.1.15,0.570070217682,g3pat120
1576,2.7.8.5,glyc3p,0.32,glcNAc,0.295,0.479674796748,glyc3p:2.7.8.5,0.520325203252,pgsa120
1577,3.1.3.21,glyc3p,2.9,glcNAc,0.295,0.0923317683881,glyc3p:3.1.3.21,0.907668231612,g3pt
1578,1.17.4.1,atp,0.07,glcNAc,1.236,0.946401225115,atp:1.17.4.1,0.0535987748851,rndr1
1579,2.1.2.2,atp,0.0774,glcNAc,1.236,0.94106898127,atp:2.1.2.2,0.05893101873,garft
1580,2.5.1.6,atp,0.0778395786217,glcNAc,1.236,0.940754122582,atp:2.5.1.6,0.0592458774178,metat
1581,2.7.1.107,atp,1.07364350264,glcNAc,1.236,0.535147523237,atp:2.7.1.107,0.464852476763,dagk160
1582,2.7.1.11,atp,0.0508000513259,glcNAc,1.236,0.960522187364,atp:2.7.1.11,0.0394778126358,pfk
1583,2.7.1.12,atp,0.0743975806058,glcNAc,1.236,0.943225184702,atp:2.7.1.12,0.056774815298,gnk
1584,2.7.1.148,atp,0.02,glcNAc,1.236,0.984076433121,atp:2.7.1.148,0.015923566879,cdpmek
1585,2.7.1.16,atp,0.153845688374,glcNAc,1.236,0.889307360047,atp:2.7.1.16,0.110692639953,rbk_l1
1586,2.7.1.2,atp,1.37113092008,glcNAc,1.236,0.474084362423,atp:2.7.1.2,0.525915637577,hex1
1587,2.7.1.23,atp,0.758287544405,glcNAc,1.236,0.619770204887,atp:2.7.1.23,0.380229795113,nadk
1588,2.7.1.25,atp,0.01,glcNAc,1.236,0.991974317817,atp:2.7.1.25,0.00802568218299,adsk
1589,2.7.1.30,atp,0.0078,glcNAc,1.236,0.993728895321,atp:2.7.1.30,0.00627110467921,glyk
1590,2.7.1.33,atp,0.21607868937,glcNAc,1.236,0.851193540025,atp:2.7.1.33,0.148806459975,pntk
1591,2.7.1.39,atp,0.406201920232,glcNAc,1.236,0.752648005567,atp:2.7.1.39,0.247351994433,hsk
1592,2.7.1.49,atp,0.1431,glcNAc,1.236,0.896236676093,atp:2.7.1.49,0.103763323907,hmpk1
1593,2.7.1.56,atp,0.293179441776,glcNAc,1.236,0.808276626165,atp:2.7.1.56,0.191723373835,fruk
1594,2.7.1.59,atp,0.0112249721603,glcNAc,1.236,0.991000042165,atp:2.7.1.59,0.0089999578351,acgamk
1595,2.7.1.6,atp,2.36643191324,glcNAc,1.236,0.343101557439,atp:2.7.1.6,0.656898442561,galkr
1596,2.7.1.71,atp,0.16,glcNAc,1.236,0.885386819484,atp:2.7.1.71,0.114613180516,shkk
1597,2.7.1.73,atp,0.601747455333,glcNAc,1.236,0.672562487524,atp:2.7.1.73,0.327437512476,gsnk
1598,2.7.2.11,atp,0.736806299728,glcNAc,1.236,0.626518680608,atp:2.7.2.11,0.373481319392,glu5k
1599,2.7.2.4,atp,1.60078067845,glcNAc,1.236,0.435705167266,atp:2.7.2.4,0.564294832734,aspk
1600,2.7.2.8,atp,0.683277145225,glcNAc,1.236,0.643992454699,atp:2.7.2.8,0.356007545301,acgk
1601,2.7.4.16,atp,0.27,glcNAc,1.236,0.820717131474,atp:2.7.4.16,0.179282868526,tmpk
1602,2.7.4.25,atp,0.038,glcNAc,1.236,0.970172684458,atp:2.7.4.25,0.0298273155416,cytk1
1603,2.7.4.3,atp,0.0850220126159,glcNAc,1.236,0.935639215847,atp:2.7.4.3,0.0643607841534,adk1
1604,2.7.4.7,atp,0.193,glcNAc,1.236,0.864940517845,atp:2.7.4.7,0.135059482155,pmpk
1605,2.7.4.9,atp,0.219089023002,glcNAc,1.236,0.849432564236,atp:2.7.4.9,0.150567435764,dtmpk
1606,2.7.6.1,atp,0.023,glcNAc,1.236,0.981731532963,atp:2.7.6.1,0.0182684670373,prpps
1607,2.7.6.3,atp,0.0156390540219,glcNAc,1.236,0.987505140582,atp:2.7.6.3,0.0124948594178,hppk2
1608,2.7.7.18,atp,0.0291547594742,glcNAc,1.236,0.976955578552,atp:2.7.7.18,0.023044421448,nmnat
1609,2.7.7.27,atp,0.628689062868,glcNAc,1.236,0.662845095524,atp:2.7.7.27,0.337154904476,glgc
1610,2.7.7.3,atp,0.22,glcNAc,1.236,0.848901098901,atp:2.7.7.3,0.151098901099,ptpati
1611,2.7.7.58,atp,1.12,glcNAc,1.236,0.524617996604,atp:2.7.7.58,0.475382003396,dhbs
1612,2.7.7.63,atp,0.00547905101272,glcNAc,1.236,0.995586674613,atp:2.7.7.63,0.00441332538656,lipatpt
1613,2.7.9.2,atp,0.028,glcNAc,1.236,0.977848101266,atp:2.7.9.2,0.0221518987342,pps
1614,2.7.9.3,atp,1.03923048454,glcNAc,1.236,0.543241666459,atp:2.7.9.3,0.456758333541,selnps
1615,3.1.3.5,atp,0.377182051535,glcNAc,1.236,0.766187547663,atp:3.1.3.5,0.233812452337,ntd10
1616,3.1.4.16,atp,0.18,glcNAc,1.236,0.872881355932,atp:3.1.4.16,0.127118644068,23pde2pp
1617,3.6.3.14,atp,0.116000843096,glcNAc,1.236,0.914200613344,atp:3.6.3.14,0.0857993866562,atps4rpp
1618,3.6.3.16,atp,0.161156826931,glcNAc,1.236,0.884653731189,atp:3.6.3.16,0.115346268811,aso3t8pp
1619,3.6.3.19,atp,0.148398113196,glcNAc,1.236,0.89280676434,atp:3.6.3.19,0.10719323566,maltabcpp
1620,3.6.3.27,atp,0.0239,glcNAc,1.236,0.981030240495,atp:3.6.3.27,0.0189697595047,piuabcpp
1621,3.6.3.31,atp,0.356914284197,glcNAc,1.236,0.77593629002,atp:3.6.3.31,0.22406370998,ptrcabcpp
