,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,Organisms,DeltaEntropy
ki:3.5.2.6:1226,ki,"('3.5.2.6', '1226')",3.5.2.6,1226,tazobactam,18,0.0,Bacteria:18,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:456,"209353,684489;209356;209363;209366;654591;663641;663646;663648;663655;663665;684487;684490;684493;685096;695638",15,Enterobacter cloacae;Bacteroides uniformis;Clostridium butyricum;Fusobacterium nucleatum;Moraxella catarrhalis;Moraxella nonliquefaciens;Klebsiella pneumoniae;Acinetobacter baumannii;Escherichia coli;Providencia stuartii;Pseudomonas aeruginosa;Morganella morganii;Bacillus clausii;Serratia fonticola;Brachyspira pilosicoli;Achromobacter xylosoxidans;Mycobacterium tuberculosis;Enterobacter aerogenes,0.0
ki:3.5.2.6:1420,ki,"('3.5.2.6', '1420')",3.5.2.6,1420,Sulbactam,21,0.0,Bacteria:21,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:456,"209312;209348;209353,684489;209363;209366;654591;663641;663654;663655;684487;684490;684493;684510;685096;687331;687334;695638;696231",18,Proteus penneri;Escherichia coli;Bacteroides uniformis;Clostridium butyricum;Fusobacterium nucleatum;Moraxella catarrhalis;Moraxella nonliquefaciens;Klebsiella pneumoniae;Acinetobacter baumannii;Laribacter hongkongensis;Pseudomonas aeruginosa;Bacillus clausii;Serratia fonticola;Brachyspira pilosicoli;Achromobacter xylosoxidans;Morganella morganii;Mycobacterium tuberculosis;Acinetobacter baylyi;Proteus mirabilis;Enterobacter aerogenes;Enterobacter cloacae,0.0
ki:3.5.2.6:21,ki,"('3.5.2.6', '21')",3.5.2.6,21,EDTA,14,0.0,Bacteria:14,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:456,"209335;209349;209351;209357,209358;657241;663650;663658;665323;684483;686103;690020;690465;696094;719154",14,Bacillus cereus;Elizabethkingia meningoseptica;Bacteroides fragilis;Aeromonas sobria;Haemophilus ducreyi;Janthinobacterium lividum;Enterobacter cloacae;Shewanella livingstonensis;Chryseobacterium indologenes;Serratia marcescens;Neisseria gonorrhoeae;Pseudomonas aeruginosa;Aeromonas hydrophila;Bacillus anthracis,0.0
ki:3.5.4.6:16,ki,"('3.5.4.6', '16')",3.5.4.6,16,phosphate,11,0.0,Animalia:11,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.4.6#INHIBITORS,0.195261042973,Animalia:84;Plantae:16;Fungi:4,209672;209702;209705;209706;209707;209709;209711;667030;686221;698016,10,Oryctolagus cuniculus;Homo sapiens;Oncorhynchus mykiss;Raja clavata;Scyliorhinus canicula;Scorpaena porcus;Rattus norvegicus;Sus scrofa;Gallus gallus;Cyprinus carpio;Carassius auratus,-0.195261042973
ki:3.6.1.1:14,ki,"('3.6.1.1', '14')",3.6.1.1,14,Zn2+,11,0.322063076256,Plantae:5;Animalia:2;Archaea:2;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1#INHIBITORS,0.243202526151,Plantae:70;Bacteria:69;Animalia:53;Archaea:18;Fungi:13;Protozoa:1,209768;209770;209780;209787;209790;209800;209811;209818;654467;667352;684535,11,Sorghum bicolor;Rhodopseudomonas palustris;Streptococcus salivarius;Cricetinae;Sus scrofa;Zea mays;Methanocaldococcus jannaschii;Spinacia oleracea;Sesamum indicum;Pyrococcus horikoshii;Gossypium hirsutum,0.0788605501043
ki:3.6.1.1:15,ki,"('3.6.1.1', '15')",3.6.1.1,15,Ca2+,21,0.319258564867,Plantae:9;Animalia:6;Archaea:3;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1#INHIBITORS,0.243202526151,Plantae:70;Bacteria:69;Animalia:53;Archaea:18;Fungi:13;Protozoa:1,"209768;209775;209778;209779,209828;209780;209785;209787;209800;209809;209818;209823;209827;654467;667352;667527;668747;684535;689148;698281;711602;727403",21,Sorghum bicolor;Sus scrofa;Streptomyces aureofaciens;Streptococcus salivarius;Oryctolagus cuniculus;Cricetinae;Zea mays;Vigna radiata;Spinacia oleracea;Solanum tuberosum;Sulfolobus acidocaldarius;Rattus norvegicus;Sesamum indicum;Pyrococcus horikoshii;Chlamydomonas reinhardtii;Homo sapiens;Gossypium hirsutum;Papaver rhoeas;Periplaneta americana;Mycoplasma suis;Thermoplasma acidophilum,0.0760560387151
ki:3.6.1.1:23,ki,"('3.6.1.1', '23')",3.6.1.1,23,Co2+,10,0.305151816138,Plantae:5;Animalia:2;Bacteria:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1#INHIBITORS,0.243202526151,Plantae:70;Bacteria:69;Animalia:53;Archaea:18;Fungi:13;Protozoa:1,209768;209778;209780;209790;209791;209800;209809;209818;667352;684535,10,Sorghum bicolor;Streptomyces aureofaciens;Streptococcus salivarius;Sus scrofa;Homo sapiens;Zea mays;Vigna radiata;Spinacia oleracea;Pyrococcus horikoshii;Gossypium hirsutum,0.0619492899869
ki:3.6.1.9:21,ki,"('3.6.1.9', '21')",3.6.1.9,21,EDTA,10,0.31444946411,Animalia:5;Plantae:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.9#INHIBITORS,0.283656363407,Animalia:62;Plantae:36;Bacteria:18;Fungi:6,208391;246801;246821;246822;246827;246829;658622;713555;719535;720099,10,Homo sapiens;Lens culinaris;Saccharomyces cerevisiae;Vigna radiata var. radiata;Mus musculus;Ovis aries aries;Rattus norvegicus;Bothrops jararaca;Opuntia ficus-indica;Triticum aestivum,0.0307931007024
ki:3.6.3.9:2784,ki,"('3.6.3.9', '2784')",3.6.3.9,2784,oubain,10,0.0,Animalia:10,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.9#INHIBITORS,0.0,Animalia:176,"246948,246962;246949;246950,246954,246958,246962;246952;246953;246955;246961,246962;246962;246962,246971;246974",10,Cyprinus carpio;Homo sapiens;Mus musculus;Macrobrachium rosenbergii;Bos taurus;Cavia porcellus;Mammalia;Rattus norvegicus;Sus scrofa;Rhinella marina,0.0
ki:3.6.3.9:866,ki,"('3.6.3.9', '866')",3.6.3.9,866,Ouabain,23,0.0,Animalia:23,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.9#INHIBITORS,0.0,Animalia:176,"655251;655269,675473;656368;674599,695408,710778;675517,701004;675715,675719;677133;684332;686200;686204;688107;696017;697161;697452;697455;698083;698962,701165;700145;700691,713011;712794;713398;719763",22,Macrobrachium olfersii;Sparus aurata;Oryctolagus cuniculus;Rhinella marina;Mammalia;Homo sapiens;Clibanarius vittatus;Callinectes ornatus;Callinectes sapidus;Canis lupus familiaris;Capra hircus;Macrobrachium amazonicum;Callinectes danae;Salmo salar;Bos taurus;Mus musculus;Ovis aries;Sus scrofa;Felis catus;Rattus norvegicus;Cavia porcellus;Squalus acanthias;Bombyx mori,0.0
ki:4.1.1.31:247,ki,"('4.1.1.31', '247')",4.1.1.31,247,L-Malate,12,0.225280604433,Plantae:10;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.31#INHIBITORS,0.181318009548,Plantae:138;Bacteria:52;Archaea:4;Protozoa:2,"655409;656910,715758;656941;657092;662338;682146;682409;701501,703706;704531;706563;725031;725236",12,Brassica napus;Annona cherimola;Sorghum bicolor;Zea mays;Fagus sylvatica;Suaeda linifolia;Arabidopsis thaliana;Ricinus communis;Oryza sativa;Amaranthus hypochondriacus;Sulfolobus acidocaldarius;Sulfolobus solfataricus,0.0439625948851
ki:4.1.1.31:283,ki,"('4.1.1.31', '283')",4.1.1.31,283,malate,36,0.143417991528,Plantae:33;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.31#INHIBITORS,0.181318009548,Plantae:138;Bacteria:52;Archaea:4;Protozoa:2,"4289;4298;4299,4320;4300;4301;4305;4308;4308,4311;4313;4316,714099;4318;4319;4322;4323;4338,728348;4341;656117;656395;656909;656925;663028;682339;682446;714099",24,Thiobacillus thioparus;Medicago sativa;Commelina communis;Cicer arietinum;Amaranthus viridis;Embryophyta;Escherichia coli;Coleataenia prionitis;Glycine max;Lupinus luteus;Vicia faba;Zea mays;Amaranthus hypochondriacus;Hyphomicrobium methylovorum;Ricinus communis;Cucumis sativus;Portulaca oleracea;Pinus halepensis;Digitaria sanguinalis;Hydrilla verticillata;Ananas comosus;Kalanchoe daigremontiana;Kalanchoe pinnata;Arabidopsis thaliana;Beta vulgaris;Brassica napus;Chlamydomonas reinhardtii;Helianthus annuus;Hordeum vulgare;Lupinus albus;Nicotiana tabacum;Oryza sativa;Solanum lycopersicum;Solanum tuberosum;Triticum aestivum;Flaveria trinervia,-0.0379000180199
ki:4.1.1.31:304,ki,"('4.1.1.31', '304')",4.1.1.31,304,Asp,10,0.336505833505,Plantae:6;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.31#INHIBITORS,0.181318009548,Plantae:138;Bacteria:52;Archaea:4;Protozoa:2,"4289;4293;4294;4305;4308;4308,4311,657356;4316;4318;4319;4341",10,Thiobacillus thioparus;Acetobacter aceti;Zea mays;Amaranthus viridis;Embryophyta;Chlamydomonas reinhardtii;Glycine max;Lupinus luteus;Hyphomicrobium methylovorum;Escherichia coli,0.155187823957
ki:4.1.1.50:1684,ki,"('4.1.1.50', '1684')",4.1.1.50,1684,methylglyoxal bis(guanylhydrazone),17,0.270988118007,Bacteria:5;Animalia:4;Plantae:4;Archaea:2;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.50#INHIBITORS,0.230991568761,Animalia:122;Bacteria:60;Plantae:42;Fungi:15;Archaea:12;Protozoa:6,"4661;4665,4668,4689,4690,4699;4668;4668,4678;4668,4689,4690,664878,702325,703505;4674;4676;4691;4694;4695;652545;703505",12,Mycobacterium bovis;Escherichia coli;Rattus norvegicus;Zea mays;Saccharomyces cerevisiae;Lytechinus pictus;Glycine max;Acanthamoeba castellanii;Sulfolobus solfataricus;Mus musculus;Methanocaldococcus jannaschii;Bacillus subtilis;Catharanthus roseus;Clostridium acetobutylicum;Homo sapiens;Solanum tuberosum;Thermotoga maritima,0.0399965492456
ki:4.1.2.13:21,ki,"('4.1.2.13', '21')",4.1.2.13,21,EDTA,19,0.23787199006,Bacteria:12;Archaea:5;Chromista:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.2.13#INHIBITORS,0.191403916482,Bacteria:103;Animalia:88;Archaea:17;Plantae:15;Fungi:15;Protozoa:3;Chromista:1,4902;4918;4920;4924;4947;4962;664686;678573;680556;705891;714279;716837;722543;727401;728064;728260,16,Escherichia coli;Moritella marina;Staphylococcus aureus;Mycobacterium smegmatis;Mycobacterium tuberculosis;Ricinus communis;Thermus aquaticus;Odontella sinensis;Deinococcus radiodurans;Anoxybacillus gonensis;Ignicoccus hospitalis;Metallosphaera sedula;Methylococcus capsulatus;Bacillus cereus;Pseudomonas aeruginosa;Haloferax volcanii;Haloarcula vallismortis;Haloferax mediterranei;Bacillus methanolicus,0.0464680735779
ki:4.2.1.1:1032,ki,"('4.2.1.1', '1032')",4.2.1.1,1032,SCN-,11,0.292129601436,Animalia:6;Bacteria:2;Plantae:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33531;33543;33572;33597;649416;651081;651093;714446;714606;727132;729374,11,Bos taurus;Canis lupus familiaris;Homo sapiens;Spinacia oleracea;Pisum sativum;Mus musculus;Neisseria gonorrhoeae;Stylophora pistillata;Drosophila melanogaster;Methanosarcina thermophila;Porphyromonas gingivalis,0.134754651274
ki:4.2.1.1:1049,ki,"('4.2.1.1', '1049')",4.2.1.1,1049,methazolamide,13,0.234288963266,Animalia:9;Fungi:2;Archaea:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33535;33543;33596;652630,664670;678479;678614;679413;696740;699561;702655;705027;714462;727134",13,Rattus norvegicus;Canis lupus familiaris;Oryctolagus cuniculus;Bos taurus;Aedes aegypti;Homo sapiens;Mus musculus;Saccharomyces cerevisiae;Cryptococcus neoformans;Stylophora pistillata;Mycobacterium tuberculosis;Leptonychotes weddellii;Methanosarcina thermophila,0.0769140131047
ki:4.2.1.1:1096,ki,"('4.2.1.1', '1096')",4.2.1.1,1096,sulfanilamide,15,0.267771658714,Animalia:10;Bacteria:4;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33534;33535,33551;33543;33563;33579;652647;664306;665851;665852;680179;702804;706571;729386",13,Rhodospirillum rubrum;Canis lupus familiaris;Rattus norvegicus;Neisseria sicca;Methanosarcina thermophila;Anguilla anguilla;Chionodraco hamatus;Trematomus bernacchii;Homo sapiens;Struthio camelus;Bos taurus;Oncorhynchus mykiss;Bacillus subtilis;Pseudomonas fragi;Ovis aries,0.110396708552
ki:4.2.1.1:141,ki,"('4.2.1.1', '141')",4.2.1.1,141,Cl-,12,0.337134754902,Animalia:6;Plantae:4;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33569;33581;33584;33597;649416;651081;665857;682665;702804;714446;714606;729374,12,Bos taurus;Homo sapiens;Solanum tuberosum;Spinacia oleracea;Pisum sativum;Mus musculus;Oncorhynchus mykiss;Oryza sativa;Bacillus subtilis;Stylophora pistillata;Drosophila melanogaster;Porphyromonas gingivalis,0.179759804741
ki:4.2.1.1:230,ki,"('4.2.1.1', '230')",4.2.1.1,230,azide,12,0.294700477016,Animalia:4;Fungi:3;Bacteria:3;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,666765;679413;680472;696639;696649;696695;699246;700636;703758;706571;714462,11,Methanosarcina thermophila;Mus musculus;Halothiobacillus neapolitanus;Candida albicans;Cryptococcus neoformans;Saccharomyces cerevisiae;Stylophora pistillata;Homo sapiens;Chlamydomonas reinhardtii;Azospirillum brasilense;Pseudomonas fragi;Leptonychotes weddellii,0.137325526854
ki:4.2.1.1:2335,ki,"('4.2.1.1', '2335')",4.2.1.1,2335,benzolamide,10,0.267272850848,Animalia:7;Fungi:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33543;33596;652630;666735,699472;678614;696740;699561;702655;705027,705034;714462",10,Canis lupus familiaris;Oryctolagus cuniculus;Bos taurus;Homo sapiens;Saccharomyces cerevisiae;Mus musculus;Cryptococcus neoformans;Stylophora pistillata;Mycobacterium tuberculosis;Leptonychotes weddellii,0.109897900686
ki:4.2.1.1:259,ki,"('4.2.1.1', '259')",4.2.1.1,259,acetazolamide,54,0.254443706793,Animalia:20;Chromista:13;Bacteria:9;Plantae:8;Fungi:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33531;33534;33542,700636;33543;33544;33545,33550;33550;33552;33554;33563;33567,649416;33579;33584;33587;33589;33596;652642;652647;664306;665834,681114;665851;666801;678676;682665;696639;696649;698797;700635;700804;702804;703758;705027;706571;714462;715746;729373;729374;730118;730551",39,Bos taurus;Rhodospirillum rubrum;Canis lupus familiaris;Myxine glutinosa;Gallus gallus;Ovis aries;Cavia porcellus;Lactuca sativa;Neisseria sicca;Methanosarcina thermophila;Solanum tuberosum;Neisseria gonorrhoeae;Platichthys flesus;Oryctolagus cuniculus;Pisum sativum;Oncorhynchus mykiss;Anguilla anguilla;Chionodraco hamatus;Trematomus bernacchii;Homo sapiens;Struthio camelus;Dunaliella salina;Helicobacter pylori;Mus musculus;Petromyzon marinus;Oryza sativa;Candida albicans;Cryptococcus neoformans;Saccharomyces cerevisiae;Stylophora pistillata;Chaetoceros decipiens;Chaetoceros socialis;Chaetoceros vixvisibilis;Cylindrotheca fusiformis;Grammatophora oceanica;Leptocylindrus minimus;Nitzschia thermalis;Odontella aurita;Phaeodactylum tricornutum;Skeletonema costatum;Thalassiosira pseudonana;Thalassiosira weissflogii;Chlamydomonas reinhardtii;Lingulodinium polyedrum;Bacillus subtilis;Azospirillum brasilense;Mycobacterium tuberculosis;Pseudomonas fragi;Leptonychotes weddellii;Acipenser gueldenstaedtii;Flaveria bidentis;Porphyromonas gingivalis;Columba livia;Arabidopsis thaliana,0.0970687566312
ki:4.2.1.1:308,ki,"('4.2.1.1', '308')",4.2.1.1,308,nitrate,13,0.316464187968,Animalia:5;Bacteria:4;Fungi:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"650526,699246;679413;696639;696649;696695;703758;706571,715948;714462;715948;727132",10,Mus musculus;Candida albicans;Cryptococcus neoformans;Saccharomyces cerevisiae;Stylophora pistillata;Homo sapiens;Azospirillum brasilense;Leptonychotes weddellii;Bos taurus;Micrococcus luteus;Micrococcus lylae;Pseudomonas fragi;Methanosarcina thermophila,0.159089237806
ki:4.2.1.1:4888,ki,"('4.2.1.1', '4888')",4.2.1.1,4888,ethoxyzolamide,11,0.34539959494,Animalia:5;Plantae:4;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33536;33543;33563;33575,33578,33580;33584;33596;664670;678350;700636;729554;730551",11,Homo sapiens;Canis lupus familiaris;Neisseria sicca;Mus musculus;Solanum tuberosum;Oryctolagus cuniculus;Bos taurus;Pisum sativum;Chlamydomonas reinhardtii;Escherichia coli;Arabidopsis thaliana,0.188024644778
ki:4.2.1.1:507,ki,"('4.2.1.1', '507')",4.2.1.1,507,I-,11,0.258390513552,Animalia:7;Plantae:2;Archaea:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33530;33531;33533;33534;33543;651081;666801;682665;714446;714606;727132,11,Homo sapiens;Bos taurus;Felis catus;Rhodospirillum rubrum;Canis lupus familiaris;Mus musculus;Dunaliella salina;Oryza sativa;Stylophora pistillata;Drosophila melanogaster;Methanosarcina thermophila,0.10101556339
ki:4.2.1.1:582,ki,"('4.2.1.1', '582')",4.2.1.1,582,N3-,15,0.308786162883,Animalia:6;Plantae:5;Bacteria:3;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33531,33576;33533;33534;33545;33554;33561,33597;33579;33584;651081;651093;666801;682665;714446;714606;729374",15,Felis catus;Rhodospirillum rubrum;Ovis aries;Lactuca sativa;Bos taurus;Methanosarcina thermophila;Solanum tuberosum;Spinacia oleracea;Mus musculus;Neisseria gonorrhoeae;Dunaliella salina;Oryza sativa;Stylophora pistillata;Drosophila melanogaster;Porphyromonas gingivalis,0.151411212721
ki:4.2.1.1:643,ki,"('4.2.1.1', '643')",4.2.1.1,643,ethoxzolamide,11,0.292129601436,Animalia:6;Fungi:2;Bacteria:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"652630;664306;665851;678479;678676;678676,678696;696695,702655;696740;699561;705027",10,Bos taurus;Homo sapiens;Struthio camelus;Aedes aegypti;Helicobacter pylori;Methanosarcina thermophila;Mus musculus;Saccharomyces cerevisiae;Cryptococcus neoformans;Stylophora pistillata;Mycobacterium tuberculosis,0.134754651274
ki:4.2.1.1:673,ki,"('4.2.1.1', '673')",4.2.1.1,673,NO3-,10,0.298387401025,Animalia:4;Plantae:4;Archaea:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.157374950162,Animalia:1341;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"33554;33569,33588;33584;33597;651081;682665;702804;714446;714606;727132",10,Lactuca sativa;Solanum tuberosum;Bos taurus;Spinacia oleracea;Mus musculus;Oryza sativa;Bacillus subtilis;Stylophora pistillata;Drosophila melanogaster;Methanosarcina thermophila,0.141012450863
ki:4.2.1.11:174,ki,"('4.2.1.11', '174')",4.2.1.11,174,F-,14,0.319258564867,Bacteria:6;Animalia:4;Fungi:2;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.11#INHIBITORS,0.254022992391,Animalia:33;Bacteria:25;Fungi:12;Plantae:4;Archaea:2,"33599;33600,33605;33606;33609;33619;33620;33630;33632;33637;650872;664141;679893",12,Saccharomyces cerevisiae;Escherichia coli;Oncorhynchus keta;Oncorhynchus kisutch;Oncorhynchus mykiss;Bacillus megaterium;Spinacia oleracea;Ricinus communis;Streptococcus ratti;Streptococcus mutans;Thermotoga maritima;Candida albicans;Homo sapiens;Leuconostoc mesenteroides,0.0652355724755
ki:4.2.2.2:21,ki,"('4.2.2.2', '21')",4.2.2.2,21,EDTA,10,0.162541486696,Bacteria:9;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.2.2#INHIBITORS,0.219079660013,Bacteria:74;Plantae:14,"37371;37383;37385;37388,677646;37394;651383;665787;694751;728991;729926",10,Streptomyces nitrosporeus;Thermoanaerobacter italicus;Dickeya chrysanthemi;Bacillus subtilis;Treponema pectinovorum;Bacillus pumilus;Paenibacillus macerans;Hevea brasiliensis;Xanthomonas campestris;Dickeya dadantii,-0.0565381733177
ki:4.3.1.19:1088,ki,"('4.3.1.19', '1088')",4.3.1.19,1088,Ile,12,0.274653072167,Bacteria:8;Plantae:3;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.3.1.19#INHIBITORS,0.29050419542,Bacteria:43;Plantae:28;Animalia:20;Chromista:16;Protozoa:6,210818;210822;210824;210827;210829;210834;210839;210840;210844;210855;210857;210864,12,Chloroflexus aurantiacus;Euglena gracilis;Morganella morganii;Acidiphilium acidophilum;Spinacia oleracea;Geobacillus stearothermophilus;Pseudomonas putida;Escherichia coli;Rhodobacter sphaeroides;Solanum lycopersicum;Corynebacterium glutamicum;Crataegus laevigata,-0.0158511232533
ki:4.3.1.24:864,ki,"('4.3.1.24', '864')",4.3.1.24,864,Cinnamic acid,13,0.270102071194,Plantae:10;Fungi:3,http://www.brenda-enzymes.org/enzyme.php?ecno=4.3.1.24#INHIBITORS,0.165530700046,Plantae:131;Fungi:15,"34330;34330,34353;34330,34357;34332;34347;34358;34360;34363;34364;716178",10,Hordeum vulgare;Avena sativa;Solanum tuberosum;Sporobolomyces roseus;Cucumis sativus;Oryza sativa;Medicago sativa;Pinus banksiana;Sporobolomyces pararoseus;Ustilago maydis;Brassica juncea;Gossypium hirsutum;Cistanche deserticola,0.104571371148
ki:4.3.3.7:134,ki,"('4.3.3.7', '134')",4.3.3.7,134,L-lysine,11,0.344504619238,Plantae:6;Bacteria:5,http://www.brenda-enzymes.org/enzyme.php?ecno=4.3.3.7#INHIBITORS,0.260899235484,Bacteria:98;Plantae:27,"33902,33904;33903;33904,33911;33907;33921;690628;692356;702445;715195;730623;730624",11,Spinacia oleracea;Triticum aestivum;Escherichia coli;Zea mays;Nicotiana sylvestris;Corynebacterium glutamicum;Staphylococcus aureus;Neisseria meningitidis;Pseudomonas aeruginosa;Medicago truncatula;Vitis vinifera,0.0836053837545
ki:4.6.1.1:15,ki,"('4.6.1.1', '15')",4.6.1.1,15,Ca2+,17,0.225969575215,Animalia:13;Bacteria:3;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.6.1.1#INHIBITORS,0.181151694146,Animalia:232;Bacteria:118;Plantae:4;Protozoa:2,"34764,34790;34776;34778;34780;34783;34799;34800;34817;34818;34819;653453;680097,680098;714665;716341;730950",15,Gallus gallus;Bombyx mori;Bos taurus;Cavia porcellus;Arthrobacter nicotianae;Escherichia coli;Mammalia;Rattus norvegicus;Carassius auratus;Canis lupus familiaris;Bordetella pertussis;Homo sapiens;Mus musculus;Tetrahymena pyriformis;Oryctolagus cuniculus;Acropora digitifera;Pocillopora damicornis,0.0448178810685
ki:5.2.1.8:1044,ki,"('5.2.1.8', '1044')",5.2.1.8,1044,cyclosporin A,19,0.280091862844,Animalia:8;Plantae:8;Bacteria:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8#INHIBITORS,0.136554727508,Animalia:166;Bacteria:18;Plantae:14;Fungi:5;Archaea:1,"2510,2515,653787;2521,2524;2522;2523;2527;2533;2535;2537;651323;651755;651842;651964;653459;653605;680801;693250;694779;706176",18,Gallus gallus;Homo sapiens;Saccharomyces cerevisiae;Legionella pneumophila;Escherichia coli;Zea mays;Rattus norvegicus;Spinacia oleracea;Bos taurus;Pisum sativum;Caenorhabditis elegans;Vicia faba;Brassica napus;Solanum lycopersicum;Sus scrofa;Schistosoma mansoni;Oryctolagus cuniculus;Ricinus communis;Arabidopsis thaliana,0.143537135336
ki:5.3.1.4:19,ki,"('5.3.1.4', '19')",5.3.1.4,19,Cu2+,11,0.0,Bacteria:11,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.4#INHIBITORS,0.0,Bacteria:74,"661274,674224;690589;701860;701868;714492;714934;715956;726761;727200;728249;728843",11,Geobacillus stearothermophilus;Bacillus licheniformis;Bacillus subtilis;Acidothermus cellulolyticus;Lactobacillus sakei;Anoxybacillus flavithermus;Lactobacillus fermentum;Thermoanaerobacter mathranii;Geobacillus thermoglucosidasius;Pediococcus pentosaceus;Bacillus coagulans,0.0
ki:5.3.1.9:391,ki,"('5.3.1.9', '391')",5.3.1.9,391,6-phosphogluconate,16,0.292294425861,Archaea:6;Bacteria:4;Plantae:3;Animalia:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.9#INHIBITORS,0.297518039368,Archaea:37;Fungi:28;Plantae:21;Bacteria:13;Animalia:8,"2624,2830;2624,2837;2624,2841;2624,2858;2836,2858,2861;2854;2867;649517;661679;662029;662220;682664",12,Homo sapiens;Pisum sativum;Escherichia coli;Triticum aestivum;Oryctolagus cuniculus;Saccharomyces cerevisiae;Geobacillus stearothermophilus;Spinacia oleracea;Methanocaldococcus jannaschii;Pyrobaculum aerophilum;Archaeoglobus fulgidus;Methanosarcina mazei;Salmonella enterica;Aeropyrum pernix;Thermoplasma acidophilum;Mycobacterium tuberculosis,-0.00522361350752
