,EC_number,Compound,Organism_inh,Organism_act
2920,2.8.2.4,Androstenediol,1.0,0.0
2921,2.8.2.4,Bisphenol A,1.0,0.0
2922,2.8.2.4,Daidzein,1.0,0.0
2923,2.8.2.4,Dehydroepiandrosterone,1.0,0.0
2924,2.8.2.4,Dihydrotestosterone,1.0,0.0
2925,2.8.2.4,Equol,1.0,0.0
2926,2.8.2.4,"Estra-1,3,5(10)-triene-3,17beta-diol 3-phosphate",1.0,0.0
2927,2.8.2.4,Estradiol benzoate,1.0,0.0
2928,2.8.2.4,Estradiol-17beta,4.0,0.0
2929,2.8.2.4,Estriol,1.0,0.0
2930,2.8.2.4,Estrone 3-sulfate,1.0,0.0
2931,2.8.2.4,Formononetin,1.0,0.0
2932,2.8.2.4,Genistein,1.0,0.0
2933,2.8.2.4,Quercetin,1.0,1.0
2934,2.8.2.4,Resveratrol,4.0,1.0
2935,2.8.2.4,Tetrachlorobisphenol A,1.0,0.0
2936,2.8.2.6,3'-AMP,1.0,0.0
2937,2.8.2.6,"Adenosine 3',5'-bisphosphate",1.0,0.0
2938,2.8.2.6,Choline phosphate,2.0,0.0
2939,2.8.2.9,1-Naphthaldehyde,1.0,0.0
2940,2.8.2.9,1-Naphthoic acid,1.0,0.0
2941,2.8.2.9,1-Naphthylacetic acid,1.0,0.0
2942,2.8.2.9,2-Naphthaldehyde,1.0,0.0
2943,2.8.2.9,2-Naphthoic acid,1.0,0.0
2944,2.8.2.9,"Adenosine 3',5'-bisphosphate",1.0,0.0
2945,2.8.2.9,Benzoate,1.0,0.0
2946,2.8.2.9,Phenylacetic acid,1.0,0.0
2947,2.8.2.9,Salicylate,1.0,0.0
2948,2.8.2.B1,AMP,4.0,0.0
2949,2.8.2.B1,Adenosine 5'-phosphoramidate,1.0,0.0
2950,2.8.3.13,Acetoacetate,1.0,0.0
2951,2.8.3.13,Malonate,1.0,0.0
2952,2.8.3.13,Succinate,1.0,0.0
2953,2.8.3.14,ATP,2.0,0.0
2954,2.8.3.16,CoA,1.0,0.0
2955,2.8.3.16,Hydrochloric acid,1.0,0.0
2956,2.8.3.16,Oxalate,2.0,0.0
2957,2.8.3.18,Acetate,4.0,0.0
2958,2.8.3.18,Succinate,1.0,0.0
2959,2.8.3.5,ADP,1.0,0.0
2960,2.8.3.5,Acetoacetate,2.0,0.0
2961,2.8.3.5,Acetoacetyl-CoA,1.0,0.0
2962,2.8.3.5,CoA,1.0,0.0
2963,2.8.3.5,Malonate,1.0,0.0
2964,2.8.3.5,Oxalate,1.0,0.0
2965,2.8.3.5,Pantothenol,1.0,0.0
2966,2.8.3.5,Succinate,2.0,0.0
2967,2.8.3.5,Succinyl-CoA,1.0,0.0
2968,2.8.3.8,Acetate,1.0,0.0
2969,3.1.1.1,Arachidonate,1.0,0.0
2970,3.1.1.1,Benzil,6.0,0.0
2971,3.1.1.1,Cephaloridine,1.0,0.0
2972,3.1.1.1,Cephalothin,1.0,0.0
2973,3.1.1.1,Chlorpyrifos,1.0,0.0
2974,3.1.1.1,"Cholest-5-ene-3beta,26-diol",1.0,0.0
2975,3.1.1.1,Curcumin,1.0,0.0
2976,3.1.1.1,Dichlorvos,1.0,0.0
2977,3.1.1.1,Paraoxon,2.0,0.0
2978,3.1.1.1,Phenylmethanesulfonyl fluoride,1.0,0.0
2979,3.1.1.1,Propan-2-ol,1.0,1.0
2980,3.1.1.1,Salicylate,2.0,0.0
2981,3.1.1.1,Tos-Lys-CH2Cl,1.0,0.0
2982,3.1.1.13,Chlorpromazine,1.0,0.0
2983,3.1.1.13,Phenylboronic acid,1.0,0.0
2984,3.1.1.13,Phenylmethanesulfonyl fluoride,1.0,0.0
2985,3.1.1.2,Isoflurophate,3.0,0.0
2986,3.1.1.2,Phenyl acetate,2.0,0.0
2987,3.1.1.20,Barium cation,1.0,0.0
2988,3.1.1.20,Calcium cation,1.0,0.0
2989,3.1.1.20,Calcium chloride anhydrous,1.0,0.0
2990,3.1.1.20,Gallate,1.0,2.0
2991,3.1.1.20,Mercury(2+),1.0,0.0
2992,3.1.1.20,Zinc cation,1.0,0.0
2993,3.1.1.24,3-Oxoadipate,2.0,0.0
2994,3.1.1.27,5-Pyridoxolactone,1.0,0.0
2995,3.1.1.3,Paraoxon,2.0,0.0
2996,3.1.1.4,"2',4'-Dihydroxyacetophenone",1.0,0.0
2997,3.1.1.4,4-Methoxybenzoate,1.0,0.0
2998,3.1.1.4,Arachidonyltrifluoromethane,1.0,0.0
2999,3.1.1.4,Atropine,1.0,0.0
3000,3.1.1.4,Berberine,1.0,0.0
3001,3.1.1.4,Cyanidin,1.0,0.0
3002,3.1.1.4,Delphinidin,1.0,0.0
3003,3.1.1.4,EDTA,1.0,1.0
3004,3.1.1.4,Nordihydroguaiaretic acid,1.0,0.0
3005,3.1.1.4,Pelargonidin,1.0,0.0
3006,3.1.1.4,Peonidin,1.0,0.0
3007,3.1.1.4,Petunidin,1.0,0.0
3008,3.1.1.4,Phloroglucinol,1.0,0.0
3009,3.1.1.4,Resorcinol,1.0,0.0
3010,3.1.1.56,Paraoxon,1.0,0.0
3011,3.1.1.6,Cacodylate,1.0,0.0
3012,3.1.1.7,(+)-3-Carene,1.0,0.0
3013,3.1.1.7,(+)-alpha-Pinene,1.0,0.0
3014,3.1.1.7,(-)-beta-Pinene,1.0,0.0
3015,3.1.1.7,Amlodipine,1.0,0.0
3016,3.1.1.7,Berberine,1.0,0.0
3017,3.1.1.7,Cadmium,1.0,1.0
3018,3.1.1.7,Diazepam,1.0,0.0
3019,3.1.1.7,EPN,1.0,0.0
3020,3.1.1.7,Edrophonium,1.0,0.0
3021,3.1.1.7,Ethidium bromide,1.0,0.0
3022,3.1.1.7,Fenthion,2.0,0.0
3023,3.1.1.7,Galanthamine,1.0,0.0
3024,3.1.1.7,Isoflurophate,1.0,0.0
3025,3.1.1.7,Mercury(2+),1.0,0.0
3026,3.1.1.7,Neostigmine bromide,8.0,0.0
3027,3.1.1.7,Neostigmine methylsulfate,1.0,0.0
3028,3.1.1.7,Nifedipine,1.0,0.0
3029,3.1.1.7,Physostigmine,6.0,0.0
3030,3.1.1.7,Succinylcholine,1.0,0.0
3031,3.1.1.7,Zinc cation,1.0,1.0
3032,3.1.1.7,alpha-Pinene,1.0,0.0
3033,3.1.1.73,Methyl caffeate,1.0,0.0
3034,3.1.1.8,Ambenonium,1.0,0.0
3035,3.1.1.8,Amlodipine,1.0,0.0
3036,3.1.1.8,Apigenin,1.0,0.0
3037,3.1.1.8,Chlorpromazine,1.0,0.0
3038,3.1.1.8,Cocaine,1.0,0.0
3039,3.1.1.8,Diazepam,2.0,0.0
3040,3.1.1.8,Fisetin,1.0,0.0
3041,3.1.1.8,Galangin,1.0,0.0
3042,3.1.1.8,Harman,1.0,0.0
3043,3.1.1.8,Hydralazine,1.0,0.0
3044,3.1.1.8,Iprobenfos,1.0,0.0
3045,3.1.1.8,Kaempferol,1.0,0.0
3046,3.1.1.8,Luteolin,1.0,0.0
3047,3.1.1.8,Malachite green,2.0,0.0
3048,3.1.1.8,Methyl carbamate,1.0,0.0
3049,3.1.1.8,Metoclopramide,1.0,0.0
3050,3.1.1.8,Myricetin,1.0,0.0
3051,3.1.1.8,Neostigmine,1.0,0.0
3052,3.1.1.8,Nifedipine,1.0,0.0
3053,3.1.1.8,Paraoxon,2.0,0.0
3054,3.1.1.8,Physostigmine,2.0,0.0
3055,3.1.1.8,Quercetin,1.0,0.0
3056,3.1.1.8,Tetraethylammonium,2.0,0.0
3057,3.1.1.8,Urethane,1.0,0.0
3058,3.1.1.8,n-Propyl carbamate,1.0,0.0
3059,3.1.1.82,Methanol,1.0,0.0
3060,3.1.1.84,Physostigmine,1.0,0.0
3061,3.1.13.1,EDTA,1.0,0.0
3062,3.1.13.1,Sodium chloride,1.0,0.0
3063,3.1.13.4,ADP,1.0,0.0
3064,3.1.13.4,AMP,1.0,0.0
3065,3.1.13.4,ATP,1.0,0.0
3066,3.1.13.4,CMP,1.0,0.0
3067,3.1.13.4,GDP,1.0,0.0
3068,3.1.13.4,GMP,1.0,0.0
3069,3.1.13.4,GTP,1.0,0.0
3070,3.1.13.4,Neomycin B,1.0,0.0
3071,3.1.13.4,dATP,1.0,0.0
3072,3.1.13.4,dGTP,1.0,0.0
3073,3.1.15.1,ADP,1.0,0.0
3074,3.1.15.1,Dicumarol,1.0,0.0
3075,3.1.2.1,CoA,1.0,0.0
3076,3.1.2.1,GDP,2.0,1.0
3077,3.1.2.16,L-Glutamate,1.0,0.0
3078,3.1.2.17,Acetyl-CoA,1.0,0.0
3079,3.1.2.17,Butanoyl-CoA,1.0,0.0
3080,3.1.2.17,CoA,1.0,0.0
3081,3.1.2.17,Decanoyl-CoA,1.0,0.0
3082,3.1.2.17,Glutaryl-CoA,1.0,0.0
3083,3.1.2.17,Hexanoyl-CoA,1.0,0.0
3084,3.1.2.17,Malonyl-CoA,1.0,0.0
3085,3.1.2.17,Nonanoyl-CoA,1.0,0.0
3086,3.1.2.17,Octanoyl-CoA,1.0,0.0
3087,3.1.2.17,Pentanoyl-CoA,1.0,0.0
3088,3.1.2.17,Propanoyl-CoA,1.0,0.0
3089,3.1.2.17,Succinyl-CoA,1.0,0.0
3090,3.1.2.2,ATP,1.0,1.0
3091,3.1.2.2,CoA,1.0,0.0
3092,3.1.2.2,CoA-disulfide,2.0,0.0
3093,3.1.2.2,N-Ethylmaleimide,1.0,0.0
3094,3.1.2.2,NADH,1.0,0.0
3095,3.1.2.20,ATP,1.0,3.0
3096,3.1.2.20,CoA,1.0,0.0
3097,3.1.2.20,CoA-disulfide,2.0,0.0
3098,3.1.2.20,N-Ethylmaleimide,1.0,0.0
3099,3.1.2.20,NADH,1.0,0.0
3100,3.1.2.21,Calcium cation,1.0,0.0
3101,3.1.2.21,Magnesium cation,1.0,0.0
3102,3.1.2.21,Orthophosphate,1.0,0.0
3103,3.1.2.21,Sodium chloride,1.0,0.0
3104,3.1.2.4,2-Methylpropanoyl-CoA,1.0,0.0
3105,3.1.2.4,3-Hydroxybutanoyl-CoA,1.0,0.0
3106,3.1.2.4,Acetoacetyl-CoA,1.0,0.0
3107,3.1.2.4,Acetyl-CoA,1.0,0.0
3108,3.1.2.4,Malonyl-CoA,1.0,0.0
3109,3.1.2.4,Methylmalonyl-CoA,1.0,0.0
3110,3.1.2.4,Pentanoyl-CoA,1.0,0.0
3111,3.1.2.4,Propanoyl-CoA,1.0,0.0
3112,3.1.2.6,(R)-Lactate,1.0,0.0
3113,3.1.2.6,Diphosphate,1.0,0.0
3114,3.1.2.6,Glutathione,2.0,0.0
3115,3.1.2.6,S-(4-Azidophenacyl)glutathione,1.0,0.0
3116,3.1.2.6,S-Hexyl-glutathione,1.0,0.0
3117,3.1.21.1,GMP,1.0,0.0
3118,3.1.21.1,GTP,1.0,0.0
3119,3.1.26.3,Ethidium bromide,1.0,0.0
3120,3.1.26.5,Arotinoid acid,1.0,0.0
3121,3.1.26.5,Neomycin B,1.0,0.0
3122,3.1.26.5,Retinoate,1.0,0.0
3123,3.1.26.5,Retinol,1.0,0.0
3124,3.1.27.5,AMP,1.0,0.0
3125,3.1.27.5,Epigallocatechin 3-gallate,1.0,0.0
3126,3.1.27.5,GMP,1.0,0.0
3127,3.1.27.5,Orthophosphate,4.0,0.0
3128,3.1.27.5,UDP,1.0,0.0
3129,3.1.27.5,UMP,1.0,0.0
3130,3.1.3.1,Arsenic acid,2.0,0.0
3131,3.1.3.1,Caffeine,1.0,0.0
3132,3.1.3.1,Imidazole,1.0,0.0
3133,3.1.3.1,Levamisole,1.0,1.0
3134,3.1.3.1,Orthophosphate,31.0,0.0
3135,3.1.3.1,Theophylline,2.0,0.0
3136,3.1.3.1,ortho-Vanadate,3.0,0.0
3137,3.1.3.11,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,8.0,0.0
3138,3.1.3.11,AMP,19.0,3.0
3139,3.1.3.11,Calcium cation,4.0,1.0
3140,3.1.3.11,D-Fructose 6-phosphate,1.0,0.0
3141,3.1.3.11,Orthophosphate,2.0,3.0
3142,3.1.3.11,Phosphoenolpyruvate,1.0,4.0
3143,3.1.3.11,"beta-D-Fructose 1,6-bisphosphate",12.0,2.0
3144,3.1.3.12,"alpha,alpha-Trehalose",1.0,1.0
3145,3.1.3.18,Calcium cation,1.0,0.0
3146,3.1.3.2,"(R,R)-Tartaric acid",1.0,2.0
3147,3.1.3.2,Choline phosphate,1.0,0.0
3148,3.1.3.2,Ethanolamine phosphate,1.0,0.0
3149,3.1.3.2,GMP,1.0,1.0
3150,3.1.3.2,Hydrofluoric acid,12.0,0.0
3151,3.1.3.2,Mercury(2+),1.0,0.0
3152,3.1.3.2,Molybdate,13.0,0.0
3153,3.1.3.2,Orthophosphate,20.0,0.0
3154,3.1.3.2,Phytic acid,1.0,0.0
3155,3.1.3.2,Pyridoxal phosphate,2.0,0.0
3156,3.1.3.2,Pyridoxamine phosphate,2.0,0.0
3157,3.1.3.2,Sodium fluoride,1.0,1.0
3158,3.1.3.2,Tetraethylammonium,1.0,0.0
3159,3.1.3.2,ortho-Vanadate,10.0,0.0
3160,3.1.3.21,Orthophosphate,2.0,0.0
3161,3.1.3.24,D-Glucose,1.0,0.0
3162,3.1.3.24,Sucrose,2.0,0.0
3163,3.1.3.24,"alpha,alpha-Trehalose",1.0,0.0
3164,3.1.3.24,alpha-Maltose,1.0,0.0
3165,3.1.3.24,beta-Cellobiose,1.0,0.0
3166,3.1.3.25,Magnesium cation,1.0,0.0
3167,3.1.3.25,Orthophosphate,1.0,0.0
3168,3.1.3.25,myo-Inositol,1.0,0.0
3169,3.1.3.26,Calcium cation,1.0,0.0
3170,3.1.3.26,Hydrofluoric acid,1.0,2.0
3171,3.1.3.26,Orthophosphate,1.0,0.0
3172,3.1.3.26,Phytic acid,1.0,0.0
3173,3.1.3.26,ortho-Vanadate,1.0,0.0
3174,3.1.3.31,ADP,1.0,0.0
3175,3.1.3.31,ATP,2.0,0.0
3176,3.1.3.31,dATP,1.0,0.0
3177,3.1.3.37,Calcium cation,1.0,0.0
3178,3.1.3.41,ATP,2.0,2.0
3179,3.1.3.41,Ouabain,2.0,0.0
3180,3.1.3.46,6-Phospho-D-gluconate,1.0,0.0
3181,3.1.3.46,D-Fructose 6-phosphate,2.0,0.0
3182,3.1.3.46,Orthophosphate,1.0,5.0
3183,3.1.3.46,"beta-D-Fructose 1,6-bisphosphate",1.0,0.0
3184,3.1.3.46,ortho-Vanadate,1.0,0.0
3185,3.1.3.48,Acrolein,1.0,0.0
3186,3.1.3.48,Lupeol,1.0,0.0
3187,3.1.3.48,Orthophosphate,1.0,0.0
3188,3.1.3.48,Ursolic acid,2.0,0.0
3189,3.1.3.48,Zinc cation,1.0,0.0
3190,3.1.3.48,ortho-Vanadate,2.0,0.0
3191,3.1.3.5,ADP,4.0,7.0
3192,3.1.3.5,AMP,2.0,0.0
3193,3.1.3.5,ATP,5.0,14.0
3194,3.1.3.5,Acetylcysteine,1.0,0.0
3195,3.1.3.5,Cysteamine,1.0,0.0
3196,3.1.3.5,Glutathione,1.0,1.0
3197,3.1.3.5,Mercaptoethanol,1.0,0.0
3198,3.1.3.5,dATP,1.0,4.0
3199,3.1.3.5,gamma-L-Glutamyl-L-cysteine,1.0,0.0
3200,3.1.3.50,D-Sorbitol,1.0,0.0
3201,3.1.3.53,Orthophosphate,1.0,0.0
3202,3.1.3.56,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",2.0,0.0
3203,3.1.3.56,"2,3-Bisphosphoglycerate",1.0,0.0
3204,3.1.3.56,Calcium cation,1.0,0.0
3205,3.1.3.56,Phytic acid,2.0,0.0
3206,3.1.3.6,ATP,1.0,0.0
3207,3.1.3.60,ATP,1.0,0.0
3208,3.1.3.60,Glycerate 3-phosphate,2.0,0.0
3209,3.1.3.60,Molybdate,1.0,0.0
3210,3.1.3.60,Orthophosphate,1.0,0.0
3211,3.1.3.60,Oxalate,1.0,0.0
3212,3.1.3.60,Succinate,1.0,0.0
3213,3.1.3.60,Zinc cation,1.0,0.0
3214,3.1.3.60,"beta-D-Fructose 1,6-bisphosphate",1.0,0.0
3215,3.1.3.62,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",2.0,0.0
3216,3.1.3.62,"1D-myo-Inositol 1,4,5,6-tetrakisphosphate",1.0,0.0
3217,3.1.3.62,Phytic acid,2.0,0.0
3218,3.1.3.7,Calcium cation,2.0,0.0
3219,3.1.3.7,Potassium cation,1.0,1.0
3220,3.1.3.7,Sodium cation,1.0,0.0
3221,3.1.3.74,Calcium cation,1.0,0.0
3222,3.1.3.74,Molybdate,1.0,0.0
3223,3.1.3.74,Orthophosphate,2.0,0.0
3224,3.1.3.75,Zinc cation,1.0,0.0
3225,3.1.3.8,Calcium cation,7.0,1.0
3226,3.1.3.8,Hydrofluoric acid,1.0,2.0
3227,3.1.3.8,Phytic acid,1.0,0.0
3228,3.1.3.8,ortho-Vanadate,3.0,0.0
3229,3.1.3.81,Calcium cation,1.0,0.0
3230,3.1.3.81,Magnesium cation,1.0,0.0
3231,3.1.3.82,L-Histidinol,2.0,0.0
3232,3.1.3.84,3'-AMP,1.0,0.0
3233,3.1.3.84,ADP,1.0,0.0
3234,3.1.3.84,Cytidine 2'-phosphate,1.0,0.0
3235,3.1.3.9,Chlorogenate,1.0,0.0
3236,3.1.3.9,D-Glucose,1.0,2.0
3237,3.1.3.9,DIDS,1.0,0.0
3238,3.1.3.9,N-Ethylmaleimide,1.0,0.0
3239,3.1.3.9,ortho-Vanadate,2.0,0.0
3240,3.1.3.93,Magnesium cation,2.0,0.0
3241,3.1.30.1,ATP,1.0,0.0
3242,3.1.30.1,dAMP,1.0,0.0
3243,3.1.30.1,dATP,1.0,0.0
3244,3.1.30.2,AMP,1.0,0.0
3245,3.1.30.2,CMP,1.0,0.0
3246,3.1.30.2,GMP,1.0,0.0
3247,3.1.30.2,UMP,1.0,0.0
3248,3.1.30.2,dAMP,1.0,0.0
3249,3.1.4.12,Chloroquine,1.0,0.0
3250,3.1.4.16,AMP,1.0,1.0
3251,3.1.4.17,"3',5'-Cyclic GMP",3.0,3.0
3252,3.1.4.35,"3',5'-Cyclic AMP",2.0,0.0
3253,3.1.4.35,IBMX,4.0,0.0
3254,3.1.4.35,Sildenafil,7.0,0.0
3255,3.1.4.37,AMP,1.0,0.0
3256,3.1.4.37,Adenosine 2'-phosphate,1.0,0.0
3257,3.1.4.39,1-Palmitoylglycerol 3-phosphate,2.0,0.0
3258,3.1.4.39,Sphingosine 1-phosphate,2.0,0.0
3259,3.1.4.40,EDTA,1.0,0.0
3260,3.1.4.46,4-Nitrophenyl phosphate,1.0,0.0
3261,3.1.4.53,Diazepam,2.0,0.0
3262,3.1.6.1,4-Nitrophenyl phosphate,1.0,0.0
3263,3.1.6.11,Sodium chloride,1.0,0.0
3264,3.1.6.17,(S)-2-O-Sulfolactate,1.0,0.0
3265,3.1.6.2,Estrone,1.0,1.0
3266,3.1.7.6,Geranyl diphosphate,1.0,0.0
3267,3.1.7.6,Geranylgeranyl diphosphate,1.0,0.0
3268,3.1.7.6,Isopentenyl diphosphate,1.0,1.0
3269,3.1.7.6,"trans,trans-Farnesyl diphosphate",1.0,0.0
3270,3.1.8.1,1-Palmitoylglycerol 3-phosphate,1.0,1.0
3271,3.1.8.1,Cefazolin,1.0,0.0
3272,3.1.8.1,Esculetin,1.0,0.0
3273,3.1.8.1,Fensulfothion,1.0,0.0
3274,3.1.8.1,Indomethacin,1.0,0.0
3275,3.1.8.1,Isoflurophate,1.0,0.0
3276,3.1.8.1,Ketamine,1.0,0.0
3277,3.1.8.1,Ketoprofen,1.0,0.0
3278,3.1.8.1,Lincomycin,1.0,0.0
3279,3.1.8.1,Nickel chloride,1.0,0.0
3280,3.1.8.1,Phenyl acetate,3.0,0.0
3281,3.1.8.1,Propofol,1.0,0.0
3282,3.11.1.2,3-Phosphonopyruvate,1.0,0.0
3283,3.11.1.2,Phosphonoformate,2.0,0.0
3284,3.11.1.3,3-Sulfopyruvate,1.0,0.0
3285,3.11.1.3,Calcium cation,1.0,0.0
3286,3.11.1.3,Oxalate,1.0,0.0
3287,3.11.1.3,Phosphoenolpyruvate,1.0,0.0
3288,3.13.1.3,"2,2'-Dihydroxybiphenyl",1.0,0.0
3289,3.13.1.3,2-Hydroxybiphenyl,1.0,0.0
3290,3.13.1.3,"Biphenyl-2,3-diol",1.0,0.0
3291,3.2.1.1,Caffeate,2.0,0.0
3292,3.2.1.1,Chlorogenate,2.0,0.0
3293,3.2.1.1,Mercury(2+),1.0,0.0
3294,3.2.1.1,Myricetin,1.0,0.0
3295,3.2.1.1,Pentagalloylglucose,1.0,0.0
3296,3.2.1.10,Miglitol,1.0,0.0
3297,3.2.1.101,N-Ethylmaleimide,1.0,1.0
3298,3.2.1.101,p-Chloromercuribenzoate,1.0,0.0
3299,3.2.1.106,Deoxymannojirimycin,1.0,0.0
3300,3.2.1.106,Deoxynojirimycin,1.0,0.0
3301,3.2.1.113,Swainsonine,1.0,0.0
3302,3.2.1.114,Deoxymannojirimycin,3.0,0.0
3303,3.2.1.114,Swainsonine,6.0,0.0
3304,3.2.1.116,Betadex,1.0,0.0
3305,3.2.1.118,Castanospermine,2.0,0.0
3306,3.2.1.122,"6-Phospho-beta-D-glucosyl-(1,4)-D-glucose",1.0,0.0
3307,3.2.1.126,D-Glucose,1.0,0.0
3308,3.2.1.126,D-Glucuronolactone,1.0,0.0
3309,3.2.1.126,Deoxynojirimycin,1.0,0.0
3310,3.2.1.133,alpha-Maltose,1.0,0.0
3311,3.2.1.139,D-Glucose,1.0,0.0
3312,3.2.1.139,D-Glucuronic acid,3.0,0.0
3313,3.2.1.139,D-Xylose,1.0,0.0
3314,3.2.1.14,Acetazolamide,3.0,0.0
3315,3.2.1.14,Kinetin,1.0,0.0
3316,3.2.1.143,2-Naphthylamine,1.0,0.0
3317,3.2.1.143,"3',5'-Cyclic AMP",1.0,0.0
3318,3.2.1.143,Calcium chloride anhydrous,1.0,0.0
3319,3.2.1.146,"D-Galactono-1,4-lactone",1.0,0.0
3320,3.2.1.15,"D-Glucono-1,5-lactone",1.0,0.0
3321,3.2.1.153,Sucrose,2.0,0.0
3322,3.2.1.154,Sucrose,1.0,0.0
3323,3.2.1.163,Swainsonine,1.0,0.0
3324,3.2.1.169,N-Acetyl-D-glucosamine,2.0,0.0
3325,3.2.1.169,N-Acetyl-beta-D-glucosaminylamine,1.0,0.0
3326,3.2.1.169,Streptozocin,2.0,0.0
3327,3.2.1.175,Abscisic acid glucose ester,1.0,0.0
3328,3.2.1.176,beta-Cellobiose,2.0,0.0
3329,3.2.1.177,D-Glucose,1.0,0.0
3330,3.2.1.177,D-Xylose,1.0,0.0
3331,3.2.1.177,Deoxynojirimycin,1.0,0.0
3332,3.2.1.18,(+)-Maackiain,1.0,0.0
3333,3.2.1.18,"2-Deoxy-2,3-dehydro-N-acetylneuraminic acid",2.0,0.0
3334,3.2.1.18,"3,9-Dihydroxypterocarpan",1.0,0.0
3335,3.2.1.18,Cristacarpin,1.0,0.0
3336,3.2.1.18,N-Ethylmaleimide,1.0,0.0
3337,3.2.1.18,Oseltamivir,2.0,0.0
3338,3.2.1.18,Zanamivir,4.0,0.0
3339,3.2.1.18,p-Chloromercuribenzoate,1.0,0.0
3340,3.2.1.182,4-Methylumbelliferone,1.0,0.0
3341,3.2.1.182,4-Nitrophenol,1.0,0.0
3342,3.2.1.182,DIMBOA,1.0,0.0
3343,3.2.1.182,Dhurrin,1.0,0.0
3344,3.2.1.2,Calcium cation,1.0,0.0
3345,3.2.1.2,D-Glucose,1.0,0.0
3346,3.2.1.2,Magnesium cation,1.0,0.0
3347,3.2.1.2,Zinc cation,1.0,0.0
3348,3.2.1.2,alpha-Maltose,1.0,0.0
3349,3.2.1.20,"2,4,6-Tribromophenol",1.0,0.0
3350,3.2.1.20,"2,4-Dibromophenol",1.0,0.0
3351,3.2.1.20,Baicalein,2.0,0.0
3352,3.2.1.20,Castanospermine,1.0,0.0
3353,3.2.1.20,D-Glucose,1.0,2.0
3354,3.2.1.20,Deoxynojirimycin,2.0,1.0
3355,3.2.1.20,Diethyl pyrocarbonate,1.0,0.0
3356,3.2.1.20,Miglitol,3.0,0.0
3357,3.2.1.20,Quercetin,1.0,0.0
3358,3.2.1.20,Quercetin 3-O-glucoside,1.0,0.0
3359,3.2.1.20,Tos-Phe-CH2Cl,1.0,0.0
3360,3.2.1.21,Cadmium,1.0,0.0
3361,3.2.1.21,Cellopentaose,8.0,0.0
3362,3.2.1.21,D-Allose,1.0,0.0
3363,3.2.1.21,D-Galactose,2.0,0.0
3364,3.2.1.21,"D-Glucono-1,5-lactone",25.0,0.0
3365,3.2.1.21,D-Glucose,41.0,2.0
3366,3.2.1.21,D-Mannose,3.0,0.0
3367,3.2.1.21,D-Sorbose,1.0,0.0
3368,3.2.1.21,D-Xylose,2.0,1.0
3369,3.2.1.21,Deoxynojirimycin,3.0,0.0
3370,3.2.1.21,Gentiobiose,3.0,0.0
3371,3.2.1.21,Lead,1.0,0.0
3372,3.2.1.21,Phenyl beta-D-glucopyranoside,7.0,0.0
3373,3.2.1.21,alpha-Maltose,1.0,0.0
3374,3.2.1.21,beta-Cellobiose,17.0,0.0
3375,3.2.1.21,beta-D-Glucose,5.0,1.0
3376,3.2.1.21,myo-Inositol,1.0,1.0
3377,3.2.1.22,D-Galactose,9.0,0.0
3378,3.2.1.22,Melibiose,3.0,0.0
3379,3.2.1.22,Raffinose,3.0,0.0
3380,3.2.1.22,Stachyose,3.0,0.0
3381,3.2.1.22,beta-Lactose,1.0,0.0
3382,3.2.1.23,4-Nitrophenol-alpha-D-galactopyranoside,1.0,0.0
3383,3.2.1.23,Cobalt ion,1.0,0.0
3384,3.2.1.23,"D-Galactono-1,4-lactone",5.0,0.0
3385,3.2.1.23,"D-Galactono-1,5-lactone",5.0,0.0
3386,3.2.1.23,D-Galactosamine,3.0,0.0
3387,3.2.1.23,D-Galactose,27.0,0.0
3388,3.2.1.23,D-Glucose,8.0,2.0
3389,3.2.1.23,L-Arabinofuranose,3.0,0.0
3390,3.2.1.23,beta-D-Glucose,1.0,0.0
3391,3.2.1.23,beta-Lactose,9.0,0.0
3392,3.2.1.24,D-Glucosamine,1.0,0.0
3393,3.2.1.24,Deoxymannojirimycin,4.0,1.0
3394,3.2.1.24,Mannobiose,1.0,0.0
3395,3.2.1.24,Swainsonine,7.0,1.0
3396,3.2.1.25,Mercury(2+),1.0,0.0
3397,3.2.1.26,Sucrose,6.0,0.0
3398,3.2.1.28,Castanospermine,1.0,0.0
3399,3.2.1.28,"D-Glucono-1,5-lactone",1.0,0.0
3400,3.2.1.28,D-Glucose,1.0,0.0
3401,3.2.1.28,Deoxynojirimycin,1.0,0.0
3402,3.2.1.28,Mandelonitrile,1.0,0.0
3403,3.2.1.28,Mannitol,1.0,0.0
3404,3.2.1.28,Phloretin,1.0,0.0
3405,3.2.1.28,Phlorizin,2.0,0.0
3406,3.2.1.28,Prunasin,2.0,0.0
3407,3.2.1.28,Salicin,2.0,0.0
3408,3.2.1.28,Sucrose,1.0,0.0
3409,3.2.1.28,Zinc cation,1.0,0.0
3410,3.2.1.3,Deoxynojirimycin,1.0,0.0
3411,3.2.1.3,Maltotriose,3.0,0.0
3412,3.2.1.3,alpha-Maltose,2.0,0.0
3413,3.2.1.31,Glycyrrhizinate,2.0,0.0
3414,3.2.1.37,1-Aminopropan-2-ol,2.0,0.0
3415,3.2.1.37,4-Nitrophenol,1.0,0.0
3416,3.2.1.37,Cadmium,1.0,0.0
3417,3.2.1.37,D-Xylose,5.0,0.0
